ra,dec,z,Llim,Mstar,vstar,dist,Lx
137.36392,3.3062639,0.1200695,1.3029610689859002e+41,145099433380.06577,206.9286,50.23622802889868,1.3029610689859002e+41
137.36981,1.6388483,0.05600392,2.600114430550568e+40,21780069044.20068,74.17503,51.510443165719,2.600114430550568e+40
137.37029,2.1239444,0.1011655,9.024406290954412e+40,28922083015.668156,153.558,115.42522737012723,9.024406290954412e+40
137.37319,2.0571178,0.1461511,1.9952046957310824e+41,222334948029.72546,231.7332,150.28285591242775,1.9952046957310824e+41
137.38474,0.40692933,0.09354838,7.638845007243811e+40,12302167014.67156,62.68745,41.06378421522739,7.638845007243811e+40
137.39028,5.4136894,0.1109821,1.1001662411972546e+41,68942965248.23784,123.8984,33.45152165691285,1.1001662411972546e+41
137.39378,2.6300393,0.09083995,7.176840732355126e+40,31594492702.726627,90.25431,94.06279677420612,7.176840732355126e+40
137.3956,1.7447277,0.1022478,9.231724453271e+40,26016904719.95125,86.06884,86.11975678314734,9.231724453271e+40
137.39785,-0.66288826,0.05469498,2.475411492022125e+40,6015552458.535561,111.7646,94.39851272518582,2.475411492022125e+40
137.39959,1.6689722,0.1045551,9.682472107534054e+40,51647415574.18484,178.6571,83.98690112506974,9.682472107534054e+40
137.39978,3.3925904,0.05699823,2.697040164919915e+40,9464138662.113678,83.51221,117.77167988863884,2.697040164919915e+40
137.40186,5.2220232,0.103552,9.485037580120238e+40,72150104275.3425,173.0395,27.56336017188107,9.485037580120238e+40
137.40456,4.222432,0.1088116,1.0545609088772388e+41,49877868974.25687,85.87996,128.56416636654833,1.0545609088772388e+41
137.40515,0.31612587,0.07008976,4.1534735647890507e+40,5881762859.752578,111.9536,60.22429053170411,4.1534735647890507e+40
137.40772,2.3783567,0.09212919,7.394772467633619e+40,186141449441.53375,128.3818,106.62289826849897,7.394772467633619e+40
137.40948,2.4109284,0.09768433,8.375278761700696e+40,27771114465.44287,122.9004,92.70355172816166,8.375278761700696e+40
137.41384,2.4076288,0.0974071,8.3247394155630165e+40,38851446744.44252,196.5872,110.2306887911017,8.3247394155630165e+40
137.41789,-0.10807487,0.07028908,4.1782816572655925e+40,61610615931.69086,43.78238,17.65459713035646,4.1782816572655925e+40
137.42008,-0.46621603,0.07013699,4.1593447311898515e+40,106461486736.49461,141.9774,43.57331943857838,4.1593447311898515e+40
137.42582,5.3647892,0.05816824,2.813533463786857e+40,9886042835.53401,21.63399,184.6173909815393,2.813533463786857e+40
137.4268,2.6753724,0.05125654,2.16338569506875e+40,45419164633.12705,177.7675,147.552883856459,2.16338569506875e+40
137.43457,4.6923272,0.06962434,4.0958578277435947e+40,18487843269.60716,51.43555,210.15118514078975,4.0958578277435947e+40
137.43491,2.3503813,0.05451996,2.45898578882874e+40,71501428357.08264,157.2543,109.0151237267646,2.45898578882874e+40
137.4357,2.2867521,0.1398353,1.8121658264383573e+41,144863815362.49713,169.4234,115.17765992813297,1.8121658264383573e+41
137.43889,-0.82667897,0.1340527,1.653325691908355e+41,84623621195.7633,147.6944,196.0534307195963,1.653325691908355e+41
137.43954,1.7940093,0.01660349,2.158193563668659e+39,329903211.3534223,20.64465,69.29749851737535,2.158193563668659e+39
137.44176,5.348758,0.09721902,8.29054884975317e+40,33094891248.518536,60.23317,204.74498075210758,8.29054884975317e+40
137.44616,-0.65182634,0.05448833,2.4560235414595155e+40,29927510740.878857,102.1069,138.23886096864518,2.4560235414595155e+40
137.44878,2.6177218,0.1392064,1.7944881577323584e+41,71499523513.01735,151.6429,92.9250918985516,1.7944881577323584e+41
137.45077,3.8212459,0.1358796,1.7026131116835507e+41,118297967766.91792,148.6548,132.27776074237795,1.7026131116835507e+41
137.45483,2.2669377,0.1011509,9.021627521723997e+40,77536786490.94238,180.6877,79.95454702363172,9.021627521723997e+40
137.45651,2.4719412,0.01273979,1.2632785647738471e+39,236113041.21272615,40.36058,43.497648947671834,1.2632785647738471e+39
137.46092,0.98840078,0.0931472,7.569405401124715e+40,57206282263.36831,71.09161,169.02675716290196,7.569405401124715e+40
137.46274,5.9954299,0.03341019,8.958435339348206e+39,1792744065.054465,6.902977,940.726406053643,8.958435339348206e+39
137.46836,-0.50464491,0.04825059,1.90889089468223e+40,53034039052.82882,125.2342,32.74632676254254,1.90889089468223e+40
137.47208,0.42482329,0.05386501,2.3980371530313565e+40,4091391496.508868,6.902977,56.56717248747258,2.3980371530313565e+40
137.47258,3.0620249,0.09948066,8.706874352765862e+40,15455216487.475729,39.77261,89.67575354579829,8.706874352765862e+40
137.47608,1.6854099,0.02396643,4.546269413347486e+39,1088502900.8449442,36.83072,125.62999550106537,4.546269413347486e+39
137.47962,2.0982766,0.0582103,2.817770471054372e+40,9527076275.07698,40.35386,151.9235639428471,2.817770471054372e+40
137.48376,1.1045882,0.09304307,7.55143904237484e+40,45361706172.567375,105.8822,36.51360076327114,7.55143904237484e+40
137.48799,5.1422672,0.09107599,7.216471421250879e+40,17127651954.00976,70.41776,58.507488246765554,7.216471421250879e+40
137.49656,2.733475,0.03782469,1.1556149238586172e+40,39318389310.924515,133.8553,97.19465988297503,1.1556149238586172e+40
137.49922,0.63044791,0.09819765,8.469306126796731e+40,31616210589.746674,62.29362,72.3714776257359,8.469306126796731e+40
137.4993,4.5391034,0.07530143,4.8286639357263e+40,42143927100.5756,122.4639,27.056973193905705,4.8286639357263e+40
137.50577,4.7062594,0.1374033,1.7443514754753246e+41,7267406826.442465,66.87628,200.6829040614927,1.7443514754753246e+41
137.50929,0.22472304,0.1050167,9.774088984684155e+40,141332600347.8983,143.4803,4.124092248326911,9.774088984684155e+40
137.51237,2.3289197,0.03884214,1.2204183360581421e+40,34821514023.1848,141.6005,21.347724949273935,1.2204183360581421e+40
137.51244,0.98159559,0.1463313,2.000575054953465e+41,164579257363.17972,110.7224,235.70896646863073,2.000575054953465e+41
137.51449,2.0751613,0.1376921,1.752327409063207e+41,110621136283.4303,168.4593,60.21738751368831,1.752327409063207e+41
137.52387,-0.17322862,0.1265133,1.4585614885824632e+41,112133307940.89073,100.488,208.49169892127486,1.4585614885824632e+41
137.52388,4.5113608,0.1396635,1.807326916960473e+41,77420976182.08861,191.5232,142.42982207665523,1.807326916960473e+41
137.54106,5.8115996,0.05871901,2.869287783549868e+40,115115860550.87785,158.5036,235.27520744912982,2.869287783549868e+40
137.54133,4.6145758,0.09093099,7.192111904020915e+40,106979373068.40979,180.6585,126.2988455405431,7.192111904020915e+40
137.54313,4.0526073,0.1053674,9.844016762183971e+40,52371375154.09771,132.821,98.28080465148678,9.844016762183971e+40
137.54768,4.7043909,0.09055369,7.128939863360476e+40,32707053052.247253,64.06995,122.08164319859377,7.128939863360476e+40
137.55211,3.060562,0.05277221,2.2981611040607815e+40,8000157000.178499,85.89352,179.9480705462177,2.2981611040607815e+40
137.55336,3.9387497,0.1066837,1.0108965628515316e+41,20812392136.7646,97.1072,112.30050384434341,1.0108965628515316e+41
137.55388,1.4601237,0.06042966,3.046212131586697e+40,86624614.79475787,6.902977,69.10459093316891,3.046212131586697e+40
137.55512,1.8458286,0.07712227,5.077665100533766e+40,39551111492.1348,173.1753,159.79905194343075,5.077665100533766e+40
137.5588,5.7211362,0.1472796,2.028972665310653e+41,214083828239.28174,143.2064,109.91863369647733,2.028972665310653e+41
137.56112,2.4075725,0.09181148,7.340732533684754e+40,29740757902.00848,68.30986,58.4708582615322,7.340732533684754e+40
137.563,0.56045798,0.09387249,7.695201070736699e+40,16792930355.023401,28.82117,52.55990011075041,7.695201070736699e+40
137.56404,5.7513823,0.08518614,6.26337658214536e+40,38586960915.02737,51.18258,83.4716507525882,6.26337658214536e+40
137.57237,1.7973975,0.1045696,9.685342699390444e+40,104803182261.95729,94.81895,119.3112806125315,9.685342699390444e+40
137.57676,4.4404243,0.07467312,4.744325139638416e+40,136464007056.08337,205.8056,121.64035582300079,4.744325139638416e+40
137.57749,2.6131313,0.09810474,8.452244136957331e+40,55412035657.963455,136.7502,156.24264258544517,8.452244136957331e+40
137.57857,2.188613,0.09994122,8.793045424507561e+40,145374325262.49405,163.5292,97.04545683069576,8.793045424507561e+40
137.58354,5.1795175,0.05810547,2.8072165552850554e+40,23848685628.630047,87.14549,48.56109386241588,2.8072165552850554e+40
137.58804,1.1256438,0.146767,2.013594009947526e+41,47955874212.65925,98.42471,107.30959830858967,2.013594009947526e+41
137.58867,4.4507936,0.07519199,4.813915385201491e+40,35202922081.97855,65.3637,64.90923120613068,4.813915385201491e+40
137.59261,2.4715027,0.145177,1.9663171630043306e+41,292778551518.6321,132.9406,27.287793123676547,1.9663171630043306e+41
137.5942,2.4014072,0.09230191,7.42424272219582e+40,23243040268.290012,111.9277,108.74134052612918,7.42424272219582e+40
137.59606,1.6730324,0.1375149,1.7474311327217277e+41,59624526965.08584,179.2334,57.99461583508604,1.7474311327217277e+41
137.59727,1.7304387,0.1040676,9.586236934914067e+40,79405988425.39363,86.3818,175.51051077204485,9.586236934914067e+40
137.60002,3.3306011,0.09652127,8.164388377352053e+40,60067829436.620346,127.1973,76.76963361397566,8.164388377352053e+40
137.60138,-1.5085413,0.02848046,6.46298629999169e+39,10677687.022017494,176.4402,130.10086986958612,6.46298629999169e+39
137.60306,3.5088645,0.1056596,9.902492499609963e+40,11771098185.906643,32.07819,61.19294069851601,9.902492499609963e+40
137.60431,4.7640944,0.06924456,4.0491671727275505e+40,52019791270.043564,74.42506,96.86695175480054,4.0491671727275505e+40
137.60616,5.9366938,0.07762669,5.147855525931481e+40,35514565187.509445,146.9032,724.1304628889018,5.147855525931481e+40
137.60774,0.97842181,0.1466745,2.0108260197275964e+41,95707156100.43982,149.516,168.59506722176477,2.0108260197275964e+41
137.60936,3.4102772,0.09666564,8.190403938495344e+40,15290321723.900517,84.86142,159.9439189215113,8.190403938495344e+40
137.61038,3.4092294,0.09591855,8.056273404889554e+40,67872456014.99756,103.0821,155.78422111579223,8.056273404889554e+40
137.61099,1.8965659,0.0765215,4.994753759709206e+40,48236868693.82609,78.82117,55.64212010449502,4.994753759709206e+40
137.61268,1.159615,0.1432306,1.9093154458289413e+41,898451334628.8723,108.9856,102.35867358337913,1.9093154458289413e+41
137.61429,3.3452506,0.03873747,1.213665849064781e+40,3204147752.9489784,107.187,57.58813498520836,1.213665849064781e+40
137.61546,3.8510603,0.07521775,4.817384686678845e+40,33881455046.054615,118.7529,97.93084701743389,4.817384686678845e+40
137.61865,3.3725633,0.05721708,2.718629307904856e+40,127487806768.75093,146.0742,66.84266496556822,2.718629307904856e+40
137.63208,4.1726006,0.07364763,4.608410248090164e+40,22517065651.116043,76.26601,68.62352398794329,4.608410248090164e+40
137.6367,4.1423343,0.07318483,4.547776440568662e+40,4977005811.027117,80.71739,166.00939295344412,4.547776440568662e+40
137.63723,1.5989019,0.055807,2.58114399772785e+40,95510112233.5805,187.924,115.22824663313153,2.58114399772785e+40
137.64231,3.8822508,0.07127596,4.302295609537744e+40,20445251366.859875,156.3637,26.04706214724194,4.302295609537744e+40
137.645,4.2721188,0.07452717,4.724850008056467e+40,21991237522.077568,95.15529,192.75232489109268,4.724850008056467e+40
137.64614,4.7150056,0.09005882,7.046549091945218e+40,47283648413.36481,159.2144,120.03847199211445,7.046549091945218e+40
137.64951,0.81344167,0.104812,9.733401387225266e+40,33084256382.41296,115.8689,135.47838688521227,9.733401387225266e+40
137.6518,4.5963837,0.09001284,7.038920731016599e+40,43904976019.365715,138.7742,228.22595507384446,7.038920731016599e+40
137.66605,4.5241489,0.07438494,4.705913260666852e+40,99301746568.98631,192.5919,30.831495864211426,4.705913260666852e+40
137.67598,4.4245474,0.1246283,1.4120171925831067e+41,116976619474.08333,126.1894,138.70167777791787,1.4120171925831067e+41
137.67809,4.4684407,0.07482325,4.764403607091036e+40,9911327254.052261,62.65334,29.265384007947752,4.764403607091036e+40
137.67925,0.9131643,0.1044996,9.67148905482984e+40,16734535739.608435,99.8602,221.83375354297564,9.67148905482984e+40
137.68193,3.2686346,0.09669513,8.195723701244404e+40,173174998134.49686,150.951,94.64472524513837,8.195723701244404e+40
137.68238,2.8375469,0.1042905,9.630172093771585e+40,456220574.7735727,111.4509,116.48043672161076,9.630172093771585e+40
137.68269,5.0573909,0.06350416,3.378567193032827e+40,19899026754.160755,114.8684,179.4183311397696,3.378567193032827e+40
137.68551,2.3162661,0.05589846,2.589945608046199e+40,9665335659.560858,63.34609,206.29554644093767,2.589945608046199e+40
137.68778,-0.10417854,0.04828622,1.9118083617884783e+40,16685484975.074453,71.93497,58.687911081649304,1.9118083617884783e+40
137.69141,2.7471655,0.1435604,1.918906503858957e+41,97392026922.01675,199.5906,189.05039196117178,1.918906503858957e+41
137.70016,2.7296991,0.1438828,1.928308898781651e+41,86660610167.34566,92.5861,143.6558882907209,1.928308898781651e+41
137.70085,3.4672307,0.07256176,4.466834798982756e+40,64341663077.8403,177.7224,54.50597089283414,4.466834798982756e+40
137.70145,3.8094186,0.07311937,4.539235476049582e+40,34724896123.339355,98.95426,209.8734298248236,4.539235476049582e+40
137.7041,1.9368323,0.05576027,2.576653153102043e+40,10778624999.010498,44.1543,132.69682696062645,2.576653153102043e+40
137.70445,2.1728477,0.101784,9.142561016562697e+40,99770822906.99527,74.93803,246.16408504742134,9.142561016562697e+40
137.70985,-0.55130532,0.08784831,6.684960561307605e+40,56095678556.28146,95.37732,161.74374374246196,6.684960561307605e+40
137.71088,2.3125222,0.1461641,1.9955918482308325e+41,112788438705.86006,114.7634,127.48433641664785,1.9955918482308325e+41
137.7116,2.3014879,0.05478163,2.483565292337684e+40,130547425294.93523,234.9799,95.0974164012771,2.483565292337684e+40
137.71353,1.5415964,0.09251104,7.46001217298957e+40,82123476261.70085,63.35691,218.10147296436057,7.46001217298957e+40
137.71358,2.0218917,0.05451959,2.458951126141072e+40,21098985240.522102,59.15098,16.562140823608452,2.458951126141072e+40
137.71388,2.9770886,0.02625648,5.475079483923044e+39,145576153225.96924,216.4472,63.10458806030053,5.475079483923044e+39
137.71442,1.2668878,0.09510313,7.911275138949016e+40,131213747625.84604,204.6563,103.83162061325062,7.911275138949016e+40
137.71622,1.2094228,0.1485217,2.0665152696935652e+41,40574727710.27282,120.2369,133.75768933312028,2.0665152696935652e+41
137.72188,4.3085773,0.1067151,1.0115333931151467e+41,93512922125.95938,148.5502,1.6061956762153893,1.0115333931151467e+41
137.72841,4.4324803,0.07458395,4.732421372386154e+40,6086711016.074336,51.77958,38.81692179456377,4.732421372386154e+40
137.72895,5.3723511,0.08904779,6.879864309387902e+40,13814897203.995224,59.66594,72.76244205177017,6.879864309387902e+40
137.72981,0.74942037,0.1450105,1.961403594704868e+41,105053823725.90053,174.3448,197.57461134318365,1.961403594704868e+41
137.73132,3.1507534,0.1211993,1.3295277937617435e+41,86280049970.11803,192.9608,83.23099970170288,1.3295277937617435e+41
137.74544,4.5961171,0.1241222,1.3996657354218826e+41,60095512853.74851,99.10973,85.89662427531296,1.3996657354218826e+41
137.74722,0.051400197,0.1366539,1.7237514564394406e+41,77826089104.22995,171.7153,90.28367749317654,1.7237514564394406e+41
137.74738,4.8451721,0.1085116,1.048342381753726e+41,58734162117.25468,131.4458,203.39002881496486,1.048342381753726e+41
137.75395,2.0322272,0.09183312,7.344406372670662e+40,94583233039.71396,108.7856,100.08925184261992,7.344406372670662e+40
137.75404,3.2093259,0.09704867,8.259648748972349e+40,66277535138.674995,71.14817,184.96122447419282,8.259648748972349e+40
137.75898,4.0831161,0.07188585,4.379922402639477e+40,39310782426.047104,129.7786,149.65893155646015,4.379922402639477e+40
137.76258,5.9604144,0.1276819,1.487845890465505e+41,13997137650.16778,8.395445,1463.8771652838918,1.487845890465505e+41
137.76854,3.3150029,0.07231921,4.435539453756337e+40,156627590740.6455,245.1719,147.95041663100343,4.435539453756337e+40
137.77218,4.6448571,0.1105147,1.0902541188203705e+41,36679790933.08932,89.48264,147.5454022706482,1.0902541188203705e+41
137.77938,4.2037528,0.07322061,4.552448569492119e+40,44028563775.23407,149.1927,24.60960401501208,4.552448569492119e+40
137.78052,1.6128658,0.07923423,5.37506568289137e+40,17314436439.196617,117.6388,80.10303599612698,5.37506568289137e+40
137.78265,1.6336329,0.08003201,5.489819999813474e+40,9864215666.052279,45.23434,113.60798637021482,5.489819999813474e+40
137.78469,1.2198133,0.1459652,1.9896731136645506e+41,88086041967.18785,85.18212,184.7174391397512,1.9896731136645506e+41
137.78649,3.3605685,0.09379948,7.682486124937193e+40,46091669809.81864,110.5482,19.709062573983687,7.682486124937193e+40
137.78696,0.31141275,0.07020147,4.1673675175157336e+40,169814319360.482,103.841,219.497716119349,4.1673675175157336e+40
137.78853,2.6991507,0.09704184,8.258411177493485e+40,31354447066.62826,195.2092,55.9277258642219,8.258411177493485e+40
137.79056,-0.073271536,0.09286426,7.520642652194295e+40,21888843528.348843,67.23641,112.08027826013767,7.520642652194295e+40
137.79338,4.720955,0.124191,1.4013412109448643e+41,53445189821.84104,117.0316,86.80528139916066,1.4013412109448643e+41
137.7999,-0.23483645,0.05434996,2.443087216625677e+40,7206657275.550787,6.902977,33.009645892616504,2.443087216625677e+40
137.81087,5.6468717,0.0795569,5.421319405154776e+40,223804708.10589328,106.1398,143.1838709652828,5.421319405154776e+40
137.81696,5.0658305,0.1253151,1.4288768084373692e+41,142838856484.2656,128.6725,26.2290189754166,1.4288768084373692e+41
137.81982,3.2029587,0.09630927,8.126269025934807e+40,167905334507.96298,157.9919,40.79658479604627,8.126269025934807e+40
137.82096,3.968504,0.102849,9.34802014440346e+40,251497035072.51102,159.5851,115.41540113713523,9.34802014440346e+40
137.82205,3.3054425,0.0737195,4.617865545205459e+40,32620683875.969444,121.7927,91.55422575745246,4.617865545205459e+40
137.82539,0.64593402,0.1447558,1.9539007554130684e+41,67623874247.52683,133.3651,177.11585122189166,1.9539007554130684e+41
137.82661,-0.79914065,0.02734149,5.946426026438624e+39,23321357.36969499,19.27571,116.3306880623495,5.946426026438624e+39
137.82884,2.0190052,0.05538686,2.540918132216506e+40,71865154860.86292,168.0461,131.48225537141712,2.540918132216506e+40
137.82894,3.1363003,0.1384157,1.772402471852028e+41,64030264697.75754,212.1233,220.31934005158885,1.772402471852028e+41
137.83182,5.5365722,0.09079125,7.168679088306258e+40,53751528722.03575,115.1636,147.43477743349308,7.168679088306258e+40
137.8323,2.1467226,0.1467429,2.012872626449166e+41,145911232191.88425,221.6906,227.86589860425494,2.012872626449166e+41
137.83726,3.6644399,0.07606584,4.932365490998836e+40,35944896610.871826,116.0631,156.86114400855521,4.932365490998836e+40
137.84155,2.9865977,0.09791257,8.41701465521695e+40,124869575818.30864,189.0053,114.67130335271284,8.41701465521695e+40
137.85021,2.95849,0.1429288,1.900562706567234e+41,283009771326.6506,186.5312,144.61596014983917,1.900562706567234e+41
137.85706,4.9570454,0.1253833,1.4305571625986577e+41,256255398983.08105,185.2428,96.2319669161203,1.4305571625986577e+41
137.85829,4.0357395,0.1363495,1.715423653183104e+41,162644453944.28937,233.0958,168.77669880324345,1.715423653183104e+41
137.85847,5.8322216,0.09769328,8.376913186501616e+40,22765426369.947144,72.06866,780.7010721115702,8.376913186501616e+40
137.86476,2.2371907,0.05553509,2.555071626897104e+40,72390598521.27332,111.1678,72.9259839607383,2.555071626897104e+40
137.86695,3.0508401,0.09810206,8.4517522653210715e+40,136401901916.02904,88.44921,26.331493615594532,8.4517522653210715e+40
137.86838,1.9002913,0.1027838,9.335368688920616e+40,82324208789.26337,133.2536,16.1930091763794,9.335368688920616e+40
137.86875,-0.26450412,0.06508687,3.556915457203662e+40,24477852596.12908,70.00795,158.34571395686726,3.556915457203662e+40
137.8699,0.65690684,0.1048826,9.747423636882814e+40,96869490851.22903,89.61425,24.304633570570516,9.747423636882814e+40
137.87448,2.694867,0.05487464,2.492333541318801e+40,49227060492.2268,125.5459,79.19663745992511,2.492333541318801e+40
137.87547,2.021732,0.1047565,9.7223861367053e+40,71593788800.92137,132.9734,93.64826201109233,9.7223861367053e+40
137.87999,1.2319857,0.09471822,7.843336963589039e+40,44712662598.83488,92.19101,125.06913263412854,7.843336963589039e+40
137.8805,0.40190614,0.05417871,2.427127505117538e+40,19373694385.529964,122.2522,221.9863319993627,2.427127505117538e+40
137.88098,5.562591,0.1457882,1.9844145169576805e+41,214288743942.0078,161.0145,251.488198515364,1.9844145169576805e+41
137.88156,4.6703994,0.06929063,4.0548156018604497e+40,29686280933.24836,124.4332,143.57016491316108,4.0548156018604497e+40
137.88162,5.0901394,0.1254762,1.432847887213115e+41,45027029251.567375,60.08634,267.30264586372897,1.432847887213115e+41
137.88332,2.2398093,0.05499509,2.5037131984989427e+40,124508874638.38193,202.4074,7.892348719099672,2.5037131984989427e+40
137.8843,4.0509135,0.08805633,6.71854055704389e+40,52806297929.26591,73.90655,148.40973676642116,6.71854055704389e+40
137.88922,0.61579898,0.1458632,1.9866417643468473e+41,75984094383.89311,190.9105,140.16805390885713,1.9866417643468473e+41
137.88967,1.2482646,0.1388704,1.785084029698945e+41,128976382896.4947,193.609,116.74478105527277,1.785084029698945e+41
137.8966,2.8384851,0.1425089,1.888423036614145e+41,211999407049.86978,177.2144,92.01131720565071,1.888423036614145e+41
137.89796,3.4648857,0.1381012,1.763661199562789e+41,79182335818.563,179.8474,238.9517653464281,1.763661199562789e+41
137.90454,3.6804684,0.07432311,4.697694030889782e+40,11495464031.909729,96.66758,84.70141427565692,4.697694030889782e+40
137.90992,-0.71499759,0.07020278,4.167530598472575e+40,11564374189.876905,260.2916,222.6428755080615,4.167530598472575e+40
137.90996,2.9166186,0.05080421,2.1240047767391644e+40,64301534208.56559,105.9064,3.239967261446166,2.1240047767391644e+40
137.91431,4.9472999,0.1248417,1.4172436409732198e+41,114320467903.07594,100.5743,0.8496611661281639,1.4172436409732198e+41
137.91655,2.1058841,0.1024464,9.270051803573936e+40,67289794648.87005,143.6752,55.79888689616072,9.270051803573936e+40
137.9215,3.1653788,0.1444264,1.9442217976468056e+41,134087464112.95308,100.7205,21.96315724164296,1.9442217976468056e+41
137.92302,3.6953354,0.0759661,4.918766324134231e+40,155317785179.87973,222.857,1.219033186364748,4.918766324134231e+40
137.92414,3.1750156,0.1448935,1.957955020036392e+41,137131943911.327,235.0782,14.092740096855303,1.957955020036392e+41
137.93065,5.6069561,0.0800135,5.487142440681044e+40,2146870080.073006,60.41971,206.82155878321976,5.487142440681044e+40
137.93232,1.3491009,0.07061137,4.218564838303226e+40,97804689836.39687,168.1502,91.28899193408584,4.218564838303226e+40
137.93371,5.0617253,0.1453574,1.9716488662657453e+41,84330486977.2845,188.4245,129.28798550773456,1.9716488662657453e+41
137.94383,-0.19406286,0.0800101,5.486650692338817e+40,11006121640.338709,35.87516,112.16358346982018,5.486650692338817e+40
137.94879,5.1584866,0.1255179,1.4338767980577851e+41,71844596025.18767,215.4483,49.50212008541574,1.4338767980577851e+41
137.96358,2.4527839,0.09134537,7.261847177551772e+40,43290842581.11061,122.1008,239.80678939047928,7.261847177551772e+40
137.97252,4.4242565,0.1248413,1.4172338342351748e+41,17503367332.19989,18.55835,76.1899589644372,1.4172338342351748e+41
137.97278,-0.84007724,0.07005508,4.1491653570191884e+40,24584176473.970028,75.65848,86.131368659508,4.1491653570191884e+40
137.97388,5.0499251,0.1459675,1.9897414980907754e+41,119849026606.54013,194.4153,66.7860201326543,1.9897414980907754e+41
137.97684,3.3456253,0.1192424,1.2837035820902981e+41,22226811467.619957,104.1309,91.53435730529044,1.2837035820902981e+41
137.97902,3.0904656,0.1423648,1.884267213326552e+41,241915946977.8161,235.422,240.55308076699686,1.884267213326552e+41
137.99343,4.375168,0.1365003,1.719546385422479e+41,15391379168.403387,58.37104,92.44013307970846,1.719546385422479e+41
137.99954,0.33900383,0.0541497,2.4244294475864565e+40,67214761168.4846,163.4461,161.08217148772988,2.4244294475864565e+40
138.01106,1.6491344,0.07084049,4.247330372338447e+40,47564630468.89135,161.4141,162.4454076039108,4.247330372338447e+40
138.0153,2.8758428,0.02565885,5.2240692951009375e+39,19833434026.382343,86.29024,130.9758450684446,5.2240692951009375e+39
138.01681,2.8740127,0.02560136,5.200244674253847e+39,18287079.272346754,64.36579,138.39937160518,5.200244674253847e+39
138.01796,0.42179503,0.05465464,2.471620376152192e+40,54128724814.154366,215.3525,98.68933497715699,2.471620376152192e+40
138.02438,0.44889148,0.05445834,2.4532166493933096e+40,80151912689.16924,132.0804,39.02452940568103,2.4532166493933096e+40
138.02557,3.149246,0.09697247,8.245847411661726e+40,80235679014.20119,162.851,138.7278222635388,8.245847411661726e+40
138.02749,2.8143469,0.06871745,3.9848445038511936e+40,5144984671.731995,80.11374,92.98017638102448,3.9848445038511936e+40
138.02883,0.33686472,0.05368087,2.3810486236837773e+40,26679821457.57432,64.71628,114.62223111453999,2.3810486236837773e+40
138.03336,0.78488074,0.03915144,1.2404871927905535e+40,37017070261.02383,99.97504,191.667297024232,1.2404871927905535e+40
138.03347,2.9072148,0.1459084,1.9879847420711254e+41,107114016296.0389,240.0424,200.54705066200995,1.9879847420711254e+41
138.03591,3.4855924,0.07586991,4.9056705918385945e+40,76223114912.57858,136.2387,74.34585055764808,4.9056705918385945e+40
138.03683,1.7724163,0.1391502,1.7929132445455237e+41,157648699320.7924,200.3765,143.30961900372807,1.7929132445455237e+41
138.06175,0.31178155,0.0534704,2.3617099729469455e+40,46606387965.361305,134.0142,117.55212062016568,2.3617099729469455e+40
138.06683,4.1541994,0.08643117,6.458659541163039e+40,100440897295.33133,175.6469,74.25879697973593,6.458659541163039e+40
138.0673,3.2120609,0.1386135,1.7779127741272813e+41,326769425627.6685,228.3605,5.318564472515908,1.7779127741272813e+41
138.06832,0.93231193,0.05416623,2.4259666135434167e+40,75517057819.65926,57.71648,164.23694366225814,2.4259666135434167e+40
138.06942,5.9044136,0.05558995,2.560320518763063e+40,6675210831.176415,59.90783,989.9428275569468,2.560320518763063e+40
138.07184,2.341693,0.1018509,9.155392502634001e+40,55187614565.16425,57.20837,187.55782464921273,9.155392502634001e+40
138.07254,1.7188639,0.1393164,1.7975730086476353e+41,185915574455.42145,202.9279,108.54710281382869,1.7975730086476353e+41
138.07916,1.193576,0.0943901,7.785678602606924e+40,16605278329.442663,57.13094,209.66540088425094,7.785678602606924e+40
138.08768,3.0095979,0.1457394,1.9829660884356067e+41,30788211128.09033,6.902977,55.092296100492376,1.9829660884356067e+41
138.08805,3.4858978,0.1003766,8.874939382128322e+40,35274693284.86194,135.1594,44.04528869404164,8.874939382128322e+40
138.09323,2.5143596,0.1028984,9.357612113193286e+40,7973850150.065457,50.94188,102.6820325585205,9.357612113193286e+40
138.09716,3.4675727,0.05732857,2.72966309512243e+40,4661013440.786844,64.49306,63.14088040995219,2.72966309512243e+40
138.10051,4.006683,0.05669704,2.667479227115378e+40,4055471019.30879,43.73238,67.68313814294187,2.667479227115378e+40
138.10133,2.9915591,0.1217322,1.34216371509968e+41,41113469704.846596,100.6305,112.98755044095432,1.34216371509968e+41
138.10667,0.34667168,0.08764447,6.652145241526812e+40,42008136611.64498,75.90722,13.461017777702043,6.652145241526812e+40
138.10856,3.1027737,0.1461303,1.9945853410837043e+41,57483989806.856834,140.0846,121.35361190725008,1.9945853410837043e+41
138.1124,3.9546021,0.1101467,1.0824853021657178e+41,42750972617.16559,119.374,124.63510251801223,1.0824853021657178e+41
138.11367,0.30371135,0.05399523,2.410090078345851e+40,20874326656.548122,142.0938,81.01087566046535,2.410090078345851e+40
138.11826,0.24628522,0.0545145,2.458474306512954e+40,15639801874.814146,64.06538,91.07230606795702,2.458474306512954e+40
138.12369,0.13216483,0.05478372,2.483762139422008e+40,7954946980.091838,49.36505,214.69088862342662,2.483762139422008e+40
