ra,dec,Llim,Mstar,vstar,dist,z,Lx
129.0001378,0.678044,1.4201641193799815e+39,682700000,0.57516,146.1722069283712,0.0135000003501772,1.4201641193799815e+39
129.0002161,-1.7005257,1.7140715299222157e+41,199100000000,251.08751507037547,198.41436471056812,0.1362999975681305,1.7140715299222157e+41
129.0022859,0.6228995,1.2753630812973913e+39,2697000000,0.57538,126.9276418697086,0.0127999996766448,1.2753630812973913e+39
129.0032031,0.883608,1.0071753866896327e+41,32580000000,62.518233433039356,256.2018779580878,0.1064999997615814,1.0071753866896327e+41
129.0034914,-1.7291922,6.234463830104862e+40,65580000000,164.74866517722148,103.98169546856494,0.0850000008940696,6.234463830104862e+40
129.0037288,2.2444269,6.034584024475073e+40,15880000000,81.40193261568034,50.07723492401851,0.0837000012397766,6.034584024475073e+40
129.0057649,1.0760398,7.458121726234722e+40,30170000000,165.5856791420965,194.3829991121936,0.0925000011920929,7.458121726234722e+40
129.0064242,0.4381486,8.898011134558234e+39,34880000000,106.28045894672717,51.0144719823918,0.0333000011742115,8.898011134558234e+39
129.0074412,1.8454833,4.56282414065496e+40,6221000000,0.55228,137.03844514611785,0.0732999965548515,4.56282414065496e+40
129.0075455,0.9737462,1.0112271825780426e+41,4926000000,108.53622496150598,280.3372805992927,0.1067000031471252,1.0112271825780426e+41
129.0079492,1.7492467,1.484652701130947e+39,217500000,42.75170691030092,62.63856967188856,0.0137999998405575,1.484652701130947e+39
129.009817,-1.76962286,6.374942271053448e+40,43700000000,97.18664952822711,128.13044854190628,0.0859000012278556,6.374942271053448e+40
129.0123611,2.2466096,1.8196358555639835e+41,31090000000,21.59173035217747,35.51935396281193,0.1401000022888183,1.8196358555639835e+41
129.0130985,2.4354191,5.853249890112584e+40,3909000000,78.99129715741104,33.065290484852646,0.0825000032782554,5.853249890112584e+40
129.0170935,-1.8071774,7.384308826150072e+39,2863000000,0.56986,29.273651731375757,0.0304000005125999,7.384308826150072e+39
129.022139,1.8940818,1.4414980489468114e+39,12890000000,100.07546471143593,140.6226650737985,0.013600000180304,1.4414980489468114e+39
129.0251581,-1.1485134,5.557754627608613e+40,8282000000,140.14164133771547,96.56210922550808,0.0804999992251396,5.557754627608613e+40
129.0266283,1.3064029,1.3571348801826783e+39,257300000,40.00750604676172,160.8040118126144,0.0131999999284744,1.3571348801826783e+39
129.0285499,0.0127362,2.8066664410175066e+40,1558000000,12.367562146934578,138.400268058148,0.0581000000238418,2.8066664410175066e+40
129.02942054,-1.07175183,1.0295725226269571e+41,38770000000,188.61338263207244,110.44141923622931,0.1076000034809112,1.0295725226269571e+41
129.0317272,-0.4894339,2.7367448185312225e+40,12450000000,72.98656906812435,160.61902311850403,0.0573999993503093,2.7367448185312225e+40
129.0317703,-1.0501075,1.0193578969834812e+41,12310000000,51.030027767570786,52.396939065784956,0.1071000024676323,1.0193578969834812e+41
129.0323598,1.1980251,1.0031326749200253e+41,3212000000,0.5357999999999999,213.08188376384373,0.1062999963760376,1.0031326749200253e+41
129.0337761,-1.4543123,6.265531887708821e+40,96620000000,145.7162592898656,70.60976955243461,0.0851999968290329,6.265531887708821e+40
129.0363448,0.6660418,1.4414980489468114e+39,1637000000,25.018191731379385,283.677691188725,0.013600000180304,1.4414980489468114e+39
129.0418649,0.9335678,6.188020306612082e+40,66020000000,173.7642866204037,419.8889796386243,0.0847000032663345,6.188020306612082e+40
129.0458501,-1.1457398,5.586927310204386e+40,44980000000,0.88015,83.4222045634156,0.0807000026106834,5.586927310204386e+40
129.050011,0.4303998,4.25481918294382e+40,14240000000,89.22242877682407,128.21338993119394,0.0709000006318092,4.25481918294382e+40
129.0502563,-1.6415137,1.0295725226269571e+41,9962000000,104.41948741983938,180.24619272701844,0.1076000034809112,1.0295725226269571e+41
129.0506854,2.4552815,1.0481022698558611e+41,12840000000,91.57342279181152,167.60592757743245,0.1084999963641166,1.0481022698558611e+41
129.0653249,2.7094737,4.628468427987712e+40,6260000000,76.94185362661403,106.54219796476349,0.0737999975681305,4.628468427987712e+40
129.0704854,0.4263539,4.2296792095208193e+40,3145000000,45.88971780993953,201.6940251565896,0.0706999972462654,4.2296792095208193e+40
129.0710832,0.2759983,2.0265802702691743e+41,18220000000,184.74210483790117,167.02803155863822,0.1472000032663345,2.0265802702691743e+41
129.0760926,-0.8427165,1.5483022193333083e+40,9647000000,62.56207656462888,63.343326149793356,0.0436000004410743,1.5483022193333083e+40
129.0764645,-1.3221382,6.203479502946181e+40,70700000000,290.88570017091405,116.44425324755076,0.0847999975085258,6.203479502946181e+40
129.0771788,2.1218792,2.9804272111340884e+40,30490000000,125.55158239046534,127.91267829235431,0.0597999989986419,2.9804272111340884e+40
129.0774665,-0.3496206,2.7367448185312225e+40,1537000000,83.05166374690322,80.8132145844982,0.0573999993503093,2.7367448185312225e+40
129.0885996,-1.2015732,1.3915792620554933e+40,3508000000,50.074877993578,93.71644068173481,0.0414000004529953,1.3915792620554933e+40
129.0896989,-0.7586294,1.899728799405266e+41,7847000000,103.07376469224582,134.2732331429796,0.1429000049829483,1.899728799405266e+41
129.0902096,2.4562363,1.1588032429999395e+41,15960000000,8.943220737959022,138.56680574298298,0.1137000024318695,1.1588032429999395e+41
129.0916008,-1.2706723,1.3846649674682452e+40,12020000000,141.95361164441817,106.83005482227385,0.0412999987602233,1.3846649674682452e+40
129.1003052,-0.1593804,2.2200721067163e+40,962300000,32.839663495304606,46.15154713793747,0.0518999993801116,2.2200721067163e+40
129.102633,1.4018021,9.890549400329587e+40,26660000000,123.85030667467416,147.84080951877544,0.1055999994277954,9.890549400329587e+40
129.1053032,2.0321441,9.69136206981355e+40,6985000000,2.26954491995642,212.87086479815417,0.1045999974012374,9.69136206981355e+40
129.1057058,-0.5360437,1.0460343821094913e+41,8483000000,43.20904117773792,42.861163875018384,0.1084000021219253,1.0460343821094913e+41
129.1060357,-0.6748178,2.264660904384211e+40,3887000000,0.56313,178.76223932131805,0.0524000003933906,2.264660904384211e+40
129.1109496,1.9918492,9.651796651022117e+40,7989000000,144.72168532057484,135.35790913917322,0.1044000014662742,9.651796651022117e+40
129.1129757,1.2876102,5.033096938434167e+40,7307000000,51.10358641123493,121.42396803388141,0.0768000036478042,5.033096938434167e+40
129.1135975,1.9888345,9.671568812048736e+40,46970000000,125.18170153235627,130.05617583597757,0.1045000031590461,9.671568812048736e+40
129.1143144,-0.3856446,2.228952145945859e+40,1297000000,129.61368798550157,12.568746126909792,0.0520000010728836,2.228952145945859e+40
129.1160208,0.3845144,2.108636644000133e+41,31890000000,102.72092955582016,201.8747482525391,0.1499000042676925,2.108636644000133e+41
129.1178249,-1.9973599,1.593680457712004e+41,24130000000,137.37824345528836,172.28515173756136,0.1317999958992004,1.593680457712004e+41
129.1178368,2.0010274,9.612320018503114e+40,133300000000,197.93589419259254,175.90551164563507,0.1041999980807304,9.612320018503114e+40
129.1185696,2.4880587,8.524961687663231e+40,18880000000,111.76068269790274,23.797420233612588,0.0984999984502792,8.524961687663231e+40
129.1202212,-1.6824132,1.911331326361051e+41,83300000000,149.34014896432717,91.96887413651274,0.1432999968528747,1.911331326361051e+41
129.1208627,-0.5441879,1.0460343821094913e+41,3539000000,0.5347999999999999,104.72257899384736,0.1084000021219253,1.0460343821094913e+41
129.1221754,1.2556665,1.4186733416759523e+41,5298000000,112.47462386361681,168.85613911465856,0.124899998307228,1.4186733416759523e+41
129.1256152,-0.0862179,2.228952145945859e+40,6137000000,47.764942998438976,56.9270085622666,0.0520000010728836,2.228952145945859e+40
129.1269387,1.3347166,9.3773569786739e+40,5277000000,0.5374,56.07563846107771,0.1030000001192092,9.3773569786739e+40
129.1299519,1.313507,1.2665556376289396e+41,8082000000,89.47720899678814,86.10402660429561,0.1185000017285347,1.2665556376289396e+41
129.1307693,1.438363,9.870528568835698e+40,12360000000,50.161267185141654,26.444243740900838,0.1054999977350235,9.870528568835698e+40
129.1363962,1.1425685,1.0132563375129092e+41,5155000000,40.167773071423085,98.62792143583056,0.1067999973893165,1.0132563375129092e+41
129.1428709,0.1883916,1.6895943402597786e+41,185500000000,184.13894129724198,114.32547717534271,0.1353999972343444,1.6895943402597786e+41
129.1429969,-1.7594023,8.673200976993624e+40,1790000000,384.97772950553576,131.02374667731436,0.0992999970912933,8.673200976993624e+40
129.1434719,-1.6507112,2.3181197184172628e+39,7605000000,441.0815409130684,73.23049683576845,0.0172000005841255,2.3181197184172628e+39
129.1470583,-1.4311992,1.917147938917373e+41,109500000000,325.1655430952751,104.48127889484991,0.1435000002384185,1.917147938917373e+41
129.1479707,-1.5004967,1.039843958356791e+41,23350000000,37.43922303094791,119.32057787406892,0.1080999970436096,1.039843958356791e+41
129.1618896,0.169102,2.184741664445548e+40,4407000000,22.411599368406677,18.105279992084224,0.0515000000596046,2.184741664445548e+40
129.1622898,-1.531624,7.6854224792411e+39,103700000000,158.2287205652036,4.6979902295362495,0.0309999994933605,1.4927297507929433e+40
129.16284,0.0271432,2.062819267297844e+41,11550000000,73.22376529442501,166.2809196388237,0.148399993777275,2.062819267297844e+41
129.1633165,-0.4248876,1.3300051487014366e+40,313400000,151.9148284272166,221.09507560508317,0.0405000001192092,1.3300051487014366e+40
129.1647684,1.1361336,1.5729113536740674e+39,196800000,126.15917748816636,115.71982276644522,0.0142000000923872,1.5729113536740674e+39
129.165904,0.9947988,1.808354230879263e+41,70290000000,242.24443536117195,1.1855088650372285,0.1396999955177307,2.0408595468700385e+42
129.1661053,-1.1476622,6.580900400458094e+40,15530000000,91.33352318239983,165.6836029539516,0.0872000008821487,6.580900400458094e+40
129.1676248,1.1655799,7.544015124825007e+40,1835000000,95.5810532156128,41.63485551175634,0.0930000022053718,7.544015124825007e+40
129.1702386,-1.0811964,1.1984192032577442e+40,3213000000,0.6040291970503942,75.49564912399138,0.0384999997913837,1.1984192032577442e+40
129.174,0.3289856,1.0275250126759955e+41,3193000000,0.53524,14.731771897519499,0.1075000017881393,1.0275250126759955e+41
129.17847,1.9738233,9.49443405812571e+40,616900000,143.64963655716926,26.29905831805447,0.1036000028252601,9.49443405812571e+40
129.1865154,0.8972049,6.87204006124805e+40,16350000000,110.88552310861111,19.346665761356167,0.0890000015497207,6.87204006124805e+40
129.1873619,2.8049246,5.689688955539129e+40,3997000000,82.71286191245754,167.627105028909,0.0813999995589256,5.689688955539129e+40
129.1947917,-0.8635467,1.5884453931115178e+41,33520000000,84.74473433141034,48.00690708265436,0.1316000074148178,1.5884453931115178e+41
129.1965676,-0.1324553,4.896164908366511e+40,8163000000,92.32910240016254,138.8253342917719,0.0758000016212463,4.896164908366511e+40
129.1983892,2.7094848,5.928435909509962e+40,23720000000,105.00455882603215,157.84578993117609,0.0829999968409538,5.928435909509962e+40
129.1989617,-0.498656,6.203479502946181e+40,27790000000,108.46443033093661,74.63578704231858,0.0847999975085258,6.203479502946181e+40
129.208434,1.94825,9.572935058254646e+40,61600000000,165.343926499741,158.93280216579134,0.1040000021457672,9.572935058254646e+40
129.2153167,1.4956503,1.1653802938144247e+41,7900000000,50.34326605846424,230.66438825271004,0.1140000000596046,1.1653802938144247e+41
129.2171473,-1.5127436,7.58435415264557e+39,12690000000,19.77610206452842,113.57224319808758,0.0307999998331069,7.58435415264557e+39
129.2179761,2.7405076,5.913357242796598e+40,5769000000,55.03797507672743,85.80309833947626,0.0829000025987625,5.913357242796598e+40
129.2193705,-0.854312,5.384476187559728e+40,1778000000,88.15371242434561,58.95552733563208,0.0793000012636184,5.384476187559728e+40
129.2202366,2.4079849,1.2413861082343617e+41,4912000000,57.090370100153706,28.864280730360534,0.1173999980092048,1.2413861082343617e+41
129.2207979,-1.3998393,1.905524804502862e+41,37140000000,172.99792914508757,50.73331956982767,0.1430999934673309,1.905524804502862e+41
129.2210503,-0.0711052,5.228271525268929e+40,2373000000,184.16700069220326,116.98245795912356,0.0781999975442886,5.228271525268929e+40
