ra,dec,z,Mstar,vstar,Llim,Lx,dist
129.0653249,2.7094737,0.0737999975681305,6260000000.0,76.94185362661403,4.628468427987712e+40,4.628468427987712e+40,106.54219796476349
129.0022859,0.6228995,0.0127999996766448,2697000000.0,0.57538,1.2753630812973913e+39,1.2753630812973913e+39,126.9276418697086
129.1003052,-0.1593804,0.0518999993801116,962300000.0,32.839663495304606,2.2200721067163e+40,2.2200721067163e+40,46.15154713793747
129.0074412,1.8454833,0.0732999965548515,6221000000.0,0.55228,4.56282414065496e+40,4.56282414065496e+40,137.03844514611785
129.0285499,0.0127362,0.0581000000238418,1558000000.0,12.367562146934578,2.8066664410175066e+40,2.8066664410175066e+40,138.400268058148
140.933201,-0.8709269,0.1365000009536743,57770000000.0,186.81598504645456,1.7195382042010744e+41,1.7195382042010744e+41,87.04035146262571
140.9788282,-0.4492719,0.02449999935925,183600000.0,75.98908769709232,4.7547022123200134e+39,4.7547022123200134e+39,142.32245727311252
140.9043029,0.4940616,0.1392000019550323,40810000000.0,174.6437876312947,1.794308823230023e+41,1.794308823230023e+41,69.94959427484103
129.0771788,2.1218792,0.0597999989986419,30490000000.0,125.55158239046534,2.9804272111340884e+40,2.9804272111340884e+40,127.91267829235431
129.1053032,2.0321441,0.1045999974012374,6985000000.0,2.26954491995642,9.69136206981355e+40,9.69136206981355e+40,212.87086479815417
129.0064242,0.4381486,0.0333000011742115,34880000000.0,106.28045894672717,8.898011134558234e+39,8.898011134558234e+39,51.0144719823918
132.5823575,0.5661623,0.0671999976038932,33450000000.0,145.18533189814204,3.80278401478135e+40,3.80278401478135e+40,132.12054094458546
131.9271661,0.6822724,0.0454000011086463,2239000000.0,46.61855401743111,1.6831258231302332e+40,1.6831258231302332e+40,135.5850044768469
132.0843932,0.74496,0.1101000010967254,25170000000.0,134.7314808184579,1.081501669594455e+41,1.081501669594455e+41,122.07722653134348
130.4861665,-0.0600653,0.0102000003680586,89280000.0,94.76739574070912,8.067008242397092e+38,8.067008242397092e+38,166.17359120974928
130.3137402,0.6134125,0.1340000033378601,25370000000.0,158.7977534127122,1.6519162052588072e+41,1.6519162052588072e+41,137.886283088177
131.245558,2.0516382,0.0509999990463256,14000000000.0,114.12945677050462,2.1410032920838983e+40,2.1410032920838983e+40,182.67329054252792
130.8163738,1.4841307,0.0131000000983476,286300000.0,36.749280420237966,1.3364492131756045e+39,1.3364492131756045e+39,104.89146632951518
131.4440614,2.1992973,0.0756999999284744,45180000000.0,123.28041580239413,4.8825848180769095e+40,4.8825848180769095e+40,84.8921568613665
131.3063523,1.9515895,0.1159999966621398,50580000000.0,140.35694461107124,1.2097626564656325e+41,1.2097626564656325e+41,104.90663900569659
131.750294,1.3326797,0.0866999998688697,28910000000.0,80.23714160445495,6.501258898719238e+40,6.501258898719238e+40,123.11629050639806
131.7876463,1.853397,0.0502999983727932,11520000000.0,74.09174704714694,2.0805611111159311e+40,2.0805611111159311e+40,204.94617488362084
132.3334549,1.538935,0.1027999967336654,26170000000.0,111.63935315040291,9.33851062379574e+40,9.33851062379574e+40,148.59861581082146
132.3872932,1.6930642,0.0696000009775161,4288000000.0,99.7062491409964,4.0928568437093297e+40,4.0928568437093297e+40,89.3143203869735
134.2533733,0.505587,0.0531000010669231,44940000000.0,145.89413229232844,2.3278811397488423e+40,2.3278811397488423e+40,193.83655069219995
133.3056471,-0.6655977,0.1274999976158142,49430000000.0,133.33479491227826,1.4832658711417312e+41,1.4832658711417312e+41,110.47416840351809
132.3636948,0.7675437,0.0869999974966049,28880000000.0,83.57776401926832,6.548979249895968e+40,6.548979249895968e+40,219.8566567752295
132.6050823,1.0039234,0.1061000004410743,93130000000.0,162.88765597562428,9.990991918472264e+40,9.990991918472264e+40,84.0297167459717
132.9528231,1.5518118,0.1298000067472458,25300000000.0,109.731272498641,1.541766173829193e+41,1.541766173829193e+41,33.96695998138956
133.0818332,1.5971376,0.0450000017881393,1182000000.0,43.164265995273155,1.652649731586665e+40,1.652649731586665e+40,29.459499644769785
133.6500089,1.4350243,0.0513000003993511,35490000000.0,63.17811498426626,2.1671897766726772e+40,2.1671897766726772e+40,57.06282865198959
133.6222859,0.931371,0.1063999980688095,44230000000.0,138.79405838502117,1.0051528956346542e+41,1.0051528956346542e+41,95.80135890093172
135.8820969,0.5094933,0.1271000057458877,29890000000.0,158.10861421530313,1.4732227975052835e+41,1.4732227975052835e+41,180.04505773573902
135.4235207,0.5827374,0.0527999997138977,10520000000.0,72.26963459068855,2.3006728187981043e+40,2.3006728187981043e+40,119.62264389442588
134.4361366,1.7709555,0.1185000017285347,66930000000.0,165.59727261319998,1.2665556376289396e+41,1.2665556376289396e+41,109.16278163885313
134.4367767,1.3737594,0.0705000013113021,43370000000.0,112.43191938410708,4.2046210760010963e+40,4.2046210760010963e+40,180.3195437724088
134.3227423,1.3831063,0.0728000029921531,25070000000.0,158.4112787109958,4.497691011121355e+40,4.497691011121355e+40,5.712640593175198
134.7447002,2.3718303,0.1284999996423721,19900000000.0,103.2995230044652,1.5085432667534794e+41,1.5085432667534794e+41,71.8731273918749
134.7544397,1.6651492,0.1136000007390976,41130000000.0,142.21646316484612,1.1566154802898083e+41,1.1566154802898083e+41,142.27358995741344
134.7381322,1.4382496,0.0520000010728836,27600000000.0,191.4666232838195,2.228952145945859e+40,2.228952145945859e+40,154.6865382918657
135.0259495,2.2902655,0.1247000023722648,96250000000.0,212.9539140952953,1.4137720613408765e+41,1.4137720613408765e+41,11.106095964884299
135.6280286,1.4957912,0.1206000000238418,33150000000.0,112.89730691007146,1.315397888742847e+41,1.315397888742847e+41,112.47276811641927
137.2531501,-0.8356459,0.1335999965667724,25900000000.0,158.10053561709455,1.6412394164920942e+41,1.6412394164920942e+41,78.03635187482483
137.3165859,0.0332906,0.0763999968767166,3436000000.0,37.41126633944069,4.978075881458407e+40,4.978075881458407e+40,56.31149575624435
136.9409637,0.0579197,0.0873000025749206,26560000000.0,94.34026208193205,6.596893034943108e+40,6.596893034943108e+40,50.83445129046223
135.45655,-0.3979607,0.0529000014066696,66930000000.0,206.95972588849236,2.309723386790758e+40,2.309723386790758e+40,58.37113091240889
134.9866237,0.7881663,0.0522999987006187,6392000000.0,84.96050029778075,2.2557051447723146e+40,2.2557051447723146e+40,188.2676508716707
135.5521693,1.2133014,0.148499995470047,93390000000.0,252.8983366718967,2.06585586400266e+41,2.06585586400266e+41,48.21887109878849
135.5504144,0.2936501,0.0586000010371208,12100000000.0,126.54951825131147,2.8571907588828918e+40,2.8571907588828918e+40,214.08174961136103
137.0818006,0.545951,0.095100000500679,37200000000.0,151.88501337794386,7.910721460553452e+40,7.910721460553452e+40,57.572363673058305
137.6141053,1.1598288,0.1432999968528747,666600000000.0,111.29332384929694,1.911331326361051e+41,1.911331326361051e+41,97.86569205747143
137.2213962,1.6343963,0.1024999991059303,17260000000.0,68.62250006556407,9.280410927593102e+40,9.280410927593102e+40,99.76013052325962
136.984376,1.3665015,0.1247000023722648,48050000000.0,150.042194478503,1.4137720613408765e+41,1.4137720613408765e+41,124.21702784472822
136.2109654,0.7433502,0.012699999846518,135700000.0,29.041488171498738,1.2553245525889294e+39,1.2553245525889294e+39,136.32540875771676
135.7200335,1.5503556,0.1211000010371208,60490000000.0,152.4203276540316,1.327180702998167e+41,1.327180702998167e+41,96.65566626374452
135.8014533,0.9153004,0.0524000003933906,3396000000.0,32.17603660893353,2.264660904384211e+40,2.264660904384211e+40,225.16925634651008
135.5578347,1.4498016,0.12219999730587,67840000000.0,144.7787987545337,1.3533115469247912e+41,1.3533115469247912e+41,95.74395298868721
135.5632253,1.3824456,0.1316000074148178,18940000000.0,26.48948937194669,1.5884453931115178e+41,1.5884453931115178e+41,42.85849824699205
135.3903376,1.8313652,0.1298999935388565,74320000000.0,230.1344649199708,1.544338424545102e+41,1.544338424545102e+41,181.04971060349527
135.7622328,1.7596582,0.1178999990224838,24800000000.0,150.03303670217753,1.252791543981173e+41,1.252791543981173e+41,111.90983594579447
138.1236483,0.1320797,0.0548000000417232,2401000000.0,35.192112930337096,2.4852957643590566e+40,2.4852957643590566e+40,214.85644005982797
137.79992,-0.2346945,0.0544000007212162,7008000000.0,12.426818523142328,2.4477613461558437e+40,2.4477613461558437e+40,33.42231618582469
137.4200367,-0.466201,0.0701000019907951,33110000000.0,141.29309843119043,4.154746365434656e+40,4.154746365434656e+40,43.413621495742795
138.5570659,0.4275815,0.0529000014066696,3544000000.0,81.66238242854189,2.309723386790758e+40,2.309723386790758e+40,176.35070977254597
138.9568995,2.4264656,0.0917000025510788,30950000000.0,72.22569383638745,7.321823018939729e+40,7.321823018939729e+40,44.138856671279676
139.5943317,1.8687856,0.1116999983787536,80180000000.0,194.45342938208077,1.1154886250624291e+41,1.1154886250624291e+41,61.41061650142765
139.999975,2.129246,0.0876000002026557,22300000000.0,81.99232804886812,6.644998061405825e+40,6.644998061405825e+40,121.13304025390046
140.5035531,2.5878334,0.0857999995350837,108400000000.0,191.43015646712098,6.359248251691446e+40,6.359248251691446e+40,256.20681592862894
140.9768434,-0.7793034,0.1351999938488006,36170000000.0,162.52486875627432,1.6841820510287613e+41,1.6841820510287613e+41,64.75292133527452
140.9211781,-0.8909941,0.1365000009536743,58160000000.0,189.27308976870924,1.7195382042010744e+41,1.7195382042010744e+41,87.05669219839204
140.974992,-0.6826335,0.0553999990224838,10850000000.0,84.1960048524215,2.5421709894666795e+40,2.5421709894666795e+40,63.35918172908532
140.5406602,-0.5395594,0.0562000013887882,29420000000.0,116.52084695498432,2.619078051294543e+40,2.619078051294543e+40,5.247444707731931
139.8467102,-0.2133169,0.0386000014841556,3123000000.0,79.57102637192466,1.2048273984356912e+40,1.2048273984356912e+40,64.42698534587838
140.9033228,0.7483252,0.0564000010490417,19620000000.0,87.00840266942247,2.638496720322402e+40,2.638496720322402e+40,105.34228645686336
140.9039426,0.5740227,0.1389999985694885,22440000000.0,125.39467032741679,1.7887079611007232e+41,1.7887079611007232e+41,161.5566762614084
140.9396709,1.7218734,0.0055999998003244,25580000.0,269.03424522606946,2.4146882702251106e+38,2.4146882702251106e+38,78.11403727623265
140.9289614,1.3491732,0.0254999995231628,77310000000.0,181.3737949363909,5.1583769379758496e+39,5.1583769379758496e+39,9.820612027797571
140.9433278,2.0948592,0.0238000005483627,44460000.0,169.8530535219598,4.4822436295161826e+39,4.4822436295161826e+39,57.7511385836171
140.9839305,1.8343689,0.0505999997258186,18700000000.0,114.92863202401189,2.1063520530046657e+40,2.1063520530046657e+40,191.0774847022703
140.9971873,2.3965618,0.0885000005364418,5762000000.0,43.24025142874312,6.790470799795265e+40,6.790470799795265e+40,37.75908260246723
140.8393838,-0.3029552,0.0531999990344047,3675000000.0,96.5418758834724,2.33698833730203e+40,2.33698833730203e+40,75.83165184126891
140.928132,-0.9290287,0.1351999938488006,52340000000.0,156.62732506503255,1.6841820510287613e+41,1.6841820510287613e+41,147.5487124907583
140.9848292,-0.0437317,0.1306000053882599,34360000000.0,132.71295593976754,1.5624149830359175e+41,1.5624149830359175e+41,122.89463052672079
140.934913,-0.1872143,0.0559000000357627,22250000000.0,92.70416510943832,2.590093950091011e+40,2.590093950091011e+40,68.71678075395543
140.9590356,0.9769111,0.0878000035881996,8394000000.0,0.54488,6.677175876756858e+40,6.677175876756858e+40,205.799969399687
140.9509531,0.0195263,0.1421999931335449,44320000000.0,115.40177908642009,1.879520611975804e+41,1.879520611975804e+41,18.463382699476615
140.9945212,0.2704484,0.0705000013113021,14030000000.0,74.96022724578027,4.2046210760010963e+40,4.2046210760010963e+40,146.5275780256995
140.9936633,1.0387236,0.1439999938011169,16230000000.0,104.43622515954003,1.9317332170731562e+41,1.9317332170731562e+41,91.871375270348
129.0710832,0.2759983,0.1472000032663345,18220000000.0,184.74210483790117,2.0265802702691743e+41,2.0265802702691743e+41,167.02803155863822
129.0266283,1.3064029,0.0131999999284744,257300000.0,40.00750604676172,1.3571348801826783e+39,1.3571348801826783e+39,160.8040118126144
140.966039,-0.0183219,0.0706999972462654,27870000000.0,130.9292362436385,4.2296792095208193e+40,4.2296792095208193e+40,108.94915925853819
131.0272952,-0.1034426,0.0511999987065792,9148000000.0,76.93887171378668,2.1584419788537402e+40,2.1584419788537402e+40,149.75985667100915
130.8667159,1.7561629,0.0763999968767166,18270000000.0,147.83316559646724,4.978075881458407e+40,4.978075881458407e+40,69.20694548204537
131.9029666,1.6110523,0.1215000003576278,10820000000.0,0.690313738586067,1.3366495983416967e+41,1.3366495983416967e+41,105.80950900982651
132.2592697,1.5586697,0.1031000018119812,39150000000.0,101.3577880670466,9.39681385596052e+40,9.39681385596052e+40,116.76789335117364
132.356922,0.9133093,0.0653999969363212,11670000000.0,72.89901614687562,3.5927881316484404e+40,3.5927881316484404e+40,147.3311964517935
134.0126105,-0.4898132,0.0089999996125698,70010000.0,43.291069299597744,6.269161180059856e+38,6.269161180059856e+38,101.9589673613892
133.5683536,0.8793899,0.1090999990701675,36390000000.0,176.20446452220085,1.060558370243259e+41,1.060558370243259e+41,154.92256299540733
133.1580361,0.1261012,0.0662000030279159,64780000000.0,178.66544371173512,3.685323632414329e+40,3.685323632414329e+40,160.20620166317465
