RA,DEC,Z,sSFR_0_1Gyr_best_fit,sSFR_0_1Gyr_percentile16,sSFR_0_1Gyr_percentile50,sSFR_0_1Gyr_percentile84,mass_stellar_best_fit,mass_stellar_percentile16,mass_stellar_percentile50,mass_stellar_percentile84
137.2942532,0.501073,0.0936,0.0000000005443,-10.32,-9.675,-9.325,2181000000,9.332,9.427,9.557
137.3703259,0.5084946,0.0537,0.0000000001755,-9.975,-9.825,-9.675,778100000,8.867,8.927,9.042
137.4953294,0.5701145,0.0682,0.000000001093,-9.225,-9.075,-8.975,405500000,8.597,8.632,8.707
137.4720986,0.4249168,0.0539,0.0000000003163,-9.575,-9.475,-9.425,2291000000,9.292,9.362,9.462
137.5434031,0.470008,0.0699,0.000000000393,-9.825,-9.525,-9.375,1058000000,9.007,9.097,9.232
138.0460452,0.4668034,0.054,0.0000000001844,-10.22,-10.02,-9.875,1512000000,9.127,9.242,9.307
138.1935782,0.4677849,0.0698,0.0000000004076,-9.575,-9.475,-9.375,1948000000,9.267,9.287,9.352
138.6184021,0.4455561,0.067,0.000000000292,-9.625,-9.525,-9.425,1067000000,8.942,9.022,9.342
138.594632,0.4611555,0.053,0.000000000007184,-9.775,-9.425,-9.125,994100000,8.757,8.902,9.042
138.926642,0.4204598,0.069,0.0000000004172,-9.425,-9.275,-9.225,1541000000,9.187,9.207,9.222
139.0291771,0.448663,0.1364,0.000000001442,-9.025,-8.875,-8.775,2098000000,9.312,9.342,9.407
139.1357874,0.5733184,0.0683,0.0000000002607,-9.925,-9.775,-9.625,2138000000,9.277,9.347,9.457
139.2176294,0.520514,0.057,0.000000003008,-8.625,-8.575,-8.525,282500000,8.442,8.447,8.467
140.19244,0.6047007,0.0238,0.0000000001589,-9.975,-9.825,-9.675,1322000000,9.087,9.122,9.282
140.1286185,0.6188831,0.088,0.0000000001448,-9.925,-9.725,-9.575,2768000000,9.282,9.377,9.467
140.6491388,0.5088498,0.0705,0.000000000323,-9.925,-9.525,-9.375,1157000000,8.947,9.057,9.147
140.8848099,0.6237451,0.0706,0.0000000003835,-9.425,-9.275,-9.175,1604000000,9.027,9.097,9.182
139.9796362,0.8598369,0.0586,0.0000000003204,-9.725,-9.575,-9.475,1232000000,9.072,9.122,9.187
140.001616,0.8427136,0.0579,0.0000000009571,-9.275,-9.175,-9.025,712100000,8.832,8.887,8.932
139.9915459,0.8457297,0.0174,0.00000000003033,-11.02,-10.52,-10.22,277900000,8.212,8.397,8.512
140.2117109,0.8444924,0.0805,0.0000000005271,-9.575,-9.425,-9.275,907100000,8.912,8.977,9.072
140.3869215,0.8860997,0.083,0.0000000002627,-10.27,-9.925,-9.725,1452000000,9.212,9.317,9.412
129.7706107,0.7677215,0.0294,0.0000000005905,-9.425,-9.275,-9.175,113100000,8.047,8.092,8.162
130.5429987,0.7616537,0.0423,0.000000000371,-9.825,-9.625,-9.475,400900000,8.542,8.607,8.747
132.0035869,0.8164837,0.0169,0.0000000001436,-9.875,-9.725,-9.575,166000000,8.017,8.107,8.222
132.3052011,0.7832158,0.0429,0.000000000323,-10.07,-9.575,-9.375,642100000,8.657,8.802,8.852
132.4485417,0.8038903,0.0875,0.0000000002855,-9.825,-9.675,-9.525,1940000000,9.272,9.317,9.447
132.5941612,0.7902136,0.0867,0.0000000005443,-9.625,-9.425,-9.275,942900000,8.917,8.987,9.092
132.9074253,0.8267254,0.0355,0.00000000008547,-10.12,-10.02,-9.875,1667000000,9.082,9.187,9.262
132.8589411,0.8180457,0.011,0.00000000009464,-10.22,-10.02,-9.825,43290000,7.577,7.657,7.777
133.131039,0.8535211,0.0108,0.000000000167,-10.02,-9.875,-9.725,92300000,7.862,7.967,8.022
133.3464471,0.8357264,0.0289,0.0000000002459,-10.22,-9.925,-9.625,123900000,8.122,8.237,8.337
133.3608773,0.8328648,0.0409,0.000000000109,-10.17,-9.975,-9.725,2027000000,9.127,9.302,9.407
133.4809555,0.8180571,0.0404,0.0000000005883,-9.225,-9.025,-8.625,94940000,7.977,7.987,8.122
133.5094382,0.8421787,0.0398,0.000000000003797,-12.32,-11.77,-11.47,2565000000,9.382,9.512,9.577
133.4339247,0.803611,0.0397,0.0000000003304,-9.925,-9.675,-9.525,1072000000,9.082,9.137,9.272
133.6131742,0.9208845,0.0413,0.0000000001474,-10.17,-10.02,-9.825,460100000,8.672,8.772,8.872
133.6350164,0.8534989,0.0415,0.00000000002051,-11.07,-10.87,-10.67,2480000000,9.332,9.422,9.552
133.6120352,0.8396928,0.0411,0.00000000008943,-10.47,-10.22,-10.07,794300000,8.912,9.062,9.157
133.8568542,0.8499475,0.0713,0.000000002525,-8.825,-8.475,-8.175,351000000,8.087,8.352,8.642
133.7382339,0.8708654,0.1099,0.00000000007979,-11.07,-10.17,-9.375,1745000000,8.962,9.432,9.752
133.780686,0.8114236,0.0417,0.00000000004904,-10.32,-9.625,-9.425,2657000000,9.307,9.422,9.492
133.9031142,0.9207293,0.0518,0.0000000007088,-9.375,-9.225,-9.175,1873000000,9.247,9.287,9.337
133.9445467,0.8015862,0.0413,0.00000000004737,-10.62,-10.42,-10.17,1850000000,9.227,9.347,9.487
133.9494593,0.8419704,0.0418,0.0000000000324,-10.57,-10.27,-10.12,943000000,8.822,8.937,9.032
133.9289057,0.857728,0.0902,0.0000000004662,-9.625,-9.375,-9.075,2161000000,9.162,9.307,9.477
134.4249146,0.8172512,0.0415,0.0000000000866,-10.17,-10.02,-9.925,1901000000,9.207,9.292,9.387
134.3343941,0.7932408,0.0416,0.0000000001135,-9.975,-9.925,-9.825,1397000000,9.002,9.052,9.157
134.545718039,0.932203924,0.0724,0.00000000005086,-10.42,-10.27,-10.12,1933000000,9.172,9.262,9.362
134.4774798,0.8331513,0.1041,0.0000000008266,-9.225,-9.075,-8.975,1811000000,9.192,9.237,9.282
134.8368064,0.8617236,0.0131,0.0000000004391,-10.17,-9.575,-9.375,118200000,8.072,8.112,8.197
134.8791417,0.8741065,0.0529,0.0000000001712,-9.725,-9.575,-9.475,1919000000,9.157,9.212,9.282
134.7652307,0.9076142,0.072,0.00000000005468,-10.52,-10.32,-10.12,2815000000,9.337,9.477,9.582
134.9583352,0.8073459,0.0527,0.0000000006115,-9.325,-9.175,-8.975,2537000000,9.287,9.317,9.397
135.2773796,0.9050376,0.1107,0.000000009338,-8.275,-8.075,-8.025,448000000,8.647,8.647,8.692
135.4218996,0.8287832,0.0527,0.0000000002513,-11.52,-10.27,-9.575,1665000000,9.167,9.232,9.387
135.4614932,0.9421014,0.0582,0.000000001107,-9.925,-9.925,-8.975,483700000,8.682,8.742,8.827
135.7460945,0.8310122,0.0274,0.00000000008082,-10.27,-10.07,-10.02,2159000000,9.262,9.332,9.412
135.7808994,0.8582367,0.0128,0.0000000002992,-10.22,-9.425,-9.225,64400000,7.782,7.827,7.892
135.942243,0.8930259,0.0535,0.0000000004854,-9.475,-9.325,-9.325,983200000,8.742,8.767,8.847
135.8144647,0.9848211,0.1284,0.0000000004512,-9.525,-9.325,-9.175,2445000000,9.312,9.377,9.477
136.0294299,0.8270414,0.0964,0.0000000004044,-9.175,-8.875,-8.625,2408000000,8.752,8.912,9.217
136.194304,0.8925766,0.0935,0.0000000002458,-9.925,-9.725,-9.575,2535000000,9.342,9.412,9.532
136.209393,0.9452907,0.0769,0.0000000006545,-9.975,-9.525,-9.325,832100000,8.917,9.007,9.117
136.2664365,0.933452,0.0364,0.0000000002311,-9.725,-9.625,-9.575,1234000000,9.052,9.097,9.187
136.3324997,0.9399111,0.1334,0.000000002264,-8.925,-8.525,-8.175,1102000000,8.572,8.837,9.147
136.3098252,0.8394279,0.0699,0.0000000001249,-10.17,-9.925,-9.725,1662000000,9.142,9.257,9.367
136.7464271,0.866221,0.1413,0.000000001122,-9.075,-8.925,-8.625,2966000000,9.307,9.397,9.497
136.8163399,0.9568721,0.0686,0.000000003621,-8.825,-8.675,-8.525,224300000,8.397,8.457,8.517
136.7247017,1.02939,0.0771,0.0000000005643,-9.575,-9.375,-9.225,963300000,8.957,9.017,9.097
138.1810638,1.0715682,0.0861,0.0000000006414,-9.375,-9.175,-8.975,976700000,9.017,9.082,9.152
138.1780775,1.0241928,0.0521,0.00000000009916,-10.12,-10.02,-9.875,2252000000,9.197,9.302,9.367
138.5203581,0.8996579,0.0686,0.0000000001339,-10.27,-10.12,-9.875,1825000000,9.317,9.377,9.502
139.2397372,0.9774371,0.0522,0.0000000008801,-9.175,-9.075,-8.925,328700000,8.452,8.517,8.657
139.4388636,1.0554147,0.0272,0.0000000003377,-9.525,-9.475,-9.425,1615000000,9.207,9.237,9.327
139.5063936,0.9591274,0.0805,0.0000000002762,-9.925,-9.625,-9.475,2144000000,9.317,9.382,9.487
139.7933171,1.0554495,0.0182,0.0000000000006655,-12.62,-11.97,-11.57,765200000,8.647,8.802,8.887
139.7082536,1.0230179,0.0238,0.0000000002683,-10.82,-9.975,-9.375,99410000,7.822,7.862,8.002
139.9953257,0.9608212,0.018,0.0000000003767,-9.525,-9.475,-9.425,1220000000,9.082,9.097,9.267
139.9942977,1.0761998,0.088,0.0000000003212,-9.625,-9.475,-9.425,2558000000,9.407,9.467,9.567
140.0240264,1.0775151,0.0866,0.000000000153,-10.47,-10.22,-9.925,2763000000,9.467,9.647,9.802
140.1235709,1.0227845,0.0873,0.000000001598,-9.075,-8.875,-8.775,1209000000,9.082,9.127,9.232
140.1311142,0.9370527,0.0184,0.0000000002778,-10.22,-9.625,-9.475,188900000,8.152,8.172,8.272
140.0153574,1.0803189,0.0872,0.0000000003478,-9.625,-9.475,-9.325,2264000000,9.212,9.312,9.382
140.1032446,1.1381726,0.0851,0.0000000004084,-9.625,-9.425,-9.325,1611000000,9.097,9.167,9.222
129.1676248,1.1655799,0.093,0.0000000002662,-9.975,-9.625,-9.425,1835000000,9.192,9.282,9.397
129.1647684,1.1361336,0.0142,0.00000000000412,-11.37,-10.72,-10.17,196800000,8.127,8.202,8.322
129.2941085,1.0013457,0.0394,0.0000000001734,-10.27,-9.775,-9.675,795800000,8.897,9.002,9.147
129.2240727,1.1788414,0.0955,0.0000000004172,-9.525,-9.375,-9.325,2379000000,9.282,9.352,9.452
129.4017077,1.105493,0.0304,0.00000000003583,-11.07,-10.17,-9.875,223300000,8.162,8.267,8.407
129.4220533,1.0028605,0.0743,0.0000000002811,-9.725,-9.575,-9.475,2293000000,9.367,9.437,9.577
129.6080136,1.1103959,0.0959,0.0000000004496,-9.575,-9.475,-9.325,2184000000,9.252,9.297,9.362
129.5541642,1.2031582,0.05,0.000000000303,-9.775,-9.525,-9.375,965900000,8.842,8.917,9.027
129.7068869,1.121077,0.0292,0.0000000002546,-9.825,-9.725,-9.575,904500000,8.952,9.027,9.112
129.8193152,1.1560689,0.0814,0.0000000004062,-9.575,-9.475,-9.325,2594000000,9.377,9.442,9.547
129.8979952,1.0950261,0.0596,0.0000000001143,-10.12,-9.975,-9.775,1525000000,8.982,9.092,9.172
129.9904014,1.2140249,0.053,0.0000000003246,-9.825,-9.625,-9.475,1134000000,9.052,9.127,9.237
130.1874677,1.0992553,0.0293,0.0000000002662,-10.17,-9.625,-9.475,1043000000,8.977,9.027,9.132
130.3472673,1.0811555,0.0779,0.0000000003525,-9.625,-9.475,-9.425,1649000000,9.142,9.212,9.322
130.4321482,1.0472704,0.0975,0.0000000003185,-9.825,-9.525,-9.425,2445000000,9.362,9.422,9.567
130.4337604,1.2037039,0.0785,0.0000000006943,-9.475,-9.275,-9.175,1589000000,9.187,9.242,9.327
130.7335168,1.0594148,0.0451,0.0000000001609,-9.925,-9.775,-9.675,2673000000,9.392,9.462,9.532
130.909493,1.055923,0.0749,0.0000000004343,-9.675,-9.475,-9.375,1136000000,9.047,9.137,9.237
131.0372227,1.2143033,0.0132,0.0000000003979,-9.625,-9.425,-9.425,582500000,8.652,8.762,8.762
131.0926953,1.1608538,0.0066,0.0000000001216,-10.52,-10.22,-9.925,9341000,6.917,7.037,7.232
131.1009715,1.0695845,0.0509,0.0000000008513,-9.425,-9.225,-9.125,255600000,8.452,8.497,8.632
131.2148446,1.1557225,0.0134,0.0000000001184,-11.27,-10.22,-9.575,800800000,8.767,8.837,8.867
131.2211927,1.0845705,0.0512,0.0000000000002423,-12.62,-11.77,-11.52,2764000000,9.467,9.587,9.747
131.5384193,1.1588569,0.0704,0.0000000008073,-9.075,-8.975,-8.875,681000000,8.737,8.812,8.872
131.7986739,1.1308678,0.058,0.0000000004066,-9.725,-9.475,-9.375,2410000000,9.322,9.367,9.482
132.0778056,1.2640847,0.0059,0.00000000000005547,-12.97,-11.32,-11.32,48470000,7.682,7.692,7.692
132.2358145,1.1192606,0.0672,0.0000000006202,-9.925,-9.625,-9.325,666600000,8.857,8.947,8.992
132.5444096,1.1470385,0.0451,0.00000000009667,-10.22,-10.02,-9.875,713800000,8.827,8.912,9.027
132.6337024,1.1245417,0.0421,0.0000000005469,-10.22,-10.22,-9.275,267500000,8.427,8.527,8.547
132.6621865,1.2002593,0.0513,0.000000001443,-10.57,-9.225,-9.025,509300000,8.552,8.622,8.767
132.7148154,1.31669,0.0423,0.0000000001923,-9.975,-9.725,-9.725,1146000000,9.022,9.057,9.197
133.6925554,1.1839921,0.0355,0.0000000007863,-9.575,-9.275,-9.175,157800000,8.182,8.212,8.342
133.9830435,1.3551726,0.0715,0.0000000005729,-9.475,-9.275,-9.075,548000000,8.752,8.827,8.907
133.95719276,1.31282678,0.0712,0.0000000003752,-9.425,-9.425,-9.075,160900000,8.202,8.202,8.247
134.063838,1.2173469,0.1118,0.00000000105,-8.975,-8.875,-8.775,928600000,8.947,8.977,9.022
134.2653985,1.3265391,0.0698,0.0000000004726,-9.425,-9.375,-9.325,2979000000,9.452,9.477,9.532
134.2719082,1.2602502,0.105,0.00000000005049,-11.07,-10.07,-9.175,1450000000,7.767,8.737,9.312
134.2708464,1.3334686,0.0876,0.000000001089,-9.175,-9.025,-8.975,2918000000,9.432,9.457,9.492
134.2178929,1.2556116,0.0524,0.00000000005191,-10.42,-10.22,-10.07,1393000000,8.997,9.082,9.192
134.4378372,1.3644814,0.0405,0.0000000001866,-10.02,-9.825,-9.675,175500000,8.442,8.547,8.632
134.4474623,1.2431232,0.0736,0.000000000002876,-12.42,-11.62,-11.27,2587000000,9.412,9.492,9.597
134.4350495,1.3172181,0.0709,0.000000000009596,-11.97,-11.32,-10.92,1806000000,9.222,9.357,9.487
134.3527161,1.362581,0.071,0.0000000001015,-9.925,-9.825,-9.675,1889000000,9.057,9.137,9.247
134.3529643,1.3582548,0.0698,0.0000000002397,-9.625,-9.625,-9.475,1541000000,9.102,9.187,9.187
134.4549794,1.3229625,0.0246,0.0000000002788,-9.575,-9.475,-9.325,300700000,8.367,8.462,8.477
134.4795236,1.2372163,0.0733,0.0000000001003,-10.37,-10.17,-10.07,2161000000,9.247,9.347,9.447
134.5097938,1.3129782,0.0521,0.0000000001616,-10.22,-9.975,-9.825,628000000,8.802,8.937,9.067
134.55366,1.3673594,0.0716,0.000000000556,-9.325,-9.225,-9.175,1211000000,9.017,9.052,9.097
134.5712384,1.1861151,0.0724,0.000000000000184,-12.42,-11.67,-11.27,2184000000,9.317,9.452,9.552
134.5432702,1.3432487,0.0183,0.0000000002023,-10.07,-9.825,-9.625,93550000,7.747,7.862,7.972
134.6936404,1.2170291,0.0724,0.0000000006288,-12.02,-10.07,-9.675,1339000000,9.022,9.122,9.192
134.7105892,1.3736256,0.0748,0.0000000004149,-10.27,-9.375,-9.175,813800000,8.832,8.897,8.912
134.8228667,1.2802183,0.0518,0.0000000001404,-9.975,-9.825,-9.625,795800000,8.787,8.872,8.982
134.8229037,1.3825638,0.0534,0.0000000002994,-9.625,-9.575,-9.425,586200000,8.732,8.772,8.852
135.3122579,1.2619604,0.0527,0.000000000008579,-11.67,-11.07,-10.72,2763000000,9.267,9.382,9.462
135.3873838,1.3598044,0.053,0.0000000005874,-9.225,-9.125,-8.975,678100000,8.762,8.817,8.907
135.5826401,1.2343145,0.0936,0.000000000221,-9.975,-9.775,-9.625,2079000000,9.317,9.387,9.477
135.6302809,1.2372673,0.1319,0.0000000006703,-9.325,-9.175,-9.125,2297000000,9.347,9.382,9.432
135.6452907,1.3193637,0.128,0.0000000009984,-9.225,-9.075,-8.975,2660000000,9.392,9.417,9.482
135.7244301,1.2490893,0.0802,0.0000000002855,-9.825,-9.725,-9.575,2074000000,9.312,9.392,9.482
135.9186416,1.2741115,0.0536,0.0000000002044,-10.07,-9.825,-9.625,819600000,8.817,8.927,9.052
135.8688979,1.3416106,0.0935,0.00000000009752,-10.42,-10.12,-9.975,2766000000,9.467,9.647,9.787
135.8650739,1.321339,0.0932,0.0000000004358,-9.675,-9.475,-9.375,1692000000,9.217,9.262,9.322
136.0539196,1.3279453,0.0706,0.0000000001939,-9.875,-9.725,-9.675,1816000000,9.227,9.292,9.387
136.5683428,1.3412399,0.0534,0.0000000001887,-9.875,-9.725,-9.575,1236000000,9.032,9.092,9.137
136.8413399,1.3710134,0.0925,0.0000000006303,-10.07,-9.525,-9.525,2161000000,9.242,9.332,9.442
136.7175163,1.2594762,0.0526,0.0000000002057,-10.22,-9.975,-9.725,1218000000,9.082,9.212,9.327
136.890851,1.3920384,0.1024,0.0000000007405,-9.275,-9.125,-8.975,1047000000,9.017,9.047,9.147
137.2265773,1.4325583,0.0164,0.00000000005426,-10.27,-10.12,-10.02,2976000000,9.252,9.327,9.477
138.2921193,1.4917317,0.0558,0.0000000002762,-9.925,-9.675,-9.525,1130000000,9.037,9.092,9.202
138.3125781,1.3306757,0.0554,0.00000000006201,-10.02,-9.625,-9.225,1233000000,8.402,8.737,9.007
138.73603939,1.49744542,0.1302,0.0000000006141,-9.675,-9.475,-9.325,1602000000,9.247,9.317,9.412
138.7995939,1.4974907,0.0543,0.0000000003919,-9.525,-9.425,-9.275,2317000000,9.247,9.297,9.392
139.0873408,1.5140233,0.054,0.00000000005984,-10.77,-10.22,-9.875,1091000000,8.952,9.062,9.182
139.1089005,1.4411733,0.056,0.00000000007691,-10.47,-10.32,-10.17,1483000000,9.067,9.177,9.257
139.2295545,1.5112014,0.0538,0.0000000002217,-10.97,-10.02,-9.575,425400000,8.637,8.722,8.837
139.3762529,1.381303,0.0989,0.000000000394,-10.32,-9.675,-9.525,1436000000,9.142,9.232,9.397
139.5048165,1.4638537,0.078,0.00000000009931,-10.07,-9.975,-9.825,2079000000,9.202,9.302,9.362
139.7131125,1.4682615,0.0376,0.0000000005169,-9.475,-9.275,-9.175,151500000,8.122,8.197,8.282
139.8878439,1.4163847,0.1415,0.0000000008475,-9.225,-9.175,-9.075,2818000000,9.422,9.437,9.452
140.0863962,1.4100982,0.0265,0.000000002633,-9.075,-8.825,-8.575,150300000,8.032,8.117,8.267
140.0438091,1.4795828,0.0177,0.0000000000761,-10.82,-10.37,-10.07,75240000,7.727,7.937,8.117
140.1433195,1.5511575,0.0166,0.0000000001578,-10.17,-10.12,-9.825,264000000,8.422,8.482,8.682
140.2326117,1.5007443,0.0819,0.0000000001595,-9.825,-9.725,-9.475,1735000000,9.042,9.122,9.252
140.3802862,1.3872951,0.0942,0.0000000004662,-9.825,-9.575,-9.375,2443000000,9.222,9.312,9.422
140.5499791,1.3754843,0.0709,0.000000000349,-9.675,-9.525,-9.375,1163000000,9.017,9.087,9.177
140.7932497,1.4531147,0.0168,0.0000000005681,-9.575,-9.475,-9.225,19300000,7.282,7.342,7.417
140.9180526,1.4933312,0.0735,0.00000000011,-10.87,-10.47,-10.12,1308000000,9.152,9.297,9.452
140.8936227,1.3860234,0.0255,0.0000000002119,-10.07,-9.875,-9.775,786000000,8.887,9.007,9.092
129.2960182,1.6118946,0.0832,0.0000000006678,-9.375,-9.225,-9.125,1724000000,9.202,9.247,9.322
129.3214163,1.487304,0.0787,0.000000001151,-9.275,-9.175,-9.025,998200000,8.962,9.017,9.072
129.334203,1.5039521,0.0783,0.0000000004172,-9.625,-9.425,-9.225,1004000000,8.977,9.022,9.122
129.3953697,1.5738344,0.031,0.0000000001098,-10.27,-10.02,-9.925,2989000000,9.602,9.702,9.762
129.5747274,1.4766191,0.0509,0.0000000002762,-9.825,-9.575,-9.475,497400000,8.647,8.707,8.782
129.618182,1.4787797,0.0817,0.0000000004009,-10.12,-9.925,-9.625,1388000000,9.127,9.257,9.287
130.0778768,1.5368992,0.0802,0.0000000008098,-9.175,-9.025,-8.925,670800000,8.812,8.847,8.917
130.2576874,1.5711826,0.0456,0.00000000005284,-10.37,-10.22,-9.925,1601000000,8.902,9.047,9.187
130.3854201,1.539107,0.0858,0.0000000002942,-9.725,-9.575,-9.425,1866000000,9.132,9.202,9.287
130.2921234,1.5833459,0.0941,0.0000000002652,-10.12,-9.875,-9.725,2509000000,9.537,9.652,9.737
130.523799,1.5521171,0.0253,0.0000000004071,-9.425,-9.275,-9.125,88270000,7.797,7.867,7.947
130.6767288,1.6495262,0.0499,0.00000000008174,-10.37,-9.575,-9.275,601200000,8.572,8.712,8.882
130.6692206,1.5074275,0.1176,0.0000000003467,-10.42,-9.575,-9.325,2489000000,9.117,9.272,9.372
130.7901678,1.6122996,0.0768,0.0000000004725,-9.725,-9.525,-9.425,1481000000,9.202,9.262,9.357
130.8163738,1.4841307,0.0131,0.0000000001478,-9.925,-9.825,-9.675,286300000,8.362,8.397,8.497
130.8161491,1.6531138,0.096,0.0000000001113,-10.12,-10.12,-9.725,2707000000,9.262,9.297,9.337
130.9869913,1.5842929,0.0134,0.0000000003418,-10.17,-10.17,-9.475,482400000,8.382,8.387,8.427
131.0030921,1.6713022,0.0281,0.0000000001673,-9.825,-9.725,-9.675,2368000000,9.337,9.377,9.467
131.0372989,1.5826032,0.0616,0.0000000003617,-9.725,-9.575,-9.475,2032000000,9.272,9.332,9.427
131.2160684,1.572745,0.1127,0.0000000002861,-10.42,-9.775,-9.575,2103000000,9.292,9.347,9.437
131.2350698,1.5838857,0.0617,0.0000000002035,-9.975,-9.775,-9.625,2070000000,9.257,9.347,9.452
131.220493,1.6844124,0.0368,0.0000000006687,-9.275,-9.075,-8.825,216200000,8.157,8.282,8.452
131.43781,1.6127346,0.0487,0.0000000003956,-10.77,-9.825,-9.425,504200000,8.462,8.622,8.627
131.9126834,1.6514237,0.064,0.00000000008423,-10.07,-9.375,-9.125,822300000,8.782,8.837,8.932
131.9341689,1.5652637,0.0597,0.0000000007666,-9.225,-9.175,-9.025,552300000,8.712,8.757,8.817
132.0354462,1.5660013,0.0399,0.000000000204,-9.925,-9.775,-9.575,2483000000,9.247,9.327,9.447
132.0114896,1.622913,0.0692,0.0000000003925,-9.825,-9.475,-9.325,1130000000,8.997,9.102,9.212
132.0224588,1.7095447,0.0254,0.000000001214,-9.175,-9.025,-8.875,63920000,7.787,7.827,7.887
132.1493072,1.5164123,0.0686,0.00000000006292,-10.67,-10.32,-10.07,2193000000,9.257,9.432,9.622
132.1067588,1.5775022,0.068,0.0000000001445,-10.27,-10.12,-9.925,2313000000,9.277,9.372,9.502
132.1400984,1.5536926,0.0681,0.0000000004172,-9.725,-9.575,-9.475,1480000000,9.102,9.212,9.302
132.1834989,1.635558,0.0504,0.0000000004455,-9.425,-9.325,-9.225,395400000,8.512,8.592,8.667
132.2600814,1.5425787,0.1031,0.000000001877,-8.875,-8.475,-8.175,78700000,8.057,8.337,8.652
132.2557498,1.5737553,0.0433,0.0000000001027,-10.17,-10.02,-9.925,2470000000,9.347,9.432,9.532
132.2782758,1.5657597,0.0417,0.0000000001217,-10.22,-10.12,-9.975,1608000000,9.132,9.257,9.367
132.4679244,1.7217499,0.06,0.000000002187,-8.875,-8.825,-8.575,310500000,8.372,8.447,8.537
132.8254823,1.6347084,0.0381,0.0000000001103,-9.975,-9.825,-9.725,556600000,8.497,8.532,8.712
133.0818332,1.5971376,0.045,0.0000000005453,-9.425,-9.375,-9.275,1182000000,9.017,9.062,9.107
133.4817581,1.6720399,0.0584,0.00000000001715,-10.47,-9.825,-9.525,1448000000,8.912,9.007,9.142
133.5715903,1.6008352,0.0286,0.0000000003957,-9.625,-9.475,-9.325,114000000,8.022,8.087,8.162
133.6307825,1.7425552,0.0532,0.0000000002722,-9.825,-9.625,-9.475,590600000,8.682,8.762,8.872
133.7049876,1.7065957,0.1032,0.0000000003759,-9.425,-9.325,-9.225,2690000000,9.312,9.377,9.427
133.7362925,1.7191751,0.0728,0.000000000109,-10.77,-9.975,-9.675,2619000000,9.232,9.317,9.442
134.0653912,1.5954808,0.0366,0.000000001087,-8.975,-8.975,-8.625,232800000,8.332,8.377,8.392
134.0535509,1.6373133,0.0731,0.0000000001609,-10.12,-9.975,-9.825,2856000000,9.302,9.397,9.457
134.1863974,1.6056,0.0576,0.000000001299,-10.32,-9.025,-8.825,443500000,8.672,8.732,8.807
134.4868825,1.6245779,0.0408,0.0000000009447,-9.225,-9.175,-9.075,402200000,8.592,8.602,8.667
134.6766232,1.6029241,0.0527,0.000000000005801,-11.97,-11.27,-11.02,2382000000,9.267,9.377,9.497
134.6342747,1.8022286,0.0578,0.0000000006609,-9.725,-9.475,-9.325,596600000,8.797,8.837,8.972
134.6806896,1.7871821,0.0524,0.0000000002601,-9.775,-9.625,-9.475,615800000,8.722,8.807,8.922
134.7649481,1.6282204,0.0336,0.000000001335,-8.875,-8.875,-8.875,790300000,8.882,8.892,8.897
134.9987527,1.7692845,0.0767,0.0000000005643,-9.525,-9.375,-9.225,1346000000,9.102,9.152,9.227
135.0485405,1.6283451,0.0938,0.0000000006303,-10.82,-9.525,-9.225,2873000000,9.457,9.507,9.667
135.4452567,1.6250342,0.09,0.0000000004912,-9.475,-9.325,-9.275,2991000000,9.432,9.482,9.567
135.717841,1.6743885,0.057,0.0000000000162,-11.27,-10.82,-10.52,1452000000,8.987,9.127,9.242
136.2070314,1.8245549,0.0537,0.0000000004615,-9.375,-9.325,-9.225,2691000000,9.372,9.422,9.462
136.416847,1.8575338,0.0243,0.0000000002774,-9.625,-9.475,-9.275,117100000,7.927,8.037,8.112
137.0300721,1.7234884,0.1044,0.0000000002762,-9.775,-9.625,-9.475,2975000000,9.407,9.492,9.562
137.1176351,1.879092,0.0391,0.0000000004062,-9.475,-9.375,-9.275,290000000,8.392,8.447,8.502
137.1853678,1.7111391,0.0562,0.0000000001094,-9.975,-9.925,-9.825,2299000000,9.172,9.172,9.312
137.2996443,1.8677526,0.039,0.0000000003399,-10.52,-9.875,-9.525,770500000,8.437,8.577,8.707
137.5769102,1.7939922,0.1048,0.0000000004689,-9.675,-9.425,-9.275,2563000000,9.377,9.442,9.507
137.439556,1.7940342,0.0166,0.0000000002662,-10.17,-9.775,-9.575,238200000,8.322,8.382,8.487
137.5373014,1.7671315,0.1003,0.0000000002982,-10.07,-9.775,-9.475,2282000000,9.397,9.572,9.732
138.1341662,1.8734571,0.0551,0.00000000003314,-10.97,-10.27,-9.975,843300000,8.852,8.902,8.992
138.1332914,1.8349681,0.0554,0.0000000002799,-10.97,-10.22,-9.625,872400000,8.912,9.167,9.397
138.3191353,1.8720294,0.0552,0.0000000001942,-10.47,-9.875,-9.525,2343000000,9.112,9.272,9.432
138.4871865,1.8130645,0.0333,0.00000000005044,-11.07,-10.27,-9.825,514200000,8.262,8.417,8.587
139.4846767,1.9239115,0.0541,0.00000000004904,-10.32,-10.32,-9.475,1089000000,8.897,9.032,9.037
139.8243452,1.8206074,0.0868,0.000000001394,-9.025,-8.925,-8.875,2163000000,9.322,9.342,9.367
139.7080901,1.8826032,0.0562,0.00000000007107,-10.12,-9.975,-9.775,1411000000,9.052,9.147,9.242
139.8014087,1.8168511,0.0563,0.0000000001237,-10.22,-9.925,-9.825,1567000000,9.077,9.157,9.192
139.9706753,1.7798411,0.0875,0.0000000006545,-9.925,-9.375,-9.225,2085000000,9.267,9.342,9.477
