RA,DEC,Z,sSFR_0_1Gyr_best_fit,sSFR_0_1Gyr_percentile16,sSFR_0_1Gyr_percentile50,sSFR_0_1Gyr_percentile84,mass_stellar_best_fit,mass_stellar_percentile16,mass_stellar_percentile50,mass_stellar_percentile84
139.8457967,1.9100705,0.0869,0.0000000004386,-9.575,-9.475,-9.325,1882000000,9.202,9.267,9.342
140.1239217,1.848153,0.0169,0.0000000002979,-10.32,-9.625,-9.175,175400000,7.952,8.147,8.392
140.0648272,1.7879349,0.0168,0.00000000005553,-11.87,-11.02,-10.47,52240000,7.872,8.087,8.252
140.1249658,1.8487177,0.0167,0.00000000516,-8.425,-8.325,-7.975,101000000,7.822,8.002,8.062
140.1257571,1.7895723,0.0911,0.0000000001332,-10.67,-10.27,-9.875,1557000000,9.142,9.457,9.672
140.154886,1.7799677,0.088,0.0000000002023,-9.875,-9.675,-9.575,2721000000,9.197,9.297,9.367
140.3087641,1.7831789,0.053,0.0000000001286,-10.02,-9.825,-9.675,1003000000,8.827,8.997,9.082
140.2781776,1.8997436,0.0547,0.0000000001096,-10.07,-9.825,-9.675,1391000000,9.087,9.157,9.267
140.5250177,1.8360036,0.0846,0.0000000003503,-9.825,-9.675,-9.475,1543000000,9.142,9.197,9.287
140.7330803,1.8636886,0.0565,0.00000000054,-10.22,-9.625,-9.425,674000000,8.812,8.882,9.022
140.8594518,1.8741532,0.0548,0.0000000001325,-10.07,-9.925,-9.825,1313000000,9.022,9.112,9.192
129.17847,1.9738233,0.1036,0.000000001576,-9.075,-8.875,-8.775,616900000,8.772,8.812,8.897
129.3482545,1.8574628,0.0318,0.0000000004326,-10.07,-9.375,-9.375,946000000,8.972,8.992,9.127
129.4405707,1.8640925,0.0727,0.0000000001096,-10.17,-10.02,-9.875,2512000000,9.347,9.407,9.512
129.5531137,1.8718741,0.0737,0.00000000003726,-10.72,-10.57,-10.42,2196000000,9.282,9.412,9.487
129.6952136,1.9343465,0.0731,0.0000000001753,-10.17,-9.925,-9.725,1585000000,9.132,9.232,9.327
129.8658067,1.8814646,0.0727,0.0000000002752,-9.725,-9.575,-9.425,2329000000,9.227,9.297,9.377
129.925999,2.0385477,0.0834,0.000000001966,-9.025,-8.925,-8.775,474100000,8.657,8.702,8.742
129.9577707,1.883848,0.0742,0.00000000002025,-11.52,-10.67,-10.07,1333000000,8.972,9.047,9.177
130.409659,1.9680793,0.0137,0.0000000003377,-10.57,-10.02,-9.675,186400000,8.292,8.377,8.567
130.5015381,1.9077661,0.0736,0.000000000003561,-11.42,-10.32,-9.525,1261000000,8.982,9.062,9.127
130.3855782,2.0660153,0.0738,0.00000000006056,-11.02,-10.12,-9.425,1519000000,8.817,9.027,9.262
130.4177562,1.9655836,0.0298,0.0000000003,-10.52,-9.725,-9.275,95130000,7.832,7.977,8.157
130.6063257,2.0408725,0.0665,0.0000000005857,-9.525,-9.425,-9.275,2119000000,9.227,9.297,9.382
130.6771474,1.9518904,0.0255,0.00000000001796,-10.72,-10.02,-9.875,995000000,8.997,9.132,9.207
130.6886213,1.9308343,0.0658,0.0000000002217,-10.42,-9.925,-9.675,1001000000,8.977,9.017,9.222
131.0690394,2.0904187,0.0788,0.0000000001641,-10.12,-9.975,-9.775,1924000000,9.217,9.292,9.402
131.2679469,1.9481751,0.0305,0.00000000001915,-11.27,-10.77,-10.47,437500000,8.487,8.607,8.697
131.3071327,1.9903524,0.0774,0.0000000005023,-9.475,-9.325,-9.175,1849000000,9.227,9.282,9.377
131.3607321,1.9367566,0.0721,0.0000000001196,-10.37,-10.17,-9.975,1227000000,9.137,9.272,9.387
131.3646785,1.9148958,0.0504,0.00000000006734,-10.47,-10.27,-10.07,2382000000,9.277,9.397,9.502
131.3295703,1.9064943,0.0768,0.0000000001809,-9.825,-9.625,-9.425,1251000000,8.887,9.007,9.097
131.3635764,1.9958824,0.078,0.00000000008336,-10.37,-10.17,-9.975,2783000000,9.442,9.557,9.662
131.4492353,2.0802625,0.0764,0.00000000005834,-11.42,-10.77,-10.42,1863000000,9.422,9.542,9.642
131.6789523,2.0569816,0.0595,0.000000000121,-10.12,-9.925,-9.725,1172000000,8.922,9.022,9.117
131.688983,1.9616664,0.0516,0.00000000003028,-10.77,-10.57,-10.37,2514000000,9.212,9.352,9.452
132.27562259,2.01423939,0.0277,0.00000000008008,-10.47,-10.12,-9.875,515800000,8.617,8.757,8.867
132.530256,2.0288442,0.0358,0.0000000004538,-9.675,-9.475,-9.325,232400000,8.367,8.432,8.522
132.6937404,2.1352463,0.0756,0.0000000003194,-9.975,-9.675,-9.525,863700000,8.912,9.002,9.102
132.7421892,2.0723287,0.0691,0.0000000001864,-10.32,-9.675,-9.475,1098000000,8.882,8.987,9.137
132.8806098,2.0108654,0.0252,0.0000000006414,-9.525,-9.325,-9.075,404100000,8.552,8.707,8.852
133.0421484,1.9830341,0.0288,0.0000000003032,-10.07,-9.775,-9.525,278500000,8.442,8.572,8.642
133.2089473,2.1692832,0.1441,0.000000001151,-8.875,-8.775,-8.525,2026000000,9.227,9.302,9.427
133.2893824,2.0984239,0.0746,0.0000000005296,-9.375,-9.225,-9.025,1019000000,8.897,8.977,9.037
133.3283726,2.1057299,0.0765,0.000000000378,-9.525,-9.425,-9.325,1607000000,9.132,9.192,9.252
133.5797507,1.9931355,0.018,0.0000000002971,-9.975,-9.575,-9.375,122700000,7.917,8.002,8.112
133.746838,2.1343746,0.0201,0.0000000003952,-9.525,-9.425,-9.325,169400000,8.162,8.217,8.287
133.759271,2.0342872,0.0724,0.00000000000462,-10.12,-9.825,-9.625,2890000000,9.307,9.422,9.537
133.769939,1.9926158,0.0585,0.0000000003556,-9.575,-9.475,-9.375,1564000000,9.147,9.212,9.272
133.8580128,2.1882119,0.0763,0.0000000006179,-9.375,-9.125,-8.925,937300000,8.827,8.912,8.987
134.5471307,2.1040623,0.052,0.0000000002042,-9.875,-9.775,-9.675,2896000000,9.417,9.477,9.567
134.5695584,2.028668,0.072,0.000000001095,-9.375,-9.025,-8.775,748200000,8.812,8.887,8.997
134.67079601,2.19370629,0.0082,0.000000004177,-9.025,-8.375,-8.375,16520000,7.217,7.217,7.367
134.6806109,2.2235846,0.0081,0.00000000113,-8.975,-8.875,-8.825,5894000,6.707,6.742,6.767
134.8695211,2.0615907,0.0572,0.000000001381,-8.875,-8.875,-8.725,1542000000,9.142,9.187,9.227
134.9145998,2.0579094,0.0348,0.0000000004586,-9.625,-9.375,-9.275,135900000,8.102,8.152,8.327
134.9948335,2.052751,0.0576,0.0000000004356,-9.725,-9.425,-9.275,1587000000,9.172,9.217,9.322
134.9547891,2.1488084,0.0717,0.0000000002546,-9.925,-9.725,-9.575,976200000,9.012,9.097,9.167
135.1476694,2.115842,0.0525,0.0000000001303,-10.67,-10.17,-9.875,1216000000,9.027,9.192,9.357
135.2964601,2.0782116,0.0553,0.0000000002691,-9.725,-9.475,-9.325,2040000000,9.177,9.282,9.417
135.2384001,2.1794739,0.0583,0.0000000009334,-9.475,-9.175,-8.925,320300000,8.492,8.592,8.707
135.2742312,2.2038343,0.0588,0.0000000005625,-9.925,-9.575,-9.275,702100000,8.807,8.917,9.052
135.3729289,2.0939293,0.0568,0.000000001234,-9.075,-8.925,-8.925,940800000,8.942,8.972,9.097
135.3430678,2.1031309,0.0576,0.0000000001512,-10.22,-9.825,-9.525,394600000,8.622,8.787,8.947
135.3696957,2.0544457,0.0573,0.00000000003224,-11.07,-10.62,-10.37,1233000000,9.057,9.167,9.282
135.8484168,2.2031605,0.0706,0.0000000008939,-9.275,-9.175,-8.925,909500000,8.957,8.997,9.042
135.8880966,2.1866709,0.057,0.0000000002064,-10.77,-10.07,-9.775,591900000,8.682,8.827,9.022
136.2105247,2.0770192,0.0518,0.0000000001513,-10.12,-9.875,-9.725,960600000,8.917,9.032,9.162
136.9917605,2.2705434,0.026,0.0000000001478,-9.875,-9.775,-9.675,1895000000,9.197,9.272,9.372
137.2056592,2.2594232,0.0576,0.0000000003366,-9.625,-9.525,-9.375,1100000000,8.907,9.002,9.067
137.2436743,2.2732858,0.0581,0.0000000004725,-9.725,-9.525,-9.325,1015000000,9.002,9.062,9.157
137.44609483,2.22724412,0.1021,0.000000003698,-9.125,-8.825,-8.525,539700000,8.797,8.972,9.192
137.7378083,2.2609656,0.0546,0.00000000007326,-10.27,-10.07,-9.925,967600000,8.907,8.992,9.092
138.1529894,2.2816299,0.1433,0.000000001309,-9.025,-8.925,-8.825,1672000000,9.202,9.232,9.262
138.1597826,2.2378047,0.0556,0.0000000001923,-10.22,-9.925,-9.725,844700000,8.927,9.027,9.122
138.1866033,2.3212483,0.051,0.0000000001019,-10.87,-10.17,-9.625,2433000000,9.127,9.332,9.527
138.214916,2.3318787,0.0384,0.0000000002608,-9.725,-9.525,-9.375,239300000,8.372,8.442,8.522
138.300938,2.1989209,0.0907,0.0000000004547,-9.675,-9.525,-9.375,2996000000,9.377,9.462,9.542
138.686132,2.2968267,0.0913,0.0000000003753,-9.825,-9.525,-9.375,2055000000,9.302,9.362,9.442
138.8286132,2.2084585,0.0555,0.0000000002217,-9.825,-9.675,-9.525,2019000000,9.202,9.267,9.382
139.1411811,2.351236,0.0549,0.000000000369,-9.775,-9.375,-9.075,526100000,8.542,8.677,8.822
139.2102487,2.3724806,0.091,0.0000000003454,-9.575,-9.425,-9.325,1872000000,9.167,9.232,9.312
139.4759701,2.2432565,0.0544,0.0000000003145,-9.575,-9.375,-9.225,2194000000,8.897,8.987,9.092
139.4218924,2.1831774,0.0903,0.0000000008782,-9.425,-9.275,-9.075,1929000000,9.262,9.332,9.407
139.4720176,2.2552368,0.0545,0.0000000002248,-10.47,-9.875,-9.475,660800000,8.632,8.767,8.942
139.4060557,2.2088307,0.0506,0.0000000002731,-10.77,-9.875,-9.575,535100000,8.682,8.767,8.887
139.6268978,2.2100766,0.0875,0.0000000002662,-9.925,-9.475,-9.275,1863000000,9.192,9.252,9.332
139.8531644,2.3895239,0.088,0.0000000003287,-9.525,-9.375,-9.175,2211000000,9.242,9.337,9.402
139.9851426,2.209645,0.0854,0.0000000003199,-9.775,-9.575,-9.475,2186000000,9.337,9.382,9.522
140.5068127,2.2323635,0.0566,0.00000000006065,-10.22,-10.22,-9.975,2382000000,9.267,9.372,9.377
140.4105383,2.2901875,0.05,0.0000000004089,-9.925,-9.475,-9.025,601900000,8.387,8.657,8.927
140.5292657,2.4079671,0.0498,0.000000000167,-10.07,-9.925,-9.725,1347000000,9.042,9.152,9.267
140.5897692,2.3408348,0.0499,0.00000000001921,-11.17,-10.97,-10.82,2538000000,9.357,9.457,9.532
140.6676378,2.399556,0.0927,0.00000000215,-8.925,-8.775,-8.575,981300000,8.977,9.037,9.117
138.995971,2.6001252,0.0278,0.0000000003456,-10.27,-9.625,-9.425,166500000,8.137,8.202,8.297
139.110336,2.5862271,0.0128,0.0000000003841,-9.525,-9.425,-9.325,27800000,7.397,7.452,7.497
140.0548317,2.6121253,0.1495,0.0000000005563,-9.425,-9.225,-9.125,1853000000,9.197,9.267,9.407
140.5954119,2.6378513,0.1456,0.000000000804,-9.075,-8.975,-8.875,2335000000,9.322,9.352,9.392
139.0358204,0.8920017,0.0524,0.0000000009515,-9.125,-9.025,-8.975,307200000,8.467,8.487,8.507
139.2715437,0.8904084,0.0379,0.000000002579,-8.875,-8.575,-8.575,93970000,7.972,7.972,8.332
139.6438252,0.889515,0.087,0.0000000002415,-9.675,-9.575,-9.425,2903000000,9.387,9.442,9.552
139.934851,0.9134207,0.0172,0.0000000000002275,-12.42,-11.62,-11.17,192800000,8.372,8.577,8.737
140.1106107,0.909231,0.0855,0.000000000696,-9.475,-9.275,-9.175,1996000000,9.017,9.077,9.167
140.2569111,0.9243891,0.0166,0.0000000000455,-10.97,-10.62,-10.32,80570000,7.847,7.992,8.127
129.0884286,0.9325422,0.0739,0.00000000002379,-11.27,-10.27,-9.425,885400000,8.802,8.912,8.972
129.1985314,0.9112011,0.0851,0.00000000004885,-10.32,-10.17,-9.775,1724000000,9.207,9.232,9.407
129.3318925,0.8131014,0.0516,0.0000000002126,-9.775,-9.675,-9.575,2593000000,9.202,9.292,9.412
129.4485716,0.8430116,0.0735,0.0000000002811,-10.12,-9.925,-9.575,2107000000,9.367,9.442,9.477
129.5404037,0.8925457,0.1042,0.0000000004558,-9.575,-9.475,-9.325,2742000000,9.422,9.452,9.502
129.7007519,0.8941951,0.0504,0.0000000002403,-9.875,-9.625,-9.475,2509000000,9.202,9.302,9.432
129.7245739,0.9442479,0.0927,0.0000000005949,-9.225,-9.025,-8.875,1367000000,8.992,9.052,9.132
129.7838527,0.930189,0.0492,0.0000000004912,-9.525,-9.425,-9.325,610900000,8.742,8.792,8.847
129.862536,0.8088645,0.0063,0.00000000001273,-11.52,-11.22,-11.07,94170000,7.962,8.107,8.212
129.9305519,0.9536602,0.0292,0.0000000003592,-9.825,-9.575,-9.425,230500000,8.357,8.447,8.527
130.1212663,0.9485933,0.0596,0.00000000001618,-10.82,-10.62,-9.375,1831000000,9.132,9.192,9.262
130.1221518,0.9494898,0.0597,0.000000000145,-11.67,-10.77,-10.02,1321000000,9.012,9.232,9.402
130.1691374,0.9367558,0.0398,0.0000000002944,-9.825,-9.525,-9.425,220700000,8.332,8.372,8.512
130.3181013,0.8954516,0.1026,0.000000000457,-9.625,-9.475,-9.375,2685000000,9.402,9.462,9.537
130.3992505,0.9588193,0.0851,0.0000000001734,-10.37,-10.12,-9.975,1483000000,9.352,9.472,9.587
130.4497181,1.0125306,0.0765,0.000000001237,-8.925,-8.875,-8.675,764800000,8.852,8.882,8.952
130.4862149,0.8356846,0.0788,0.0000000003228,-9.775,-9.625,-9.575,1997000000,9.292,9.327,9.417
130.6255126,0.9384722,0.0752,0.0000000002259,-9.975,-9.775,-9.625,1863000000,9.197,9.292,9.402
130.5393297,0.8409426,0.0732,0.0000000002922,-10.47,-9.925,-9.625,996600000,8.972,9.062,9.197
130.6703842,0.9089526,0.0454,0.0000000002387,-9.775,-9.725,-9.625,423500000,8.607,8.627,8.707
130.7497272,0.8763721,0.0135,0.00000000008238,-10.17,-10.02,-9.875,107500000,7.952,8.027,8.122
130.7051221,0.8773711,0.1162,0.0000000003429,-10.22,-9.825,-9.575,2302000000,9.377,9.417,9.577
130.7423049,0.8598428,0.0731,0.0000000001606,-9.925,-9.825,-9.775,2304000000,9.297,9.387,9.477
130.8455479,0.9088133,0.0505,0.0000000005724,-9.575,-9.425,-9.275,719900000,8.812,8.897,8.967
130.8483421,0.9500691,0.0971,0.0000000001893,-10.12,-9.575,-8.875,945000000,8.197,8.777,9.202
131.4869379,0.9303855,0.0701,0.00000000004713,-11.17,-10.72,-10.52,2662000000,9.462,9.567,9.692
131.5395786,0.9219935,0.0699,0.0000000002119,-9.925,-9.725,-9.625,1686000000,9.227,9.287,9.377
131.4540343,1.0194499,0.0342,0.0000000006283,-10.22,-9.775,-9.225,148300000,8.152,8.242,8.332
131.4681043,0.8982883,0.0448,0.000000001569,-9.075,-8.925,-8.675,188100000,8.252,8.272,8.407
131.4825808,0.9058941,0.0862,0.0000000003592,-9.575,-9.425,-9.225,1189000000,9.052,9.112,9.197
131.4998446,0.9553482,0.0701,0.0000000004028,-9.525,-9.425,-9.275,832300000,8.877,8.922,8.997
131.656327,0.9114472,0.0684,0.000000001086,-9.125,-8.975,-8.825,626000000,8.767,8.797,8.887
131.7115174,0.9820199,0.0444,0.0000000002747,-9.625,-9.525,-9.425,2705000000,9.362,9.412,9.467
132.004398,0.9468015,0.1118,0.0000000007187,-9.225,-9.125,-9.075,2146000000,9.317,9.332,9.382
132.3074259,1.0785619,0.1052,0.0000000003185,-9.575,-9.425,-9.375,2270000000,9.327,9.377,9.442
132.3499536,0.8994401,0.0658,0.0000000001252,-9.675,-9.475,-9.325,2457000000,9.262,9.322,9.402
132.5846223,1.1004011,0.07,0.0000000005508,-9.375,-9.275,-9.175,870100000,8.847,8.952,9.027
132.512677,1.0309827,0.0703,0.000000000452,-9.675,-9.525,-9.425,1520000000,9.142,9.207,9.302
132.5787802,1.0875828,0.0692,0.000000001182,-8.975,-8.875,-8.625,630100000,8.742,8.802,8.852
132.4535993,0.9768968,0.0631,0.0000000003609,-9.975,-9.625,-9.375,860600000,8.852,8.952,9.087
132.6131755,1.0440944,0.0348,0.00000000008657,-10.52,-9.875,-9.775,1447000000,8.982,9.062,9.112
132.6085952,0.9639393,0.1104,0.0000000004561,-9.525,-9.425,-9.325,2157000000,9.257,9.332,9.492
132.7349078,0.9474117,0.0598,0.0000000008234,-9.575,-9.225,-8.925,441300000,8.477,8.587,8.732
133.0076419,1.0832602,0.1078,0.000000006536,-8.275,-8.175,-8.075,911000000,8.862,8.942,8.987
133.2459467,0.9601697,0.0592,0.00000000008232,-10.27,-9.975,-9.675,366000000,8.362,8.532,8.672
133.2456092,1.0269262,0.0506,0.0000000002448,-9.975,-9.825,-9.625,918600000,8.912,8.997,9.097
133.3410014,0.9745149,0.1077,0.0000000006346,-9.525,-9.375,-9.225,2252000000,9.312,9.372,9.447
133.3856267,1.0140957,0.0518,0.0000000002616,-9.925,-9.725,-9.575,1822000000,9.247,9.307,9.472
133.50345864,0.98291723,0.0518,0.0000000003678,-9.625,-9.525,-9.425,1214000000,9.082,9.092,9.167
133.5694978,0.9808674,0.0416,0.000000000003003,-10.27,-10.02,-9.825,2280000000,8.997,9.152,9.257
133.7721933,0.9490489,0.0517,0.0000000002882,-9.675,-9.475,-9.325,442900000,8.577,8.647,8.767
133.8717543,0.9975378,0.0586,0.0000000004756,-9.425,-9.375,-9.275,994200000,8.942,8.982,9.017
133.9898893,0.9787508,0.0873,0.0000000004267,-9.375,-9.375,-9.325,2917000000,9.357,9.462,9.462
134.1276816,0.9507999,0.1031,0.0000000002619,-10.57,-9.975,-9.675,2246000000,9.382,9.507,9.647
134.1277241,1.026107,0.0574,0.0000000003359,-9.675,-9.425,-9.225,1738000000,9.202,9.282,9.392
134.4044243,0.9931384,0.0376,0.0000000004123,-9.575,-9.475,-9.375,269400000,8.397,8.477,8.607
134.5172213,1.133462,0.0688,0.0000000000435,-10.67,-10.37,-10.27,2533000000,9.402,9.477,9.597
134.5620861,1.0411229,0.1196,0.000000001217,-9.025,-8.975,-8.875,2363000000,9.302,9.342,9.372
134.6016909,1.1117571,0.0736,0.0000000006567,-9.425,-9.325,-9.225,2007000000,9.297,9.352,9.377
134.7347118,1.1542956,0.0523,0.0000000002634,-9.625,-9.575,-9.475,2114000000,9.292,9.322,9.377
134.7173943,1.1417341,0.0724,0.00000000007042,-10.32,-10.12,-9.975,2575000000,9.167,9.342,9.467
134.9238252,1.0665982,0.0571,0.0000000000962,-9.325,-8.975,-8.625,414800000,8.272,8.517,8.727
135.1404641,1.1714196,0.0906,0.0000000003189,-9.575,-9.475,-9.375,1657000000,9.182,9.222,9.277
135.2126177,1.1611369,0.0194,0.0000000003258,-9.475,-9.475,-9.325,693000000,8.832,8.842,8.882
135.4280462,1.1663476,0.0714,0.0000000002032,-9.975,-9.675,-9.475,1829000000,8.952,9.072,9.222
135.4779788,1.1719471,0.0194,0.0000000001757,-9.975,-9.925,-9.775,1240000000,9.092,9.122,9.252
135.559614,1.1174346,0.0528,0.00000000001445,-11.67,-11.12,-10.67,2535000000,9.347,9.442,9.557
135.5603582,1.1162966,0.0527,0.0000000000003269,-12.52,-11.77,-11.42,1639000000,9.187,9.352,9.487
135.5712268,1.1173707,0.0534,0.0000000000926,-11.27,-10.47,-10.12,697200000,8.757,8.877,9.047
136.186465,1.0778711,0.0525,0.00000000001945,-10.72,-10.62,-10.47,907600000,8.967,9.067,9.162
136.2974902,1.0241072,0.0518,0.0000000003808,-10.07,-9.675,-9.375,263100000,8.242,8.397,8.567
136.2351044,1.1630568,0.0271,0.0000000003132,-11.52,-10.07,-9.525,386900000,8.587,8.682,8.787
136.4780667,1.1253691,0.0663,0.00000000007297,-10.12,-9.975,-9.775,2034000000,9.132,9.257,9.317
136.4637066,1.1335071,0.0544,0.0000000003243,-9.725,-9.325,-8.925,2440000000,8.932,9.297,9.647
136.5866603,1.1905058,0.0515,0.000000000004092,-11.97,-11.37,-11.02,1335000000,9.087,9.182,9.302
136.8544901,1.2001673,0.0359,0.0000000003286,-9.725,-9.425,-9.225,465900000,8.537,8.657,8.777
137.7585369,1.2472657,0.095,0.0000000003197,-9.725,-9.575,-9.475,2599000000,9.337,9.402,9.502
138.3732502,1.2852994,0.0591,0.0000000003032,-10.32,-9.875,-9.525,624700000,8.767,8.882,9.032
138.974354,1.2404351,0.0758,0.0000000003046,-9.725,-9.525,-9.325,1572000000,9.087,9.192,9.322
139.06897048,1.19233701,0.0553,0.00000000009157,-10.17,-10.07,-9.875,1287000000,8.802,8.937,9.107
139.0620466,1.2933115,0.1156,0.0000000007777,-9.475,-9.275,-9.175,2309000000,9.397,9.442,9.492
139.5948922,1.2479535,0.0802,0.00000000004885,-10.32,-10.12,-9.825,2712000000,9.432,9.477,9.597
139.6309756,1.3343965,0.0172,0.00000000005474,-10.62,-10.32,-10.17,122900000,7.887,7.992,8.122
139.6930135,1.1443378,0.0806,0.00000000006056,-9.925,-9.575,-9.325,1962000000,9.022,9.157,9.307
139.7121669,1.1428931,0.0862,0.0000000008939,-9.075,-9.025,-8.775,2093000000,9.267,9.322,9.372
139.92558,1.325844,0.0165,0.000000000004693,-11.32,-11.32,-11.07,2024000000,9.107,9.202,9.302
140.052372,1.1522855,0.0166,0.0000000000004377,-12.67,-11.97,-11.52,341600000,8.372,8.467,8.552
140.0788036,1.1540409,0.0172,0.000000000001319,-12.22,-11.27,-10.87,288700000,8.337,8.517,8.637
140.4381129,1.2411982,0.0166,0.0000000003634,-9.425,-9.375,-9.275,70870000,7.782,7.837,7.862
129.0266283,1.3064029,0.0132,0.0000000001864,-10.42,-9.775,-9.725,257300000,8.407,8.457,8.662
129.2473475,1.3745088,0.0836,0.00000000009469,-10.22,-9.975,-9.775,2841000000,9.327,9.452,9.572
129.710704,1.4049499,0.0291,0.0000000009582,-9.025,-8.975,-8.625,1526000000,9.182,9.182,9.282
129.7309349,1.4125509,0.0134,0.0000000002956,-10.22,-10.22,-9.725,62810000,7.772,7.772,7.857
129.8796882,1.2317765,0.0506,0.00000000000008851,-11.12,-10.12,-9.175,83730000,5.812,6.877,7.642
129.9063684,1.2430231,0.0485,0.000000000000753,-11.97,-11.17,-10.87,2576000000,9.387,9.472,9.557
130.0540786,1.3574229,0.0502,0.00000000006262,-10.62,-10.42,-10.22,941000000,8.972,9.067,9.177
130.330786,1.351736,0.0457,0.000000000382,-9.625,-9.475,-9.425,733000000,8.837,8.867,8.957
130.2422381,1.3208636,0.144,0.0000000007578,-9.475,-9.275,-9.125,2856000000,9.422,9.487,9.597
130.8437236,1.3201788,0.0447,0.0000000001314,-10.02,-9.875,-9.775,2032000000,9.212,9.302,9.387
130.870106,1.2791566,0.077,0.0000000002094,-9.825,-9.675,-9.625,2545000000,9.372,9.427,9.502
130.8738911,1.4169716,0.13,0.0000000006553,-9.225,-9.175,-9.125,2535000000,9.402,9.427,9.532
130.8958282,1.4525093,0.0504,0.0000000004123,-9.475,-9.375,-9.275,557400000,8.697,8.742,8.827
130.9030787,1.3538693,0.0503,0.00000000001486,-10.67,-10.52,-10.27,1192000000,8.897,9.012,9.072
131.270248,1.4013465,0.0137,0.000000000323,-10.07,-9.925,-9.425,92820000,7.837,7.967,7.977
131.38643353,1.30219017,0.0703,0.000000002462,-9.425,-8.825,-8.325,289100000,8.237,8.512,8.792
131.3633028,1.465105,0.0419,0.000000001546,-9.925,-9.325,-9.175,218300000,8.247,8.312,8.442
131.6606102,1.4042761,0.0362,0.0000000003592,-10.27,-9.775,-9.425,538000000,8.462,8.462,8.727
131.5834888,1.4283619,0.0976,0.0000000003639,-9.525,-9.425,-9.325,1746000000,9.207,9.242,9.327
131.6130213,1.3985204,0.0396,0.0000000001104,-10.22,-10.02,-9.825,350900000,8.507,8.632,8.757
131.8139019,1.483335,0.1273,0.0000000004725,-9.725,-9.525,-9.375,2854000000,9.427,9.522,9.602
131.6925199,1.4062864,0.0614,0.0000000003956,-9.775,-9.575,-9.425,585300000,8.672,8.762,8.827
131.9703296,1.436093,0.0643,0.0000000001864,-10.57,-9.875,-9.525,2387000000,9.252,9.337,9.557
132.0443092,1.4577487,0.1289,0.000000002253,-8.775,-8.625,-8.375,1471000000,9.072,9.162,9.212
132.1239769,1.4508137,0.0676,0.00000000003458,-10.77,-10.52,-10.27,1687000000,9.162,9.302,9.437
132.018346,1.3556423,0.0676,0.0000000001739,-10.17,-9.775,-9.675,2380000000,9.317,9.417,9.592
132.0947288,1.3109804,0.0641,0.0000000001908,-9.775,-9.675,-9.575,2071000000,9.272,9.327,9.387
132.0434128,1.4470367,0.129,0.0000000003287,-9.425,-9.275,-9.175,2726000000,9.332,9.382,9.452
132.0946025,1.4269052,0.0503,0.0000000003475,-9.725,-9.575,-9.475,911300000,8.977,9.067,9.162
132.1578452,1.3904603,0.0676,0.0000000001641,-9.775,-9.625,-9.475,2697000000,9.167,9.302,9.427
132.2747897,1.4575709,0.0344,0.0000000003591,-9.825,-9.475,-9.375,310600000,8.462,8.512,8.587
132.2735589,1.5035959,0.0423,0.00000000007882,-10.22,-10.12,-10.02,935000000,8.847,8.967,9.037
132.1702334,1.4995588,0.0289,0.00000000006772,-10.42,-10.12,-9.825,636800000,8.592,8.737,8.882
132.3421989,1.4225105,0.0342,0.0000000000694,-10.52,-10.27,-10.12,1486000000,9.187,9.332,9.502
132.342429,1.4012745,0.0344,0.0000000001474,-10.02,-9.875,-9.725,859900000,8.877,8.942,9.047
132.3519602,1.3850726,0.034,0.0000000002608,-9.825,-9.575,-9.425,680100000,8.832,8.857,8.922
132.76406242,1.36689991,0.0387,0.0000000003243,-9.825,-9.475,-8.975,1882000000,9.032,9.197,9.317
132.8256863,1.4571691,0.0386,0.0000000001195,-9.775,-9.675,-9.525,968500000,8.757,8.842,8.957
132.8619092,1.4153246,0.0938,0.0000000007867,-9.275,-9.175,-9.075,2400000000,9.357,9.397,9.452
133.0097159,1.409217,0.074,0.0000000002921,-9.825,-9.675,-9.525,1986000000,9.187,9.272,9.377
133.0097333,1.496778,0.0935,0.0000000002142,-9.875,-9.725,-9.625,2391000000,9.397,9.467,9.572
133.055333,1.4995183,0.0357,0.00000000004885,-11.02,-10.07,-9.675,1080000000,8.937,9.012,9.132
133.223702,1.4245176,0.0508,0.00000000004737,-10.67,-10.32,-10.22,1763000000,9.242,9.312,9.462
133.53308163,1.43124875,0.1074,0.0000000002029,-10.82,-9.975,-9.325,1631000000,9.032,9.337,9.612
133.6997377,1.3931316,0.0714,0.0000000004725,-10.07,-9.725,-9.525,785600000,8.837,8.972,9.037
133.984037,1.5210245,0.0352,0.000000000798,-9.175,-9.075,-8.875,304800000,8.132,8.197,8.287
133.9842294,1.5113217,0.0717,0.0000000002461,-9.825,-9.625,-9.425,1704000000,9.137,9.232,9.377
134.2899679,1.4259788,0.0704,0.00000000001598,-10.87,-10.57,-10.32,2653000000,9.207,9.302,9.422
134.4839066,1.5168104,0.0704,0.0000000001904,-9.925,-9.775,-9.725,2290000000,9.357,9.437,9.557
134.41719,1.5337939,0.0705,0.0000000003371,-9.775,-9.625,-9.525,2604000000,9.427,9.477,9.552
134.7235645,1.5378116,0.1062,0.0000000008408,-9.575,-9.075,-8.975,1099000000,9.037,9.067,9.132
134.7399882,1.4247357,0.0538,0.0000000002335,-9.925,-9.725,-9.625,2983000000,9.447,9.472,9.562
134.7628637,1.4625191,0.0753,0.0000000000006801,-9.925,-9.525,-9.325,881300000,8.822,8.972,9.122
134.9358268,1.6044161,0.1215,0.0000000004028,-9.475,-9.425,-9.325,2498000000,9.317,9.362,9.427
