RA,DEC,Z,logmstar,dellogmstar
133.746838,2.1343746,0.02006,8.35858,0.124589
133.759271,2.0342872,0.07238,9.44499,0.137715
133.769939,1.9926158,0.05847,9.31388,0.133177
133.9083915,2.0963718,0.0001,1.85081,0.111514
133.8466211,2.1912885,0.05126,9.88639,0.12599
133.8580128,2.1882119,0.07626,9.08229,0.164645
134.0226304,2.1839895,0.11154,9.92128,0.120748
134.0310288,2.1962417,0.11126,10.2233,0.106275
134.035584,2.1987372,0.0002,4.13754,0.0697618
134.0603127,2.1304038,0.11685,10.4566,0.127484
134.0685722,2.1446964,0.05774,10.0408,0.12371
134.109691,2.1712438,0.12465,10.5607,0.103862
133.9937869,2.1285696,0.12169,10.149,0.112125
134.088168,2.0071319,0.12393,10.0767,0.108723
134.107801,2.1934376,0.12646,9.8291,0.180771
133.9978242,2.1879008,0.12549,10.0559,0.121962
134.128972,2.1852045,0.12671,10.5184,0.120177
134.29313661,2.10966474,0.00002,0.82784,0.254536
134.316865,2.194453,0.10082,9.99233,0.11936
134.3516425,2.2118636,0.10989,10.1801,0.111127
134.3543629,2.0980999,0.11054,10.319,0.115267
134.5471307,2.1040623,0.05196,9.49601,0.127153
134.5574149,2.1660198,0.1138,9.85007,0.124123
134.5689227,2.021898,0.07098,10.6102,0.115083
134.5695584,2.028668,0.07204,8.96658,0.114128
134.6706824,2.0782562,0.12498,10.9099,0.104178
134.67079601,2.19370629,0.0082,7.43222,0.121409
134.6806109,2.2235846,0.00806,6.82713,0.0830119
134.837883,2.1366585,0.12603,10.1325,0.12192
134.8695211,2.0615907,0.05715,9.25672,0.103424
134.8884565,2.053269,0.10363,10.4946,0.105207
134.9145998,2.0579094,0.03481,8.24369,0.118033
134.9688898,2.1393859,0.10355,10.4239,0.141248
134.9948335,2.052751,0.05758,9.25682,0.114393
135.0102701,2.0458404,0.05645,10.1514,0.135872
134.8731243,2.0242029,0.10386,9.96123,0.124867
134.9218819,2.1861851,0.12595,9.83689,0.11231
134.9547891,2.1488084,0.07169,9.19049,0.121308
135.047775,2.077859,0.05619,10.2989,0.127958
135.1476694,2.115842,0.05251,9.32933,0.123882
135.1058201,2.2230526,0.10286,9.62113,0.11946
135.1853432,2.0446748,0.12868,10.5339,0.144999
135.2198481,2.2144004,0.05791,10.1502,0.111299
135.230694,2.2281982,0.05855,10.4126,0.1187
135.2433541,2.1942869,0.05773,10.1062,0.137487
135.2964601,2.0782116,0.05532,9.54177,0.153344
135.2384001,2.1794739,0.05828,8.78621,0.241177
135.2742312,2.2038343,0.05882,9.00899,0.168028
135.3223408,2.2192063,0.12966,10.9474,0.12093
135.3729289,2.0939293,0.05685,8.99329,0.114524
135.3835025,2.0621154,0.05696,10.5755,0.120846
135.3791895,2.0705049,0.05679,10.5339,0.112924
135.3833835,2.0546173,0.10568,10.5079,0.135177
135.3913571,2.0876376,0.05826,10.4444,0.119766
135.3983141,2.1682455,0.05847,10.2809,0.125787
135.4065415,2.1094086,0.10569,10.7189,0.120131
135.4472457,2.042302,0.05726,10.4983,0.107776
135.4516193,2.2348337,0.12458,10.4025,0.114789
135.3687325,2.0777757,0.05745,9.60542,0.115546
135.4353856,2.1553878,0.13047,10.2455,0.115842
135.3430678,2.1031309,0.05765,8.86407,0.206647
135.3696957,2.0544457,0.05733,9.24897,0.117639
135.4650408,2.2393378,0.124,11.0721,0.09069
135.605093,2.2206977,0.10581,10.5527,0.14811
135.4814751,2.1045678,0.10559,10.0174,0.327061
135.4801668,2.1729558,0.10567,9.65404,0.114609
135.7379746,2.1886892,0.1016,10.4249,0.121397
135.8484168,2.2031605,0.07064,9.07666,0.102187
135.8573364,2.1188749,0.1186,10.5161,0.122104
135.8581287,2.2054485,0.1238,10.104,0.108185
135.8880966,2.1866709,0.05696,9.36478,0.371266
135.9418079,2.0990574,0.00022,2.88803,0.110913
136.05350296,2.13422494,0.00014,3.14933,0.108755
136.2105247,2.0770192,0.05181,9.10981,0.141186
136.2305432,2.2722429,0.05751,10.1125,0.123877
136.4390559,2.0836665,0.09305,10.309,0.143596
136.4154368,2.1439896,0.09347,9.76178,0.1159
136.6411104,2.1870259,0.00046,4.82483,0.0763009
136.7827622,2.2926573,0.13598,10.5943,0.124878
136.7883925,2.2689179,0.13625,10.6169,0.127671
137.0271342,2.2493139,0.09989,10.6477,0.106483
136.9674015,2.1905475,0.09904,10.7599,0.116346
136.9917605,2.2705434,0.02597,9.38452,0.130707
137.0357037,2.210851,0.10024,10.3344,0.114273
137.0729949,2.1634617,0.09917,10.1073,0.154732
136.9994165,2.1490016,0.14704,10.4607,0.127823
137.0624374,2.2689168,0.14842,9.97305,0.106654
137.1226235,2.1117792,0.00013,1.58469,0.207604
137.2303951,2.2553123,0.10521,10.0449,0.133948
137.15223558,2.10371715,0.00014,2.30537,0.25282
137.1763965,2.1828213,0.12262,10.3593,0.104664
137.2056592,2.2594232,0.05763,9.11912,0.136855
137.2436743,2.2732858,0.05809,9.22017,0.1297
137.3703017,2.1238646,0.10117,10.437,0.108682
137.3385583,2.1694708,0.10091,10.0275,0.129007
137.4360504,2.1169153,0.09656,9.94737,0.117751
137.44609483,2.22724412,0.10208,8.88645,0.128503
137.4356972,2.2867082,0.13984,11.0564,0.0943713
137.4548406,2.2669066,0.10115,10.9245,0.109062
137.5261565,2.1608802,0.10259,10.1512,0.111365
137.5420142,2.168211,0.09583,10.1097,0.114664
137.5547472,2.1761015,0.10171,9.55228,0.107825
137.5595888,2.222665,0.09721,9.69834,0.126289
137.435323,2.196644,0.10137,10.1569,0.129023
137.4866122,2.1151719,0.13738,10.3889,0.13497
137.4985399,2.1855474,0.09695,10.1615,0.108237
137.7044484,2.1728347,0.10178,10.3655,0.120331
137.5684352,2.1823084,0.09748,10.7839,0.0972784
137.5790127,2.1895839,0.0966,11.1505,0.113715
137.5785799,2.188606,0.09994,10.5776,0.370664
137.5811087,2.1876033,0.09659,11.0057,0.146046
137.6317345,2.1990723,0.12252,10.259,0.112023
137.6649123,2.2687363,0.14539,9.95426,0.122773
137.6855361,2.3162232,0.0559,9.9613,0.129442
137.7108798,2.3124948,0.14616,10.7827,0.127295
137.5963465,2.2097431,0.09625,10.1562,0.114051
137.6576839,2.1915667,0.09593,10.198,0.0972255
137.6794913,2.2939551,0.14529,9.75315,0.118495
137.71409903,2.26097206,0.00003,1.7131,0.206573
137.7116136,2.3014634,0.05478,11.1058,0.111906
137.8322664,2.146751,0.14674,11.107,0.103287
137.7330569,2.1768843,0.1013,9.75925,0.123834
137.7378083,2.2609656,0.05457,9.05498,0.116933
137.8970542,2.2282664,0.00003,1.13109,0.0334623
137.971408,2.2306098,0.00012,2.02732,0.0450485
137.8647361,2.2372003,0.05554,10.392,0.130738
137.8832886,2.2398191,0.055,10.8839,0.11143
137.9185211,2.2195196,0.05467,9.52114,0.122301
138.1639866,2.2172065,0.05594,10.3196,0.136928
138.1529894,2.2816299,0.14334,9.28753,0.0915377
138.1597826,2.2378047,0.05558,9.1339,0.132728
138.1866033,2.3212483,0.05096,9.4953,0.246645
138.2036361,2.2079091,0.05656,10.0353,0.123704
138.214916,2.3318787,0.03842,8.59031,0.126778
138.1850567,2.2983694,0.14669,10.2118,0.107939
138.300938,2.1989209,0.09071,9.52895,0.123574
138.3384013,2.180389,0.14386,10.4195,0.136018
138.686132,2.2968267,0.09127,9.4756,0.137967
138.7066847,2.1507716,0.10172,10.1168,0.13147
138.7632172,2.1890857,0.14188,10.4608,0.0848146
138.7329092,2.1922683,0.10169,9.85115,0.135616
138.8286132,2.2084585,0.05547,9.37392,0.124366
138.8783832,2.3504197,0.12224,10.1597,0.109958
138.9499075,2.2557719,0.00013,3.24863,0.0710917
139.0642502,2.1803969,0.14092,9.83704,0.164401
139.1983148,2.2474625,0.09059,10.0658,0.132044
139.2000489,2.359536,0.13913,11.0702,0.109365
139.1411811,2.351236,0.0549,8.82489,0.21309
139.215087,2.2534804,0.09104,10.4006,0.10624
139.291382,2.2722858,0.00029,3.70442,0.0696793
139.2102487,2.3724806,0.09098,9.35252,0.133847
139.2740016,2.3609421,0.11424,9.73275,0.109829
139.3972382,2.3717625,0.10651,10.3036,0.108462
139.4148248,2.235649,0.07152,9.85526,0.103868
139.4592621,2.2849004,0.11089,9.90372,0.123407
139.4759701,2.2432565,0.05445,8.98364,0.163622
139.4794147,2.2596368,0.13925,10.3321,0.125865
139.4218924,2.1831774,0.09032,9.44347,0.129121
139.4720176,2.2552368,0.05451,8.9474,0.168341
139.4060557,2.2088307,0.05061,8.86415,0.13598
139.513336,2.3417667,0.08752,9.37574,0.13947
139.5452013,2.1994875,0.0868,9.89356,0.119594
139.5580766,2.1996478,0.08993,10.2671,0.119135
139.5666271,2.2456706,0.08705,10.5486,0.119234
139.5875518,2.2068394,0.08677,9.89889,0.13156
139.6177321,2.2820921,0.00011,2.99643,0.10201
139.6268978,2.2100766,0.08747,9.40192,0.125411
139.7897786,2.3800523,0.05661,9.84513,0.115263
139.6984024,2.2436717,0.1229,9.98318,0.110703
139.8936355,2.2437525,0.05658,10.1359,0.138318
139.9142261,2.2361761,0.09181,10.2547,0.0971821
139.9428344,2.2306612,0.14256,11.0812,0.0830442
139.9499358,2.2441872,0.14256,10.8944,0.0927453
139.9540343,2.2177814,0.14269,10.8994,0.114259
139.8531644,2.3895239,0.08805,9.5011,0.138263
139.9957964,2.2449102,0.08592,10.1313,0.127723
140.0905243,2.3074353,0.08592,10.4572,0.118273
139.9851426,2.209645,0.08536,9.57374,0.132586
140.1615779,2.299086,0.00003,1.20757,0.254368
140.1230232,2.2628569,0.12308,10.7751,0.0926841
140.2091945,2.3915945,0.08819,9.9991,0.125759
140.2860293,2.333934,0.08901,11.1495,0.111304
140.2933837,2.2012881,0.05041,10.6219,0.124185
140.3006608,2.3359342,0.13953,9.72698,0.160696
140.3378067,2.2264623,0.08873,11.146,0.130031
140.3842913,2.379192,0.12376,10.0738,0.147021
140.3206778,2.3584158,0.14436,9.77155,0.0971007
140.3754815,2.3010268,0.14779,10.1803,0.116247
140.4253024,2.2395355,0.06014,9.7028,0.12294
140.4728568,2.3234197,0.14449,10.9627,0.115224
140.5068127,2.2323635,0.05657,9.35506,0.103779
140.5320578,2.2096891,0.09291,10.0776,0.0947531
140.4105383,2.2901875,0.04995,9.77977,0.452499
140.5292657,2.4079671,0.04976,9.22907,0.13437
140.5710586,2.2177482,0.13287,10.6399,0.163787
140.5839997,2.4054927,0.14534,10.4685,0.123936
140.5897692,2.3408348,0.04989,9.64361,0.107716
140.6676378,2.399556,0.09266,9.1396,0.0906672
140.722476,2.3311906,0.0853,10.6972,0.112395
140.7878009,2.2627683,0.08549,10.4491,0.107571
140.8066228,2.2292333,0.12601,9.64041,0.109895
140.9511914,2.3767237,0.08884,11.2435,0.112177
140.9356278,2.3688437,0.09124,9.9652,0.10423
140.9971873,2.3965618,0.08854,9.91115,0.102122
129.022139,1.8940818,0.01365,10.1024,0.116763
129.0074412,1.8454833,0.07328,9.94739,0.362791
138.995971,2.6001252,0.02779,8.31545,0.139662
139.110336,2.5862271,0.01281,7.49983,0.10317
139.2695947,2.6098982,0.09098,10.3591,0.147552
139.7091702,2.6376433,0.05664,10.4355,0.10677
139.7762683,2.6373659,0.05446,9.64573,0.117272
139.8435111,2.6274057,0.08602,10.2772,0.11653
140.0400738,2.6500968,0.13745,10.2651,0.119352
140.0573161,2.6521574,0.1377,10.2322,0.11814
140.0548317,2.6121253,0.14947,9.49265,0.132401
140.2509379,2.632136,0.14537,10.6096,0.100846
140.2721151,2.6512431,0.12494,10.4214,0.115328
140.3801868,2.6481288,0.09382,10.4233,0.117279
140.3948212,2.670575,0.14416,10.469,0.140281
140.2659076,2.6392079,0.14345,10.3889,0.115265
140.4884049,2.6713245,0.14485,10.4017,0.0978551
140.4048702,2.6261576,0.08417,9.77855,0.103554
140.4333753,2.6583103,0.08431,9.75792,0.210049
140.5663186,2.6682652,0.08894,10.7768,0.10421
140.5954119,2.6378513,0.14558,9.56117,0.123007
140.6031977,2.6721613,0.14634,10.6302,0.0984623
140.5610775,2.6618564,0.08821,10.5066,0.115947
140.5844687,2.6690621,0.09015,10.0411,0.114096
140.7116534,2.6337289,0.14649,10.8498,0.116927
140.7969547,2.666621,0.08862,9.48338,0.117612
137.521879,0.8502562,0.07038,9.67012,0.129202
138.5630757,0.8790723,0.05526,9.6179,0.116769
138.8696227,0.8913804,0.09612,9.91867,0.124705
139.0358204,0.8920017,0.0524,8.49415,0.0950022
139.1071337,0.8719641,0.05545,10.0225,0.123401
139.2715437,0.8904084,0.03789,8.20691,0.0960337
139.6438252,0.889515,0.08704,9.55405,0.122534
139.934851,0.9134207,0.01724,8.65976,0.227973
140.1106107,0.909231,0.08549,9.25307,0.123803
140.2569111,0.9243891,0.01662,8.16546,0.144099
140.5862537,0.915575,0.13946,10.7156,0.124233
140.8191823,0.9293397,0.1436,10.7025,0.113874
129.0418649,0.9335678,0.08471,10.8558,0.12141
129.0075455,0.9737462,0.10666,9.70062,0.122011
129.0884286,0.9325422,0.07386,9.18275,0.213417
129.1865154,0.8972049,0.08901,10.3845,0.106556
129.2905799,0.8960771,0.08459,9.73714,0.118641
129.1985314,0.9112011,0.08508,9.41486,0.112248
129.3159284,0.9527089,0.08919,10.0816,0.126817
129.3318925,0.8131014,0.05157,9.28885,0.132205
129.3405089,0.8266518,0.0951,9.55762,0.131861
129.3625214,0.9683238,0.13957,10.5795,0.108652
129.4485716,0.8430116,0.07353,9.52452,0.126519
129.3592319,0.9506637,0.13957,9.93492,0.101983
129.466154,0.9159559,0.08428,10.3151,0.122688
129.4687571,0.8890792,0.08522,9.99153,0.108186
129.4970657,0.9906055,0.13913,10.176,0.16965
129.5081829,0.906695,0.07111,9.71711,0.119513
129.5404037,0.8925457,0.1042,9.56687,0.116322
129.5730026,0.9807055,0.13917,11.0308,0.108973
129.7007519,0.8941951,0.05038,9.4345,0.223549
129.7015999,0.9425627,0.08565,9.86827,0.117318
129.6537528,0.818837,0.07326,9.83547,0.131279
129.6680729,0.822537,0.05,9.77458,0.122786
129.6778718,0.9808245,0.13866,10.5716,0.124392
129.7182883,0.9295813,0.0819,10.133,0.112407
129.720179,0.9136843,0.1402,10.5717,0.106
129.7405687,0.9597196,0.08518,10.8872,0.114768
129.7245739,0.9442479,0.09269,9.15756,0.122909
129.7657497,0.9354249,0.13809,10.3296,0.118833
129.7838527,0.930189,0.04918,8.89582,0.115393
129.7985695,0.9357588,0.14541,10.1413,0.104959
129.805963,0.89524,0.14067,10.3987,0.0849375
129.8328213,0.9110255,0.14544,10.9457,0.106298
129.862536,0.8088645,0.00633,8.16121,0.128536
129.7650697,0.9024608,0.14004,10.3288,0.131186
129.9787256,1.0006226,0.08072,10.5714,0.0929736
129.9305519,0.9536602,0.0292,8.56653,0.135256
129.9355816,0.9840168,0.13744,9.69628,0.176494
129.9597245,0.9783086,0.13748,10.0872,0.108042
130.0009996,1.0003114,0.08541,9.77196,0.116791
130.0121757,0.9849234,0.13745,10.3365,0.104653
130.1212663,0.9485933,0.05956,9.33812,0.119612
130.1221518,0.9494898,0.05974,9.34958,0.337809
130.1951055,0.8220946,0.07734,9.9774,0.128678
130.0564357,0.9560552,0.05074,9.90594,0.130301
130.1272996,0.9671498,0.07769,10.2185,0.109752
130.1691374,0.9367558,0.0398,8.46779,0.117963
130.2413832,0.9825353,0.10281,10.1035,0.107855
130.2837329,0.8197198,0.07798,9.57853,0.10881
130.2814831,0.9955492,0.08512,10.5045,0.114526
130.2946174,0.9892318,0.09687,10.7551,0.111585
130.2316302,0.9700332,0.07803,9.7153,0.130175
130.3181013,0.8954516,0.10261,9.58608,0.123618
130.3734547,0.9809327,0.1346,10.263,0.173788
130.3992505,0.9588193,0.08509,9.5055,0.12875
130.4378214,0.8327867,0.07527,9.75286,0.129678
130.4986261,0.9277973,0.03977,10.744,0.149667
130.490941,0.9298898,0.03986,10.1766,0.138388
130.4963106,1.0172771,0.07716,11.1426,0.105208
130.3685044,1.0222735,0.11082,10.2719,0.109498
130.3753255,0.8664367,0.10304,10.019,0.121107
130.3790814,0.8622098,0.07826,9.94947,0.107354
130.4031267,0.8253052,0.10303,10.1728,0.130548
130.4135496,0.974086,0.05969,10.0177,0.123815
130.4406394,0.8245073,0.07791,9.63745,0.130274
130.4498929,0.8986529,0.09669,10.1893,0.120274
130.4497181,1.0125306,0.07646,8.99333,0.112356
130.4862149,0.8356846,0.07884,9.43927,0.129062
130.4935243,0.9761704,0.09725,9.99774,0.101176
130.4436007,0.8955371,0.09716,9.85778,0.113322
130.4036353,0.867607,0.07919,9.64049,0.127965
130.5032078,1.0183572,0.07624,10.2391,0.111366
130.5092487,1.0207035,0.07672,9.71255,0.150903
130.5234917,0.9376956,0.0771,9.95729,0.111469
130.5776246,0.9415873,0.07658,10.2633,0.100583
130.5118391,0.8560739,0.07771,10.6078,0.110057
130.509482,0.9641345,0.0964,10.4533,0.108387
130.5109892,0.9322337,0.09737,10.6517,0.106161
130.5359311,0.9229832,0.09624,11.1321,0.112185
130.5754686,0.8939718,0.096,10.2287,0.105398
130.5802344,0.8542935,0.09577,10.1145,0.113325
130.5885794,0.851838,0.09583,10.4365,0.103714
130.6255126,0.9384722,0.07525,9.38529,0.131866
130.5089153,0.9487182,0.09613,9.93339,0.137599
130.5393297,0.8409426,0.07325,9.18865,0.122217
130.6687014,0.8966141,0.09711,10.5629,0.119523
130.6664664,0.9747443,0.07083,10.2193,0.117255
130.6703842,0.9089526,0.04538,8.88485,0.123943
130.6861939,1.0084712,0.08541,10.4221,0.101736
130.7036719,0.8882604,0.07786,10.4103,0.116624
130.7497272,0.8763721,0.01349,8.15136,0.128559
130.763593,0.9817984,0.07071,10.5832,0.112693
130.7788957,0.9627588,0.07699,10.6859,0.122954
130.8041776,0.9788673,0.0856,10.2612,0.117513
130.7051221,0.8773711,0.11617,9.59133,0.128228
130.739947,0.8735418,0.09696,9.79548,0.128949
130.7423049,0.8598428,0.07308,9.44458,0.139315
130.7339686,0.9996255,0.11676,9.69026,0.104977
130.8862354,0.8605695,0.09687,9.97911,0.145173
130.8318632,0.9191646,0.09687,9.84634,0.102792
130.841711,0.9990035,0.11038,10.635,0.109224
130.8455479,0.9088133,0.05053,9.00819,0.141693
130.8521957,0.9515454,0.09633,11.297,0.108448
130.8483421,0.9500691,0.09709,9.46485,0.326715
130.961811,0.9263341,0.07301,10.645,0.116947
131.0346923,1.0028126,0.08551,9.92639,0.125443
131.1903603,0.8942593,0.00015,1.83617,0.271055
131.1945614,1.0269802,0.00086,5.36133,0.117438
131.195151,0.9997277,0.14759,10.2834,0.164839
131.1984124,1.0498305,0.11734,9.72085,0.131917
131.1066601,1.0026755,0.10792,9.57152,0.130849
131.3329234,0.857533,0.07326,9.71297,0.138225
131.3953864,1.0435465,0.11719,10.1781,0.159115
131.5139951,1.042705,0.09932,10.2607,0.115393
131.4869379,0.9303855,0.07009,9.66423,0.122226
131.4974539,1.009384,0.11774,10.0917,0.130961
131.5395786,0.9219935,0.06994,9.39693,0.118414
131.4384539,0.859933,0.13404,10.3085,0.106326
131.4248008,0.9265024,0.0988,9.71617,0.121736
131.4540343,1.0194499,0.03418,8.38126,0.128027
131.4681043,0.8982883,0.04481,8.34276,0.0917434
131.4825808,0.9058941,0.08619,9.30463,0.128691
131.4998446,0.9553482,0.07009,9.02324,0.12717
131.6416866,0.9565133,0.11791,10.9953,0.109207
131.572007,1.025506,0.13284,10.8529,0.109046
131.5835925,1.0391083,0.13696,9.97996,0.126313
131.6037743,0.8709678,0.13314,11.3223,0.0983694
131.6103217,0.8733257,0.1321,10.3728,0.102613
131.615505,0.9993773,0.13682,10.3395,0.115946
131.6325675,0.8725189,0.0769,9.74257,0.133149
131.656327,0.9114472,0.06843,8.91095,0.109395
131.7115174,0.9820199,0.04445,9.49285,0.118439
131.7396812,1.0735897,0.06976,10.7785,0.120428
131.91727081,1.05763966,0.00012,2.52543,0.169466
131.97234347,0.99811063,0.12816,9.98546,0.148185
132.0012578,0.9422251,0.11076,10.2567,0.104054
131.8681055,0.9769558,0.13542,10.2334,0.108645
131.8898042,0.9754567,0.13646,10.3771,0.117387
132.1106296,1.06622,0.02834,10.0643,0.132183
132.0172881,1.0323441,0.06073,9.75491,0.122066
132.1479777,0.9546697,0.14597,10.5466,0.11175
132.004398,0.9468015,0.11183,9.38411,0.0975035
132.16755964,1.03878473,0.02876,10.8774,0.127993
132.2472732,0.9421282,0.1049,9.98393,0.1435
132.3088086,0.985349,0.07033,10.1618,0.120761
132.356922,0.9133093,0.06538,10.0989,0.156203
132.440983,1.01053396,0.02891,10.1631,0.13953
132.3242202,0.9167476,0.06716,10.5636,0.117192
132.3854643,1.0320385,0.10432,9.61155,0.219601
132.4316218,1.011376,0.07023,10.4603,0.115404
132.3639872,1.0604689,0.10532,9.96089,0.129671
132.4085425,0.9827516,0.14557,10.5152,0.118831
132.3074259,1.0785619,0.10515,9.4742,0.120599
132.3499536,0.8994401,0.06579,9.45449,0.135713
132.5846223,1.1004011,0.07001,8.99099,0.12859
132.4730532,0.9194399,0.05821,10.6773,0.123461
132.512677,1.0309827,0.07028,9.36738,0.135016
132.5787802,1.0875828,0.06917,8.86742,0.0854885
132.5904194,1.0841036,0.06993,10.0115,0.130739
132.4535993,0.9768968,0.06312,9.18208,0.200147
132.6050823,1.0039234,0.10608,11.0696,0.113658
132.6122361,0.9201359,0.10593,9.64923,0.12042
132.6131755,1.0440944,0.0348,9.185,0.122111
132.629529,1.0941129,0.12914,9.97055,0.119918
132.6085952,0.9639393,0.11045,9.46719,0.129792
132.7349078,0.9474117,0.05985,8.90058,0.199028
132.7540986,1.0566278,0.07081,10.6821,0.109987
132.8036066,1.0618004,0.02664,9.94278,0.112496
132.8333729,1.0051335,0.10931,10.1926,0.134214
133.0076419,1.0832602,0.1078,9.01114,0.0920772
133.0473613,1.0969266,0.14656,11.0975,0.101642
133.0831912,1.1203993,0.10877,9.98301,0.111108
133.2459467,0.9601697,0.05925,8.70711,0.163935
133.297063,1.0048762,0.10951,10.4761,0.138453
133.3013799,1.010843,0.10819,10.4251,0.0993069
133.2215783,1.0329976,0.05148,10.2319,0.117772
133.2456092,1.0269262,0.05063,9.09081,0.124519
133.2693811,1.1230755,0.10794,9.61782,0.122557
133.2899602,0.9849783,0.10821,11.0502,0.11108
133.29828633,0.92627408,0.05906,10.9714,0.102789
133.2709721,0.9805041,0.12108,10.3994,0.100273
133.3410014,0.9745149,0.10774,9.43837,0.116936
133.3740442,0.9841088,0.14793,10.6996,0.103109
133.3844303,0.9547963,0.10823,9.93714,0.122614
133.4989886,0.9827986,0.10818,9.59557,0.137718
133.4215856,1.0803936,0.10802,10.3021,0.110959
133.3856267,1.0140957,0.0518,9.38213,0.140691
133.50345864,0.98291723,0.05183,9.28138,0.125805
133.5268977,1.1084154,0.09933,10.2087,0.125917
133.5397441,0.9293738,0.13189,10.0072,0.119059
133.5822866,0.9327217,0.10956,9.94381,0.127314
133.6513052,0.9329208,0.10703,11.0886,0.100464
133.6502514,0.9431047,0.10511,10.0418,0.100154
133.5694978,0.9808674,0.04164,9.21251,0.128483
133.6577426,0.9411736,0.10639,11.2932,0.186315
133.6858494,0.9781571,0.10675,11.0991,0.130104
133.6534506,0.9398493,0.10779,10.8069,0.350597
133.680094,1.0959326,0.05794,10.5889,0.118355
133.7074756,0.9667397,0.10214,9.73517,0.123016
133.7146019,0.9905054,0.10761,10.0513,0.092183
133.7568196,1.0672177,0.1083,9.90516,0.130046
133.7721933,0.9490489,0.05168,8.73695,0.130686
133.7900115,0.9842034,0.10811,10.0045,0.300677
133.813209,1.1159127,0.1027,10.7259,0.108718
133.8587545,1.0042366,0.08744,10.1306,0.116816
133.8621875,0.9922908,0.12438,10.6805,0.115996
133.8717543,0.9975378,0.05856,9.09206,0.116413
133.9120042,0.9929716,0.08773,9.86479,0.125681
133.9732211,0.9831835,0.11936,10.3718,0.100863
133.9898893,0.9787508,0.08728,9.54429,0.118366
134.1276816,0.9507999,0.10312,9.58741,0.169074
134.1277241,1.026107,0.05737,9.2135,0.134215
134.1281045,1.0833097,0.08819,9.92755,0.0643101
134.1763206,1.0373671,0.08808,10.6777,0.132262
134.217156,0.9705585,0.10204,10.4865,0.277946
134.2164107,1.0161943,0.11675,10.0117,0.134071
134.3645113,1.1455946,0.0699,10.3915,0.110994
134.3814304,1.1469063,0.06997,9.86695,0.125983
134.3440411,1.0672453,0.1079,9.66697,0.12186
134.4329267,0.9788015,0.06957,9.93565,0.11098
134.5206056,1.1537456,0.07123,11.3414,0.0972159
134.5299835,1.1046421,0.07255,10.6102,0.112373
134.5338211,1.1024438,0.07115,10.4851,0.111307
134.4044243,0.9931384,0.03765,8.70891,0.117207
134.4104516,1.1281814,0.07185,10.5293,0.104843
134.419434,1.0025797,0.07,10.6791,0.110293
134.4232795,0.9818801,0.07139,10.5911,0.108368
134.4344562,1.1677781,0.07111,10.6093,0.104767
134.4951155,1.0086491,0.07098,10.2808,0.250246
134.5031067,1.1424531,0.09318,10.6558,0.118949
134.5172213,1.133462,0.06885,9.64016,0.134429
134.5227615,1.165131,0.07038,10.4688,0.115076
134.5361446,1.0160974,0.06919,10.5414,0.110483
134.5389128,1.0962689,0.07103,10.0398,0.131725
134.4927659,1.0209609,0.11922,10.5718,0.0993648
134.6065786,1.0095739,0.07133,10.3872,0.104483
134.6293363,1.0032676,0.07034,10.6512,0.10618
134.6235875,1.0359517,0.07238,10.6636,0.126878
134.5642396,1.0429104,0.12022,10.2837,0.12237
134.5620861,1.0411229,0.11955,9.40612,0.0954498
134.5595683,1.1361129,0.0716,9.87174,0.12171
134.5701668,1.1450707,0.07244,9.79468,0.120357
134.5820769,1.0643934,0.07314,9.60149,0.160342
134.5942881,1.1110665,0.07273,9.75992,0.112298
134.6016909,1.1117571,0.07359,9.41257,0.11498
134.6134915,1.0737899,0.07149,10.4856,0.11968
134.6513985,1.1241773,0.07318,10.531,0.120228
134.6517137,1.1662555,0.07275,10.3692,0.105608
134.6731743,1.0674894,0.0709,9.9344,0.116847
134.6766596,1.1660104,0.11978,11.118,0.0959658
134.5553753,1.1042461,0.07265,9.89522,0.109289
134.7306399,1.0203532,0.09227,10.6652,0.317689
134.821501451,0.99202575,0.07162,10.8962,0.117841
134.7181868,1.10637,0.11858,10.9934,0.116116
134.7347118,1.1542956,0.05232,9.42703,0.12077
134.7356096,1.1450799,0.05251,9.80792,0.120842
134.7478076,1.1273528,0.11802,10.4833,0.119233
134.7459562,1.0090235,0.07198,9.63566,0.278764
134.7173943,1.1417341,0.07236,9.47496,0.1127
134.9238252,1.0665982,0.05712,9.44203,0.377393
135.1028455,1.066297,0.09252,9.59037,0.120667
135.1404641,1.1714196,0.09064,9.31041,0.115381
135.2126177,1.1611369,0.01941,8.98401,0.119242
135.2747284,1.1686938,0.0927,9.86465,0.351665
135.3139711,0.992987,0.14879,10.5412,0.115284
135.338467,1.064155,0.11304,10.3102,0.112096
135.427512,1.0515301,0.07034,10.798,0.115138
135.3980094,1.1570351,0.07055,9.91256,0.120502
135.4371276,1.1642335,0.14822,10.4201,0.163451
135.4280462,1.1663476,0.07135,9.28646,0.255585
135.4779788,1.1719471,0.01936,9.26472,0.119671
135.4569687,1.0755422,0.11436,10.8263,0.105518
135.4697525,1.0207721,0.1137,10.2249,0.0959292
135.4733433,1.0308519,0.11366,10.3919,0.103735
135.4733076,1.0790518,0.11341,10.6274,0.109507
135.559614,1.1174346,0.05281,9.61847,0.135563
135.5603582,1.1162966,0.05273,9.30944,0.172454
135.5712268,1.1173707,0.05345,8.88236,0.152735
135.5700279,1.1316414,0.11354,10.0546,0.134441
135.7051016,1.0205893,0.05344,10.7612,0.109934
