RA,DEC,Z,logmstar,dellogmstar
136.5248111,2.8470379,0.13463,9.94051,0.116269
136.5827228,2.8337484,0.10746,9.92841,0.108288
136.5909027,2.8313114,0.10682,10.6362,0.107148
136.6109835,2.7401487,0.09942,9.27024,0.0946098
136.6186665,2.7478203,0.09355,9.69766,0.12712
136.6311267,2.9004683,0.13485,10.0609,0.208694
136.650447,2.7509137,0.09317,10.032,0.124424
136.683628,2.7025461,0.13693,9.91035,0.139417
136.6732438,2.8615549,0.09339,9.88863,0.168374
136.683849,2.7733169,0.09954,10.4771,0.121405
136.709434,2.7645525,0.09909,9.67197,0.121953
136.7370348,2.8074031,0.09992,10.6288,0.121945
136.7330397,2.8815235,0.13574,10.9528,0.106168
136.7547892,2.8069607,0.13528,10.2961,0.117873
136.7791854,2.8138199,0.09965,10.561,0.120398
136.7918641,2.8762844,0.1366,10.6194,0.121431
136.6580018,2.699344,0.13516,9.95145,0.1274
136.8290285,2.8510347,0.09968,9.90815,0.122441
136.8514563,2.8070838,0.13507,10.9597,0.0922606
136.8643087,2.7874585,0.1485,10.6093,0.130043
136.8845413,2.8581793,0.13564,10.9445,0.10793
136.9104484,2.8389205,0.13476,10.9898,0.116856
136.9259713,2.8552156,0.14801,10.3323,0.12105
136.9451611,2.756632,0.09077,9.7476,0.130893
136.8536087,2.8540898,0.09959,9.55997,0.106874
136.9696941,2.7682597,0.13625,10.5694,0.112996
137.0357178,2.8367428,0.10085,9.70084,0.120489
137.0458623,2.812132,0.10158,9.98147,0.135968
137.0878964,2.808746,0.13647,11.071,0.0966015
136.9899208,2.8567788,0.1015,9.27879,0.119039
137.1438444,2.7798243,0.13601,10.9327,0.121767
137.1505817,2.7737745,0.13617,11.0698,0.144837
137.1464926,2.9021873,0.02404,8.46734,0.146688
137.1793368,2.9168181,0.13731,10.6695,0.0858871
137.2180824,2.8974778,0.13737,10.6669,0.14397
137.1532118,2.7608721,0.13594,9.79288,0.188129
137.3822039,2.9015212,0.05642,9.60058,0.11328
137.2610742,2.8064543,0.0266,8.07367,0.110523
137.2804549,2.8319786,0.13677,10.6268,0.138996
137.2848445,2.8048596,0.00007,2.72321,0.097713
137.5714367,2.7983909,0.09608,9.14124,0.0926059
137.6738046,2.8701776,0.09833,9.64796,0.111013
137.8255602,2.9115929,0.14315,10.5255,0.104816
137.7154223,2.8620744,0.0978,9.9129,0.119998
137.7160851,2.875127,0.09789,10.3334,0.11417
137.7339521,2.8186788,0.1438,10.5858,0.118262
137.79465305,2.80335292,0.00013,2.25447,0.154905
137.7889714,2.9565872,0.14374,10.1692,0.0946175
137.830873,2.9577276,0.14381,10.7449,0.101979
137.7896738,2.9716567,0.09145,9.48954,0.114849
137.8502157,2.9585104,0.14293,11.3021,0.100282
137.8657983,2.9710886,0.14459,10.7414,0.121384
137.8965703,2.8384812,0.14251,10.9849,0.103643
137.8957892,2.9544979,0.1431,10.5684,0.127476
137.9099348,2.9165887,0.0508,10.6813,0.118683
137.9161062,2.9225935,0.14307,9.64772,0.107377
137.9497175,2.9234662,0.14208,10.5939,0.110906
137.9504687,2.9646623,0.00013,4.0776,0.0633731
137.9835895,2.9244006,0.1428,10.5698,0.10562
137.9815595,2.9699726,0.14361,10.3442,0.123034
138.0153674,2.8758685,0.02566,10.1967,0.110502
138.0274869,2.8143315,0.06872,9.60916,0.139535
138.0239977,2.9920773,0.09703,9.80024,0.154257
138.0334517,2.9072167,0.14591,11.0287,0.11196
138.101302,2.9915446,0.12173,10.5109,0.124572
138.0410397,2.83584,0.09942,10.065,0.116502
138.0351712,2.9958445,0.14623,10.5065,0.116602
138.1387649,2.8122448,0.10268,9.53646,0.122047
138.0179949,2.8540374,0.07676,8.9325,0.11177
138.2128194,2.9917139,0.09197,10.6872,0.108429
138.2294858,2.9308723,0.03838,9.95814,0.111418
138.2529896,2.8404949,0.10326,10.5092,0.124701
138.2501908,2.9318423,0.12196,10.1251,0.114017
138.2541156,2.9375415,0.12182,9.61377,0.121542
138.2643568,2.9489883,0.14282,10.0187,0.136649
138.2844757,2.9902191,0.14691,10.4063,0.125752
138.2611556,2.8074718,0.10384,9.71884,0.164378
138.1688444,2.9870728,0.12194,9.69406,0.140556
138.2658304,2.9706904,0.09232,9.67099,0.123471
138.2996289,2.9697788,0.09691,9.63842,0.146306
138.2962533,2.9201793,0.02622,8.72595,0.120931
138.2960095,2.9671457,0.00004,2.10279,0.0790744
138.3191216,2.8979862,0.14721,10.3695,0.116846
138.3444365,2.8410794,0.10409,10.0175,0.122738
138.3504696,2.9119139,0.13867,9.83149,0.119755
138.395568,2.8819335,0.08762,9.4889,0.123701
138.4235339,2.9578529,0.14958,9.95192,0.128141
138.4561262,2.9627778,0.14102,10.9322,0.130702
138.4771572,2.9854448,0.14997,10.5307,0.116282
138.4881697,2.9600677,0.07163,10.7535,0.118112
138.4930042,2.9026639,0.07222,10.4005,0.114263
138.5153206,2.9115546,0.07177,10.3553,0.143888
138.5156549,2.9908874,0.14884,10.3136,0.0978686
138.4497614,2.9464695,0.12284,9.5378,0.108669
138.6476011,2.8750614,0.12319,10.6187,0.1603
138.6842823,2.8492867,0.14123,10.6021,0.117372
138.6255529,2.8859447,0.12252,10.7463,0.120859
138.6295238,2.8589677,0.10244,9.60753,0.114868
138.6328018,2.8973053,0.12348,9.77328,0.132777
138.6565755,2.9341932,0.14192,10.6017,0.112018
138.6922511,2.8399741,0.14105,10.9898,0.0931082
138.7302479,2.9797507,0.0964,9.92868,0.13532
138.7431797,2.958426,0.10763,10.3444,0.11124
138.7616758,2.9932496,0.14032,10.5047,0.153952
138.8094449,2.8520291,0.0258,8.86454,0.131451
138.9128879,2.9608653,0.10734,10.2599,0.120918
138.9627667,2.9983845,0.08918,10.1857,0.132673
139.0116772,2.8634773,0.09966,10.8593,0.102658
139.0283364,2.8877954,0.10018,10.2635,0.129326
139.0311003,2.938799,0.13948,10.3605,0.102039
139.0411642,2.8936338,0.10053,10.5085,0.096754
138.9538187,2.923166,0.139,10.3894,0.138339
139.0725351,2.8793206,0.1059,9.84698,0.136621
139.1493663,2.9839026,0.08777,9.46535,0.123155
139.1371616,2.9615101,0.12368,9.50467,0.128064
139.3529897,2.8767947,0.02555,9.50576,0.131365
139.3500905,2.9862244,0.13824,10.2677,0.126841
139.3570589,2.9157889,0.13861,11.1136,0.100606
139.3564911,2.9560025,0.07534,10.1275,0.137198
139.3860184,2.9917376,0.14247,10.5032,0.1015
139.5033815,2.908229,0.05438,9.11783,0.12403
139.5280071,2.9605254,0.08667,10.0658,0.117025
139.67189,2.9254991,0.14489,11.076,0.182086
139.7396828,2.9396503,0.08588,10.9439,0.113563
139.9437405,2.9165693,0.0002,4.154,0.090679
139.975969,2.9645498,0.14503,10.6303,0.123176
140.431601,2.9706026,0.14399,10.8892,0.0897586
140.4325183,2.964861,0.14556,10.317,0.11605
140.4394752,2.947376,0.14613,10.3461,0.105285
140.4439035,2.9540088,0.14565,11.265,0.0988261
140.4549743,2.9611523,0.14465,10.6753,0.103494
140.5902175,2.9670471,0.08618,9.44361,0.130381
140.6042597,2.9972606,0.0857,10.6183,0.145293
140.6976437,2.9747917,0.08565,9.79588,0.120386
140.9423286,2.9768487,0.14548,11.1,0.0998
140.9261735,2.9990768,0.14666,10.5818,0.112262
140.9958312,2.9981645,0.12579,10.376,0.134053
129.0653249,2.7094737,0.07381,9.81492,0.263035
129.1873619,2.8049246,0.08143,9.79556,0.131521
129.259079,2.7600215,0.08192,10.6055,0.111393
129.1983892,2.7094848,0.083,10.0758,0.12452
129.2179761,2.7405076,0.08288,9.84323,0.114279
129.2540245,2.6836087,0.08256,10.7031,0.120617
129.2673893,2.7545911,0.08227,11.0549,0.0983357
129.2804304,2.7899356,0.08177,10.2408,0.120733
129.3741554,2.8120382,0.08186,10.6668,0.104761
129.4107835,2.8285765,0.10652,10.5105,0.138424
129.4924855,2.6991501,0.11115,11.0246,0.109867
129.6431905,2.6777623,0.11286,10.2406,0.148205
129.6529172,2.8417277,0.08237,9.19455,0.125774
129.6685674,2.819395,0.08072,10.0719,0.105064
129.6938659,2.777259,0.06046,9.22595,0.188026
129.7782635,2.6616508,0.10384,9.51935,0.138964
129.8115879,2.7634411,0.11254,10.4522,0.112265
129.8181893,2.6968443,0.00012,3.04101,0.109743
129.8212186,2.6873715,0.06019,8.888,0.127621
129.8314899,2.795583,0.05836,9.49915,0.124894
129.96072851,2.72448624,0.00027,4.38289,0.265856
129.9345953,2.8170822,0.06688,10.1688,0.181681
129.9781025,2.6668823,0.11386,10.4772,0.106243
129.9768266,2.7093577,0.04965,9.74034,0.120863
129.9743435,2.851538,0.11358,10.641,0.134976
129.9890568,2.7348857,0.11251,10.3162,0.100897
129.9969907,2.7072949,0.11276,10.6135,0.11188
129.9220326,2.665497,0.11463,10.1904,0.129758
130.1296035,2.6785704,0.06699,10.4604,0.128274
130.1441852,2.6964151,0.06684,9.41007,0.122493
130.1544235,2.7932939,0.04942,9.01377,0.133305
130.1482658,2.677793,0.06691,9.125,0.131343
130.2210965,2.7152538,0.04922,9.41971,0.184442
130.2380503,2.8777415,0.07987,10.0953,0.135758
130.3321383,2.8573465,0.11342,10.789,0.105891
130.4682314,2.8934266,0.11335,8.95822,0.352799
130.4691797,2.8951191,0.11401,10.3589,0.128459
130.3398733,2.8090729,0.13252,10.0164,0.112911
130.4776361,2.8942837,0.14892,10.4312,0.121255
130.5961589,2.7738524,0.1491,11.2507,0.103265
130.5116996,2.7756191,0.13322,10.2353,0.109975
130.5387895,2.8951535,0.02475,8.13685,0.146087
130.5587618,2.7066226,0.14901,10.9802,0.112104
130.6789601,2.8731805,0.05002,9.76131,0.130318
130.6999896,2.9217469,0.07849,10.8214,0.111445
130.8423556,2.8489154,0.07777,9.38186,0.12215
130.8189688,2.9265192,0.07852,11.0142,0.111099
130.8228837,2.9228213,0.07803,9.46888,0.14036
130.85835,2.9059343,0.02605,9.79649,0.130805
130.7886864,2.8835911,0.07912,9.32643,0.131804
131.028497,2.9387646,0.0769,9.93096,0.126743
131.0330646,2.9453749,0.07715,10.3732,0.122156
131.0726271,2.8811232,0.05041,10.206,0.139467
131.0806635,2.8350373,0.07667,10.4773,0.102615
131.2285333,2.8246785,0.07579,9.72476,0.132588
131.1478444,2.8735695,0.06619,9.29678,0.128703
131.2118435,2.8308139,0.0766,10.4637,0.102393
131.2769671,2.7709648,0.13492,9.82036,0.0876632
131.3457405,2.9648384,0.07875,10.5841,0.124458
131.3670686,2.9147064,0.07925,9.64007,0.126569
131.3301236,2.9252488,0.07836,10.878,0.13008
131.3310708,2.9599669,0.07841,9.8288,0.127588
131.337011,2.9338086,0.13417,10.6633,0.12754
131.3487845,2.7740111,0.07338,10.0529,0.13836
131.2592913,2.8699066,0.05985,9.66907,0.130454
131.4407008,2.8180459,0.0979,10.4037,0.183132
131.3956705,2.9221563,0.07916,9.95179,0.108165
131.4262078,2.9233368,0.07683,10.2882,0.102145
131.4359101,2.8434856,0.07706,9.42117,0.125788
131.448256,2.8535535,0.07719,10.14,0.119728
131.4752791,2.9694983,0.07579,9.68324,0.118549
131.4963056,2.9268915,0.06223,9.8876,0.132513
131.5046954,2.9067565,0.09736,10.1114,0.106423
131.4635622,2.8332993,0.14483,10.582,0.107388
131.4676126,2.8501748,0.09793,9.91504,0.164545
131.5491581,2.8405474,0.14437,10.6791,0.122044
131.6145068,2.9406516,0.11247,10.4167,0.106684
131.6196963,2.9560856,0.09786,9.21435,0.102935
131.6244235,2.9560818,0.0979,9.36986,0.12519
131.6545384,2.8270459,0.01321,8.79502,0.115935
131.6705925,2.8905689,0.14459,10.7465,0.113599
131.6695588,2.909306,0.09816,10.4256,0.11638
131.6729942,2.8965327,0.14445,10.5258,0.134297
131.6860664,2.7943537,0.02793,8.34519,0.119077
131.5380026,2.8343912,0.14388,10.3222,0.120667
131.6803115,2.9063571,0.14422,10.1545,0.108288
131.6992006,2.7831066,0.05962,10.001,0.108003
131.6970941,2.9396481,0.13417,10.5467,0.100998
131.7012689,2.9398847,0.13434,10.3355,0.117243
131.7260155,2.9157757,0.06551,10.5451,0.118621
131.7534534,2.8067723,0.11883,10.5845,0.120066
131.8288334,2.8829816,0.09828,9.52218,0.124485
131.9666024,2.9229331,0.05917,10.7299,0.126936
131.9068141,2.8126022,0.05947,9.63355,0.122692
131.8952593,2.9911962,0.14757,10.5151,0.129292
131.93771,2.9637157,0.07447,9.42868,0.330196
131.9683079,2.8779089,0.0662,9.95249,0.159718
131.9825414,2.9070926,0.14776,10.3588,0.16673
131.969407,2.9527526,0.0604,9.52601,0.157443
131.9903648,2.8899067,0.05858,10.3799,0.109015
131.9979971,2.9291338,0.05913,9.61527,0.124468
132.0035748,2.8814945,0.05867,9.82271,0.142329
132.0133342,2.839324,0.1063,10.5154,0.106353
132.0285805,2.8309288,0.07669,10.9431,0.112642
132.0536852,2.864373,0.05918,9.73477,0.107928
132.0733197,2.9513809,0.10592,10.1457,0.111503
131.9882128,2.8383783,0.13769,9.64205,0.13273
131.9980767,2.9079794,0.0587,9.44981,0.149386
132.1825174,2.8501612,0.06627,10.6721,0.17249
132.2057721,2.8335199,0.12891,10.1283,0.132154
132.2553596,2.8271918,0.14963,10.2765,0.115773
132.288011,2.9546053,0.13115,11.0525,0.103912
132.4032564,2.8632523,0.05952,10.3018,0.112402
132.4257347,2.9783103,0.06009,9.74998,0.238655
132.3448018,2.9837076,0.13538,9.60535,0.131593
132.4214012,2.9760073,0.05864,9.10811,0.156273
132.4798635,2.8981475,0.06026,10.7013,0.108585
132.480725,2.8740879,0.05962,9.84477,0.14072
132.492347,2.8860541,0.1477,10.0277,0.129157
132.6691496,2.9849401,0.10755,9.75229,0.159489
132.6680361,2.9851501,0.1076,9.08041,0.322128
132.7247572,2.883992,0.10704,10.4006,0.10562
132.6813948,2.9278241,0.02792,8.42264,0.176527
132.9501606,2.9768172,0.08995,10.1405,0.108775
132.9562669,2.9643876,0.09665,10.2782,0.124161
133.0456928,2.9527235,0.02895,8.51797,0.0969239
133.0503144,2.9553249,0.0288,8.8594,0.114728
133.1428161,2.9804442,0.00029,3.39292,0.143439
133.568251,2.9309201,0.13251,9.59116,0.144466
133.6204515,2.9340433,0.05842,9.18277,0.137331
133.8196676,2.9561485,0.09846,10.439,0.143931
134.4146308,2.9875403,0.01241,9.12325,0.113554
134.5300661,2.9942238,0.08743,10.866,0.115221
137.9727933,-0.8400713,0.07006,10.1267,0.128753
138.2278586,-0.8487388,0.13672,9.8585,0.11438
138.5150211,-0.8430454,0.14467,9.76988,0.103239
138.6836785,-0.8602095,0.05484,9.37774,0.107023
138.8115162,-0.8493236,0.10295,10.4734,0.111296
138.8093614,-0.8478571,0.103,9.80811,0.130558
139.4169298,-0.8617858,0.07427,9.21812,0.123842
139.6770843,-0.8516373,0.07013,9.52668,0.123944
140.2107881,-0.8678427,0.13291,10.4816,0.117714
140.3261612,-0.8838647,0.05413,9.86655,0.112523
140.5894802,-0.8635959,0.13937,10.4389,0.132876
140.5742554,-0.8827016,0.11961,10.0369,0.133644
140.6288551,-0.8594549,0.05499,10.7912,0.116594
140.6624586,-0.8488724,0.06885,9.32266,0.123519
140.7294054,-0.8774696,0.13501,11.0599,0.106888
140.7299934,-0.8900839,0.13418,10.6546,0.10796
140.933201,-0.8709269,0.13649,10.8208,0.124149
140.9211781,-0.8909941,0.13647,10.7863,0.114129
132.0230899,-0.0372933,0.12833,10.3743,0.127988
132.0168852,-0.0357816,0.09649,10.7792,0.119285
132.0248382,-0.199078,0.10285,10.2452,0.108193
132.0434338,-0.1592678,0.10898,10.8937,0.119558
132.0816427,-0.0171614,0.07225,9.62203,0.120883
132.0760086,-0.0122616,0.07189,9.32024,0.111071
132.22095328,-0.15711592,0.00031,3.01311,0.293531
132.1795186,-0.0122207,0.09702,10.1461,0.119901
132.195786,-0.0115107,0.09643,10.9822,0.103649
132.1906619,-0.1378537,0.05786,9.67151,0.16731
132.178683,-0.1392434,0.10854,9.74887,0.278124
132.2927233,-0.1245331,0.10898,10.099,0.157637
132.2769477,-0.1701038,0.13266,10.0876,0.11833
132.5169576,-0.1698133,0.04088,9.35033,0.119822
132.3866939,-0.0835868,0.03693,10.1815,0.125627
132.5024297,-0.1822428,0.04053,8.91915,0.112942
132.5672805,-0.208056,0.10934,9.74492,0.144424
132.6718222,-0.0650369,0.11198,9.8704,0.136401
132.5781401,-0.193818,0.11175,9.63537,0.126791
132.7893843,-0.0715937,0.12771,10.3653,0.134628
132.8245323,-0.0701641,0.07016,8.85833,0.18746
132.8187264,-0.167509,0.04282,8.66127,0.162659
132.8546012,-0.0125136,0.11556,9.39777,0.0981109
132.8621728,-0.0664394,0.07004,9.3059,0.138269
132.934853,-0.0670346,0.11442,10.2161,0.12515
132.8737682,-0.0031609,0.06748,8.97876,0.127694
132.9914135,-0.0865197,0.11466,10.6572,0.137292
132.990459,-0.0870623,0.1138,10.1364,0.253082
133.0070323,-0.0592634,0.11476,10.1014,0.119296
133.0194823,-0.1971388,0.1277,10.7471,0.109654
134.4143767,-0.1402305,0.02807,8.61965,0.241954
133.3121539,-0.0269806,0.12436,10.2922,0.107881
133.5570892,-0.0304215,0.12487,10.0559,0.120276
133.6101923,-0.0163242,0.10671,10.0661,0.099497
133.6074397,-0.0164471,0.10751,9.98469,0.105269
129.0317272,-0.4894339,0.05738,10.1158,0.131203
129.18933538,-0.60309887,0.00014,2.53787,0.147883
129.1057058,-0.5360437,0.10844,10.0777,0.127376
129.1208627,-0.5441879,0.10837,9.59788,0.106254
129.1633165,-0.4248876,0.04047,8.54402,0.0951086
129.1989617,-0.498656,0.08478,10.3522,0.0991298
129.2990766,-0.5877612,0.07979,9.51718,0.123483
129.3634245,-0.4629725,0.10801,10.8576,0.112151
129.2584865,-0.43947,0.10806,10.6409,0.106309
129.2923781,-0.4375109,0.10854,10.2628,0.10904
129.2961204,-0.6130664,0.10816,10.7197,0.106646
129.3352303,-0.5724388,0.14349,10.6538,0.105292
129.3554868,-0.5679109,0.0803,9.90221,0.117307
129.3824975,-0.4617835,0.07897,10.798,0.108207
129.3874545,-0.4644229,0.08011,10.419,0.1084
129.3548476,-0.4885023,0.08496,9.44623,0.122429
129.4342139,-0.4301253,0.13902,10.7844,0.0926286
129.401875,-0.5937983,0.14047,9.73386,0.116506
129.4062692,-0.5741872,0.07943,9.73472,0.13864
129.412279,-0.5862879,0.07911,10.5595,0.108477
129.4196862,-0.5400476,0.07963,9.82704,0.117975
129.4642751,-0.4825483,0.07944,10.3071,0.118978
129.3938157,-0.5778648,0.07922,9.1879,0.146764
129.5952058,-0.4454125,0.08537,10.6988,0.112754
129.6283238,-0.4749379,0.1004,10.1404,0.113903
129.6651756,-0.50417,0.1085,10.7448,0.153114
129.6798203,-0.6105182,0.10872,10.8521,0.109029
129.6039962,-0.4668036,0.08538,9.69552,0.116253
129.82867229,-0.61208574,0.05057,10.395,0.126399
129.8209409,-0.6135503,0.05087,10.6618,0.129873
129.7228593,-0.5902712,0.08048,10.7147,0.116726
129.8193272,-0.4403227,0.10827,10.8442,0.0896497
129.9033915,-0.45646,0.108,10.0764,0.0806416
129.9232771,-0.4443411,0.10816,10.5697,0.101817
129.9366959,-0.4391626,0.10892,10.3735,0.119145
129.9640643,-0.4214702,0.10855,10.4539,0.113839
129.9757229,-0.4613528,0.07689,9.60839,0.145095
130.030921,-0.6275457,0.07719,9.43252,0.104694
130.0134371,-0.5346136,0.13591,10.297,0.125593
130.0148377,-0.5313424,0.1353,10.3942,0.136917
130.0150308,-0.43376,0.10876,10.9359,0.114379
130.1344168,-0.4523062,0.13595,10.7606,0.101969
130.2469692,-0.5984789,0.13537,10.4928,0.0991778
130.1579172,-0.6142271,0.05193,10.0982,0.103151
130.1558224,-0.602287,0.0783,9.29495,0.220228
130.187141,-0.4410078,0.05223,9.95303,0.142191
130.3634744,-0.5788265,0.12929,10.7284,0.106421
130.4188553,-0.6241391,0.05452,8.71419,0.179524
130.4318052,-0.5766248,0.05714,9.22053,0.113783
130.3385647,-0.5801514,0.12969,10.8721,0.115525
130.6572247,-0.6217067,0.1085,10.7628,0.112577
130.6301023,-0.6113286,0.108,10.2142,0.127442
130.644871,-0.4518251,0.10946,9.83847,0.103892
130.659216,-0.4288272,0.13598,10.5859,0.108423
130.6595247,-0.5764465,0.03075,8.6128,0.127649
130.6671707,-0.5629971,0.03053,10.5071,0.12482
130.6826918,-0.4824492,0.0527,9.62617,0.118939
130.6735016,-0.534796,0.10967,9.92916,0.121876
130.760928,-0.4694811,0.05206,9.57261,0.141896
130.8480772,-0.5760309,0.08621,9.71516,0.124029
130.9384316,-0.5346177,0.02954,10.9045,0.105192
131.0262694,-0.4225888,0.05252,9.88545,0.119515
130.9132714,-0.5592899,0.10621,9.31468,0.132354
130.9834459,-0.4502672,0.04987,8.78438,0.125089
131.0713898,-0.4249198,0.05217,10.9728,0.111857
131.0602923,-0.4701881,0.10587,10.8137,0.0950765
131.0782768,-0.5186416,0.05726,9.86036,0.115151
131.1171874,-0.6064691,0.02989,8.64486,0.119249
131.1762995,-0.6236703,0.07985,10.2203,0.123345
131.2245039,-0.4383004,0.07782,9.35168,0.176065
131.2787603,-0.606239,0.0747,9.87712,0.115361
131.2885365,-0.5335692,0.07821,10.7803,0.123059
131.2760583,-0.4500521,0.10891,10.3667,0.0894435
131.286921,-0.5471743,0.07815,9.82088,0.127868
131.2710149,-0.469437,0.10877,9.85956,0.136922
131.39787572,-0.48879772,0.00018,2.52608,0.134528
131.477594,-0.5977535,0.05581,9.65613,0.127793
131.5113408,-0.5980508,0.10482,10.0948,0.11001
131.6236984,-0.4696549,0.10854,10.3841,0.109177
131.6244928,-0.588246,0.0509,9.79014,0.121026
131.5152837,-0.5591173,0.10465,10.0628,0.111228
131.5877855,-0.5361957,0.14934,10.4259,0.120754
131.4912144,-0.4754196,0.10908,9.62812,0.126875
131.6607156,-0.4731101,0.13636,10.5296,0.106579
131.7437112,-0.5419059,0.07304,9.7409,0.196354
131.7450891,-0.5442992,0.09174,9.55167,0.135352
131.7509782,-0.4586005,0.10258,9.61702,0.110271
131.7511477,-0.5360928,0.10219,10.58,0.111233
131.7660883,-0.4361782,0.12683,10.5322,0.11403
131.6525641,-0.5358917,0.12735,10.0636,0.131006
131.7913469,-0.575108,0.13622,10.6879,0.106519
131.8771998,-0.5369248,0.10169,10.0988,0.117171
131.8917197,-0.6192506,0.13654,10.0315,0.13275
131.9449805,-0.6218847,0.10229,10.7244,0.107943
131.9877642,-0.5902735,0.09706,10.1182,0.157359
132.08007005,-0.47701447,0.00033,4.12309,0.174243
132.0696284,-0.4255311,0.10257,10.7239,0.103441
132.3807881,-0.5103298,0.07697,9.25075,0.121525
132.4167374,-0.428646,0.10901,10.0218,0.251863
132.4401297,-0.5864129,0.04732,9.34958,0.121993
132.4830097,-0.6093519,0.07703,9.59526,0.132179
132.5485068,-0.567939,0.07263,10.5095,0.128066
132.5650277,-0.4767811,0.04144,8.52896,0.108032
132.944207,-0.546119,0.05127,9.12736,0.125634
133.0281954,-0.6110964,0.1044,10.2833,0.113503
133.2115902,-0.5726355,0.06972,8.97273,0.127817
133.1346541,-0.4214617,0.12503,9.79561,0.12858
133.2291214,-0.6166115,0.10847,9.73649,0.200774
133.286087,-0.5816549,0.12763,9.93452,0.117386
133.4616702,-0.464931,0.09171,9.59686,0.118809
133.5153245,-0.5701835,0.10628,9.52014,0.132235
133.7014042,-0.6222819,0.09152,9.58505,0.102679
133.5803844,-0.4243113,0.04981,8.73251,0.121606
133.721146,-0.511781,0.07297,9.28317,0.136557
133.7914279,-0.4567251,0.1074,10.3207,0.125846
133.809415,-0.5419054,0.09161,10.021,0.133147
133.8444127,-0.5490679,0.11624,9.5476,0.162808
133.8570546,-0.4675865,0.10566,10.255,0.0998507
133.9062188,-0.4955936,0.10599,10.5913,0.0952621
133.9775053,-0.4740683,0.10637,11.3706,0.102666
133.8939757,-0.4687367,0.1055,10.1216,0.104896
133.9044381,-0.467695,0.10567,11.0921,0.103719
133.9011365,-0.4694569,0.10739,10.0284,0.102525
133.9710775,-0.4430189,0.10606,10.4721,0.106838
133.9801747,-0.4559897,0.10744,10.2142,0.103461
133.9884676,-0.457377,0.10533,9.88751,0.124936
133.9182253,-0.6109071,0.13333,10.0832,0.123246
134.0126105,-0.4898132,0.00898,7.8262,0.130227
134.0780501,-0.4415462,0.0127,9.77614,0.116688
134.0824457,-0.5671769,0.1289,10.0101,0.36411
134.2244285,-0.5081833,0.12848,10.7535,0.12566
134.318708,-0.4762809,0.11125,9.76837,0.129406
134.2571864,-0.5430245,0.12692,10.2299,0.116357
134.3348061,-0.5318065,0.10416,10.2143,0.174788
134.5624306,-0.4678301,0.07086,10.5483,0.112997
134.5650618,-0.4882889,0.07066,10.4426,0.131177
134.5781737,-0.5329159,0.07113,10.0965,0.124013
134.5910965,-0.4979945,0.105,10.2056,0.113917
134.66097571,-0.47158618,0.00012,2.22762,0.287043
134.9620284,-0.5967774,0.03,8.50566,0.183398
135.1913298,-0.4936935,0.0408,9.78801,0.136759
135.1673953,-0.4867571,0.04043,10.4237,0.129698
135.1944298,-0.5656462,0.04024,9.43025,0.136127
135.3550189,-0.4579039,0.02753,9.02616,0.134744
135.2407552,-0.4729043,0.00005,2.92427,0.0642686
135.2607037,-0.5893911,0.10365,10.1534,0.115965
135.3265123,-0.5048122,0.08903,9.36629,0.117892
135.5041701,-0.5645685,0.08879,10.3709,0.121476
135.5226211,-0.6129327,0.12766,10.6541,0.109079
135.5525448,-0.4320955,0.0244,8.18967,0.125763
135.6066283,-0.4968231,0.0887,9.89973,0.112956
135.5927072,-0.591866,0.08558,9.37456,0.131806
135.6777049,-0.5936432,0.08554,9.9349,0.119455
135.7710381,-0.4909562,0.11575,10.6251,0.0971528
135.7179816,-0.4668518,0.14491,9.65392,0.126473
135.9174542,-0.4720194,0.07022,9.6264,0.121752
135.8460716,-0.5019522,0.1486,9.85217,0.115939
135.9655665,-0.5655588,0.13055,9.70314,0.120544
135.9899931,-0.4341972,0.0935,10.3183,0.159112
136.0196043,-0.4625058,0.07087,9.34673,0.124117
136.0864359,-0.5229936,0.06881,9.88007,0.131465
136.000937,-0.4918139,0.05371,9.0444,0.141607
136.096591,-0.4993979,0.10169,9.30656,0.124889
136.195556,-0.4544637,0.10328,9.73122,0.117988
136.2505673,-0.4830166,0.14517,10.0343,0.111046
136.3754942,-0.4484946,0.11794,10.193,0.13629
136.3049177,-0.4965091,0.02767,10.2178,0.146494
136.3404248,-0.4792554,0.02781,8.47555,0.110574
136.3477656,-0.5759326,0.09871,10.0445,0.135116
136.3889314,-0.5436996,0.09861,9.87872,0.122106
136.3957313,-0.4712236,0.10137,9.9852,0.111126
136.4036029,-0.4542718,0.10031,10.0523,0.122592
136.448356,-0.4363727,0.10057,10.3396,0.129334
136.5025848,-0.5062998,0.08761,9.73946,0.132709
136.5211841,-0.5763734,0.09659,9.74322,0.13435
136.5371823,-0.426435,0.12507,10.7506,0.0939018
136.6649915,-0.4212428,0.07028,9.43921,0.112323
136.7742266,-0.5405419,0.02736,8.97184,0.121378
136.8111516,-0.5539918,0.12288,9.04461,0.0982514
136.8529512,-0.5831803,0.0002,3.37953,0.09833
136.8504284,-0.5228063,0.09456,9.34102,0.124602
136.8952669,-0.4754853,0.07769,10.0954,0.102893
136.9967211,-0.4924395,0.07003,9.7372,0.326629
136.9966731,-0.4858491,0.11865,10.3586,0.301145
136.9756078,-0.6053546,0.08783,9.40165,0.151052
137.1632331,-0.5325809,0.07498,9.84583,0.113791
137.1128732,-0.6051409,0.08797,9.63253,0.131095
137.0248322,-0.4696017,0.08785,9.73191,0.152461
137.1662414,-0.4288111,0.05423,9.03307,0.103983
