ind,ra,dec,mass_stellar_best_fit,sSFR_best_fit,z
25,137.2295671,0.1946337,1599000000,5.762e-11,0.0874
26,138.12364829999999,0.1320797,2401000000,1.433e-10,0.0548
27,140.6266418,0.1471813,222700000,2.612e-10,0.0257
28,140.62499029999998,0.1314989,819300000,1.47e-10,0.0381
29,140.80757899999998,0.19815509999999997,349200000,4.725e-12,0.0381
3,139.6295323,-0.7453154999999999,548100000,7.171e-10,0.056
30,130.3558301,0.6187129,1426000000,5.587e-10,0.0507
31,131.4262705,0.6172922000000001,626900000,4.399e-10,0.0691
32,135.1513574,0.450196,286500000,9.582e-10,0.0586
33,138.19357819999996,0.4677849,1948000000,4.076e-10,0.0698
34,138.59463199999996,0.4611555,994100000,7.184e-12,0.053
35,133.43392469999998,0.8036110000000001,1072000000,3.304e-10,0.0397
36,133.90311419999998,0.9207293,1873000000,7.088e-10,0.0518
37,134.76523069999996,0.9076142,2815000000,5.468e-11,0.072
38,136.74642709999998,0.866221,2966000000,1.122e-09,0.1413
39,133.98304349999998,1.3551726000000002,548000000,5.729e-10,0.0715
4,140.4480543,-0.7519886,943100000,8.79e-10,0.0743
40,133.95719276,1.31282678,160900000,3.752e-10,0.0712
41,136.56834279999998,1.3412399,1236000000,1.887e-10,0.0534
42,136.84133989999998,1.3710134,2161000000,6.303e-10,0.0925
43,136.71751629999997,1.2594762,1218000000,2.057e-10,0.0526
44,137.22657729999997,1.4325583000000002,2976000000,5.426e-11,0.0164
45,138.73603938999997,1.49744542,1602000000,6.141e-10,0.1302
46,140.0863962,1.4100982,150300000,2.633e-09,0.0265
47,129.39536969999997,1.5738344,2989000000,1.098e-10,0.031
48,130.79016779999998,1.6122996,1481000000,4.725e-10,0.0768
49,131.22049299999998,1.6844124,216200000,6.687e-10,0.0368
5,129.9042786,-0.26274,1838000000,9.419e-11,0.0497
50,131.9126834,1.6514236999999998,822300000,8.423e-11,0.064
51,132.1067588,1.5775022,2313000000,1.445e-10,0.068
52,134.6766232,1.6029241,2382000000,5.801e-12,0.0527
53,134.68068959999997,1.7871820999999999,615800000,2.601e-10,0.0524
54,137.29964429999998,1.8677526,770500000,3.399e-10,0.039
55,131.26794689999997,1.9481751,437500000,1.915e-11,0.0305
56,132.530256,2.0288442,232400000,4.538e-10,0.0358
57,132.88060979999997,2.0108654,404100000,6.414e-10,0.0252
58,133.0421484,1.9830341,278500000,3.032e-10,0.0288
59,135.8484168,2.2031605,909500000,8.939e-10,0.0706
6,132.8401701,-0.39508390000000004,1205000000,4.57e-10,0.0429
60,139.14118109999998,2.351236,526100000,3.69e-10,0.0549
61,140.50681269999998,2.2323635,2382000000,6.065e-11,0.0566
62,129.08842859999996,0.9325422,885400000,2.379e-11,0.0739
63,129.78385269999998,0.9301889999999999,610900000,4.912e-10,0.0492
64,130.62551259999998,0.9384722,1863000000,2.259e-10,0.0752
65,130.5393297,0.8409426,996600000,2.922e-10,0.0732
66,131.4540343,1.0194499,148300000,6.283e-10,0.0342
67,131.656327,0.9114472,626000000,1.086e-09,0.0684
68,131.7115174,0.9820199000000001,2705000000,2.747e-10,0.0444
69,132.00439799999998,0.9468015,2146000000,7.187e-10,0.1118
7,133.48259209999998,-0.32053519999999996,853700000,5.447e-10,0.0734
70,133.00764189999998,1.0832602,911000000,6.536e-09,0.1078
71,135.4779788,1.1719471000000001,1240000000,1.757e-10,0.0194
72,136.23510439999998,1.1630568,386900000,3.132e-10,0.0271
73,139.0620466,1.2933115,2309000000,7.777e-10,0.1156
74,130.84372359999998,1.3201787999999999,2032000000,1.314e-10,0.0447
75,130.87010599999996,1.2791565999999999,2545000000,2.094e-10,0.077
76,130.8958282,1.4525093,557400000,4.123e-10,0.0504
77,131.69251989999998,1.4062864,585300000,3.956e-10,0.0614
78,131.97032959999999,1.436093,2387000000,1.864e-10,0.0643
79,132.1578452,1.3904603,2697000000,1.641e-10,0.0676
8,133.68097219999999,-0.3849232,1106000000,4.694e-10,0.0873
80,132.3421989,1.4225105,1486000000,6.94e-11,0.0342
81,132.3519602,1.3850726,680100000,2.608e-10,0.034
82,132.86190919999996,1.4153246,2400000000,7.867e-10,0.0938
83,136.86651129999998,1.5211724,2314000000,4.079e-10,0.1011
84,137.03936139999996,1.5037739,2204000000,4.004e-10,0.1002
85,138.9909539,1.5438778999999998,763200000,4.551e-10,0.0524
86,139.6651386,1.6420271,1442000000,1.076e-09,0.0929
87,129.31134409999999,1.7236614000000001,2378000000,1.755e-10,0.0992
88,131.6744581,1.7211755000000002,2553000000,1.121e-10,0.0495
89,132.2261299,1.7400397,1252000000,2.616e-10,0.0507
9,135.2370197,-0.2756148,2694000000,2.335e-10,0.0529
90,132.22738859999998,1.9321652999999999,352000000,3.27e-10,0.0372
91,132.4785723,1.8754605,1893000000,2.142e-10,0.0687
92,134.57767859999998,1.9664091,1100000000,3.185e-10,0.0571
93,134.75860349999996,1.9193961,2315000000,1.314e-12,0.052
94,135.4753905,1.9442871,1141000000,4.557e-11,0.0572
95,135.53173979999997,2.0052275,997800000,1.465e-10,0.0573
96,139.591109,2.1526864,1145000000,7.418e-10,0.0865
97,139.7215391,2.1010707,717400000,2.158e-10,0.0562
98,139.6417405,2.0091833,2080000000,1.801e-10,0.0876
99,140.5396733,2.0387711,2346000000,6.292e-11,0.085
