ind,ra,dec,mass_stellar_best_fit,sSFR_best_fit,z
14,129.9306637,-0.34241269999999996,739700000,3.898e-11,0.0525
140,130.50153809999998,1.9077661,1261000000,3.561e-12,0.0736
141,130.68862129999997,1.9308343,1001000000,2.217e-10,0.0658
142,131.3646785,1.9148957999999998,2382000000,6.734e-11,0.0504
143,131.36357639999997,1.9958824000000002,2783000000,8.336e-11,0.078
144,131.44923529999997,2.0802625000000003,1863000000,5.834e-11,0.0764
145,131.6789523,2.0569816,1172000000,1.21e-10,0.0595
146,132.6937404,2.1352463,863700000,3.194e-10,0.0756
147,132.74218919999998,2.0723287000000004,1098000000,1.864e-10,0.0691
148,133.28938239999997,2.0984239000000002,1019000000,5.296e-10,0.0746
149,133.74683799999997,2.1343746,169400000,3.952e-10,0.0201
15,131.9933387,-0.4040299,1080000000,3.591e-10,0.0775
150,133.75927099999996,2.0342872,2890000000,4.62e-12,0.0724
151,134.5471307,2.1040623000000003,2896000000,2.042e-10,0.052
152,134.56955839999998,2.028668,748200000,1.095e-09,0.072
153,134.6806109,2.2235846,5894000,1.13e-09,0.0081
154,134.91459979999996,2.0579093999999998,135900000,4.586e-10,0.0348
155,134.99483349999997,2.0527509999999998,1587000000,4.356e-10,0.0576
156,134.95478909999997,2.1488084,976200000,2.546e-10,0.0717
157,135.3696957,2.0544457,1233000000,3.224e-11,0.0573
158,136.21052469999998,2.0770192,960600000,1.513e-10,0.0518
159,138.15298939999997,2.2816299,1672000000,1.309e-09,0.1433
16,132.702488,-0.2154982,2091000000,3.024e-10,0.0527
160,138.21491599999996,2.3318787,239300000,2.608e-10,0.0384
161,138.82861319999998,2.2084585000000003,2019000000,2.217e-10,0.0555
162,139.2102487,2.3724806,1872000000,3.454e-10,0.091
163,139.4218924,2.1831774,1929000000,8.782e-10,0.0903
164,139.4720176,2.2552368,660800000,2.248e-10,0.0545
165,139.85316439999997,2.3895239,2211000000,3.287e-10,0.088
166,139.93485099999998,0.9134207,192800000,2.275e-13,0.0172
167,129.3318925,0.8131014000000001,2593000000,2.126e-10,0.0516
168,129.44857159999998,0.8430116000000001,2107000000,2.811e-10,0.0735
169,129.54040369999998,0.8925457,2742000000,4.558e-10,0.1042
17,134.01902099999998,-0.3210885,1710000000,4.234e-10,0.091
170,130.3181013,0.8954516,2685000000,4.57e-10,0.1026
171,130.4862149,0.8356846,1997000000,3.228e-10,0.0788
172,130.7497272,0.8763721,107500000,8.238e-11,0.0135
173,131.4869379,0.9303855,2662000000,4.713e-11,0.0701
174,131.5395786,0.9219934999999999,1686000000,2.119e-10,0.0699
175,131.48258079999997,0.9058941,1189000000,3.592e-10,0.0862
176,131.4998446,0.9553482,832300000,4.028e-10,0.0701
177,132.34995359999996,0.8994401,2457000000,1.252e-10,0.0658
178,132.5846223,1.1004011,870100000,5.508e-10,0.07
179,133.50345864,0.98291723,1214000000,3.678e-10,0.0518
18,134.93012919999998,-0.35675009999999996,2076000000,6.283e-10,0.1209
180,134.1277241,1.0261069999999999,1738000000,3.359e-10,0.0574
181,134.4044243,0.9931384,269400000,4.123e-10,0.0376
182,134.73471179999999,1.1542956,2114000000,2.634e-10,0.0523
183,134.92382519999998,1.0665982,414800000,9.62e-11,0.0571
184,135.21261769999998,1.1611368999999998,693000000,3.258e-10,0.0194
185,136.18646499999997,1.0778711,907600000,1.945e-11,0.0525
186,136.2974902,1.0241072,263100000,3.808e-10,0.0518
187,136.8544901,1.2001673,465900000,3.286e-10,0.0359
188,137.7585369,1.2472657,2599000000,3.197e-10,0.095
189,138.3732502,1.2852994,624700000,3.032e-10,0.0591
19,135.03033059999998,-0.2817127,292000000,3.985e-10,0.0541
190,138.974354,1.2404351,1572000000,3.046e-10,0.0758
191,139.06897048,1.19233701,1287000000,9.157e-11,0.0553
192,139.7121669,1.1428931,2093000000,8.939e-10,0.0862
193,139.92557999999997,1.325844,2024000000,4.693e-12,0.0165
194,140.052372,1.1522854999999999,341600000,4.377e-13,0.0166
195,129.24734749999996,1.3745088,2841000000,9.469e-11,0.0836
196,130.24223809999998,1.3208636,2856000000,7.578e-10,0.144
197,130.8738911,1.4169716,2535000000,6.553e-10,0.13
198,130.90307869999998,1.3538693000000002,1192000000,1.486e-11,0.0503
199,131.61302129999999,1.3985204,350900000,1.104e-10,0.0396
2,132.72402780000002,-0.635765,63800000,2.547e-10,0.015
20,135.02844829999998,-0.2829101,608900000,5.505e-10,0.0548
200,131.8139019,1.483335,2854000000,4.725e-10,0.1273
201,132.1239769,1.4508136999999999,1687000000,3.458e-11,0.0676
202,132.01834599999998,1.3556423000000002,2380000000,1.739e-10,0.0676
203,132.0947288,1.3109804,2071000000,1.908e-10,0.0641
204,132.0946025,1.4269052,911300000,3.475e-10,0.0503
205,132.27355889999998,1.5035959,935000000,7.882e-11,0.0423
206,132.82568629999997,1.4571691,968500000,1.195e-10,0.0386
207,133.0097159,1.409217,1986000000,2.921e-10,0.074
208,133.6997377,1.3931316,785600000,4.725e-10,0.0714
209,133.984037,1.5210245,304800000,7.98e-10,0.0352
21,135.0461501,-0.3018677,2508000000,1.949e-10,0.0419
210,134.72356449999998,1.5378116,1099000000,8.408e-10,0.1062
211,134.76286369999997,1.4625191,881300000,6.801e-13,0.0753
212,134.93582679999997,1.6044161000000001,2498000000,4.028e-10,0.1215
213,135.4202294,1.435224,2624000000,2.318e-10,0.0524
214,136.57921789999997,1.4865271,2495000000,1.195e-10,0.0992
215,137.3340465,1.6142589,16960000,3.594e-10,0.0044
216,137.47613619999998,1.6853628,709800000,1.368e-10,0.024
217,139.3706962,1.5875990000000002,803700000,2.119e-10,0.0375
218,139.74231029999999,1.5646613,740100000,1.824e-10,0.0373
219,139.91599609999997,1.7255275,120200000,6.98e-11,0.0172
22,135.4856781,-0.38526760000000004,1744000000,2.401e-10,0.054
220,140.2316014,1.7691903999999998,681000000,6.024e-10,0.0531
221,140.5059503,1.6844212,523300000,3.429e-10,0.055
222,129.00330409999998,1.6629889,275200000,5.466e-13,0.0144
223,129.2275762,1.8015033,44890000,2.699e-11,0.0136
224,130.23440539999999,1.7597372,399000000,1.546e-10,0.0499
225,130.40457149999997,1.7765885,990600000,9.469e-11,0.0506
226,130.9996222,1.8658515,1089000000,2.035e-11,0.0503
227,131.82223759999997,1.8971843,1524000000,3.174e-13,0.0497
228,132.3524699,1.747312,2515000000,1.326e-10,0.0692
229,132.6846152,1.885848,2277000000,5.94e-10,0.0874
23,135.8042879,-0.3929554,1348000000,2.709e-10,0.0559
230,132.98867539999998,1.8956483,191600000,4.284e-10,0.0253
231,134.35348109999998,1.8915827,540700000,4.646e-10,0.0582
232,134.42082739999998,1.8570443,214900000,3.557e-10,0.0349
233,134.6617025,1.8851073,1113000000,4.904e-10,0.053
234,134.60215089999997,1.963506,2252000000,4.526e-11,0.0712
235,136.2726032,2.0490470999999997,1968000000,9.227e-11,0.057
236,136.3076352,1.8947517999999999,898100000,1.589e-10,0.0378
237,136.3914112,2.0655858,2283000000,3.068e-11,0.0515
238,137.8903491,2.0538711999999997,104900000,1.96e-10,0.0126
239,139.94795459999997,2.1238262,71650000,3.195e-09,0.0374
24,136.81004969999998,-0.2965237,534500000,2.289e-10,0.0397
240,140.43247469999997,2.1032385000000002,2241000000,1.17e-10,0.0533
241,140.93692259999997,2.1601901999999997,522200000,7.107e-10,0.0528
242,130.14249809999995,2.1308045,481700000,2.608e-10,0.0503
243,130.6297521,2.1332639,641400000,3.3e-10,0.0747
244,131.15248859999997,2.1196521,1848000000,2.863e-10,0.0768
245,132.0223142,2.2034648000000003,1265000000,2.023e-10,0.0773
246,132.51020309999998,2.2836635,318700000,5.344e-10,0.1076
247,133.575275,2.2826407,1661000000,5.625e-10,0.0578
248,134.42333569999997,2.2431866,2263000000,7.671e-11,0.1125
249,134.92785899999998,2.3986761,1783000000,9.601e-11,0.0717
25,137.60546149999996,-0.2178545,88950000,3.897e-10,0.0189
250,135.0646121,2.3572723,1733000000,3.676e-10,0.0718
251,134.960166,2.3541724,2621000000,6.943e-10,0.1285
252,135.6520199,2.2990543999999997,2338000000,4.172e-10,0.1053
253,135.7841926,2.3186151999999995,2759000000,5.444e-10,0.1052
254,136.279762665,2.408247855,2539000000,2.07e-10,0.0814
255,136.7707178,2.4798201,1355000000,5.282e-12,0.0512
256,136.95155949999997,2.4570532000000003,284900000,8.782e-10,0.0521
257,137.5045563,2.4500110000000004,501500000,9.407e-10,0.0559
258,137.8511529,2.4253484,529100000,1.027e-11,0.0546
259,138.09321409999995,2.5144482,2657000000,2.736e-09,0.1029
26,137.85086149999998,-0.2393904,2492000000,4.04e-11,0.0703
260,138.02173999999997,2.3992225,2123000000,2.741e-10,0.1023
261,138.901478,2.4711950000000003,1831000000,2.733e-10,0.0717
262,138.9821605,2.4158581999999997,1046000000,6.021e-10,0.095
263,139.263883,2.4629734,1600000000,1.744e-10,0.0548
264,139.76161109999998,2.5111727,1382000000,4.166e-10,0.0543
265,140.33105809999998,2.5129689,2325000000,2.624e-10,0.0882
266,129.4434739,2.1579743,264000000,2.778e-10,0.0352
267,130.1008794,2.1678213,676400000,5.167e-10,0.05
268,130.49355957,2.1891932699999996,517200000,3.602e-10,0.0322
269,130.57706439999998,2.2755834999999998,1293000000,1.672e-10,0.064
27,139.78674109999997,-0.37128809999999995,343500000,1.762e-10,0.0387
270,130.70565959999996,2.2013451,2802000000,2.754e-10,0.0632
271,130.88823029999998,2.2110843,2396000000,1.683e-11,0.0299
272,131.09590659999995,2.2777852,2170000000,1.342e-12,0.05
273,131.24427969999996,2.2971513999999997,2044000000,1.135e-10,0.0747
274,131.56335848999998,2.26603061,152500000,9.534e-11,0.0064
275,131.79865499999997,2.2503635,2599000000,3.475e-10,0.1179
276,133.88145519999998,2.3830687,1739000000,5.103e-10,0.1009
277,134.65382739999998,2.4272296,2024000000,7.832e-10,0.1168
278,134.66770839999998,2.4357422000000004,2786000000,9.039e-11,0.1094
279,135.2162991,2.5005647,2923000000,5.443e-10,0.1299
28,140.6197741,-0.37698459999999995,747200000,2.439e-10,0.0542
280,135.99296159999997,2.5412852,2530000000,7.812e-10,0.1199
281,136.071349,2.4660316,685900000,4.659e-10,0.0704
282,136.21278929999997,2.6192994,616100000,6.665e-10,0.0546
283,137.3995455,2.7198133,1436000000,5.807e-10,0.0827
284,137.58616519999998,2.6271891,2453000000,1.53e-10,0.0977
285,137.8766556,2.5948392,970300000,3.815e-10,0.0781
286,138.06000009999997,2.6790711,1523000000,8.254e-09,0.1427
287,138.2546309,2.7202195000000002,536000000,3.601e-11,0.0256
288,138.57710549999996,2.7323913,1262000000,2.132e-10,0.0735
289,139.1542417,2.7730258,209300000,2.417e-10,0.0258
29,140.8431235,-0.22580830000000002,994600000,3.344e-11,0.0549
290,139.274736,2.8533128,18550000,9.404e-10,0.0126
291,139.68234679999998,2.8424339,1600000000,6.747e-11,0.0869
292,139.9849232,2.7520872,1470000000,4.028e-10,0.0708
293,140.1642357,2.8644773,1030000000,1.809e-10,0.0565
294,140.6877171,2.7477296,2010000000,1.69e-10,0.0857
295,140.75061999999997,2.8686752,1027000000,8.788e-13,0.0249
296,130.15267349999996,2.6385014,2179000000,2.749e-10,0.0492
297,130.41432959999997,2.5854889,985100000,1.869e-12,0.0491
298,130.94022489999998,2.620832,1602000000,6.734e-11,0.0624
299,131.18020309999997,2.5729425,541300000,2.978e-10,0.0261
3,132.88194349999998,-0.7360585999999999,1052000000,1.602e-10,0.0432
30,130.7545533,0.16932554,1520000000,1.016e-10,0.0293
300,131.77199559999997,2.721054,75510000,7.301e-10,0.0276
301,131.6570567,2.6143393,169100000,1.399e-12,0.0283
302,131.7834639,2.6119779000000003,378800000,1.506e-11,0.0281
303,132.21436359999998,2.7387938000000003,2654000000,7.089e-10,0.0953
304,132.7520425,2.8304194,274800000,2.448e-10,0.0278
305,134.48905609999997,2.9293404,1533000000,7.35e-10,0.0878
306,135.20771359999998,2.8906966,254300000,6.99e-10,0.0156
307,135.51872109999996,2.9905552,47300000,4.679e-11,0.0125
308,129.7779134,2.8683089,521900000,2.929e-09,0.0582
309,130.32027639999998,2.9795833000000003,1808000000,1.052e-09,0.0582
31,131.03622549999997,0.1698922,2018000000,3.534e-10,0.0778
310,131.3619171,2.9912669,993900000,5.169e-10,0.08
311,129.09746679999998,2.2194955000000003,527500000,7.043e-10,0.0598
312,129.49387009999998,2.2814275999999998,290300000,5.014e-10,0.0485
313,130.23342889999998,2.3419448000000003,336200000,3.158e-09,0.0504
314,131.05925869999996,2.4392259000000003,766900000,8.94e-09,0.0911
315,131.16146619999998,2.4109794,1891000000,3.979e-10,0.0298
316,131.2520639,2.3581438,1719000000,2.517e-10,0.0779
317,131.6688396,2.4079383,1650000000,9.579e-11,0.0132
318,131.5893461,2.5108869,421400000,2.834e-10,0.0288
319,131.627542,2.5440662,1075000000,1.805e-10,0.0285
32,131.76496529999997,0.16698269999999998,23890000,3.037e-10,0.0132
320,131.77409339999997,2.4429789000000004,1134000000,8.144e-11,0.0598
321,132.00051549999998,2.5422833,2488000000,7.373e-10,0.0779
322,131.90908199999998,2.5671684999999997,197000000,1.887e-10,0.0326
323,132.7606524,2.5669136,633100000,1.496e-10,0.0335
324,132.9431632,2.5196237999999997,1344000000,5.842e-11,0.0356
325,133.69538219999998,2.6127424,2086000000,3.638e-10,0.1134
326,135.31990549999998,2.7770425,686800000,7.391e-11,0.0573
327,135.7614978,2.8386421,1876000000,1.071e-10,0.0549
328,136.2242139,2.6879524000000004,2369000000,2.457e-10,0.0709
329,136.61098349999997,2.7401487,1613000000,1.192e-09,0.0994
33,132.0245038,0.1997936,300100000,8.24e-10,0.0393
330,137.38220389999998,2.9015212,2989000000,1.168e-10,0.0564
331,138.02748689999996,2.8143314999999998,2641000000,6.091e-10,0.0687
332,138.01799489999996,2.8540374,924100000,1.124e-09,0.0768
333,129.8212186,2.6873715000000002,509000000,9.128e-10,0.0602
334,130.15442349999998,2.7932938999999997,588800000,1.762e-10,0.0494
335,130.14826579999996,2.677793,1032000000,2.285e-10,0.0669
336,131.6860664,2.7943537,201400000,3.522e-10,0.0279
337,139.4169298,-0.8617857999999999,1244000000,2.211e-10,0.0743
338,132.0760086,-0.0122616,1829000000,3.405e-10,0.0719
339,132.5024297,-0.18224279999999998,670100000,5.807e-10,0.0405
34,132.26814869999998,0.1879167,468900000,2.553e-10,0.0515
340,132.87376819999997,-0.0031609,641000000,4.775e-10,0.0675
341,129.3938157,-0.5778648,1132000000,3.185e-10,0.0792
342,130.91327139999999,-0.5592899,1561000000,5.271e-10,0.1062
343,130.9834459,-0.45026720000000003,465900000,2.944e-10,0.0499
344,131.22450389999997,-0.43830040000000003,2034000000,2.181e-10,0.0778
345,131.75097819999996,-0.4586005,2871000000,2.119e-10,0.1026
346,132.944207,-0.546119,967200000,1.003e-10,0.0513
347,133.2115902,-0.5726355,993900000,3.295e-12,0.0697
348,133.5153245,-0.5701835,2277000000,4.489e-10,0.1063
349,133.58038439999999,-0.4243113,724200000,4.918e-10,0.0498
35,133.48239119999997,0.10486380000000001,688600000,4.073e-10,0.0664
350,134.0126105,-0.4898132,70010000,1.237e-10,0.009
351,135.55254479999996,-0.4320955,121500000,1.801e-10,0.0244
352,136.97560779999998,-0.6053546,2471000000,3.662e-10,0.0878
353,137.11287319999997,-0.6051409,2986000000,4.725e-10,0.088
354,137.30656419999997,-0.43008830000000003,2549000000,1.409e-09,0.094
355,137.64545469999996,-0.5290696,1495000000,2.515e-10,0.0549
356,138.0025136,-0.6241178000000001,1535000000,4.364e-10,0.0881
357,139.33880709999997,-0.45420740000000004,295400000,3.187e-10,0.0168
358,140.01781369999998,-0.5025079,579300000,1.16e-10,0.0257
359,140.2252998,-0.4707724,661000000,9.404e-10,0.0612
36,134.61898159999998,0.0881762,326500000,8.853e-11,0.0285
360,140.33108,-0.48953420000000003,898400000,1.426e-10,0.058
361,140.6363984,-0.4608491,1578000000,7.072e-11,0.054
362,140.85674369999998,-0.5059047,835000000,2.648e-10,0.0568
363,140.82979229999998,-0.5756763,766100000,1.62e-10,0.0555
364,133.78300499999997,-0.0382083,2997000000,5.444e-10,0.1062
365,133.81372699999997,-0.029552000000000002,1983000000,6.303e-10,0.1059
366,134.4594009,-0.0878475,1221000000,1.448e-10,0.0711
367,129.22984889999998,-0.0694944,910800000,2.112e-10,0.0519
368,129.22105029999997,-0.0711052,2373000000,1.333e-10,0.0782
369,129.3529356,-0.1323242,754400000,8.657e-11,0.0521
37,135.28223979999999,0.0755719,790900000,1.413e-10,0.0528
370,129.56534799999997,-0.015718799999999998,1233000000,3.857e-10,0.0576
371,129.59646779999997,-0.0256833,2878000000,1.759e-10,0.1398
372,129.8499551,-0.0424591,1385000000,5.864e-11,0.0491
373,129.9808458,-0.1876647,504800000,5.044e-11,0.0244
374,130.66941039999998,-0.0027284,1032000000,1.433e-10,0.0506
375,130.85350049999997,-0.053667000000000006,1363000000,4.356e-10,0.051
376,135.03778989999998,-0.1747597,210700000,6.545e-10,0.0421
377,135.12570199999996,-0.0707386,629500000,1.035e-10,0.0419
378,135.22167799999997,-0.0552665,439800000,1.712e-10,0.042
379,136.2599368,-0.0094459,1878000000,2.436e-10,0.0544
38,135.60936799999996,0.0652043,148600000,1.074e-09,0.0406
380,136.3363224,-0.0370515,359700000,6.852e-11,0.019
381,136.7194908,-0.13110850000000002,1087000000,1.027e-09,0.0943
382,138.24107719999998,-0.1324063,966100000,1.195e-10,0.0657
383,139.20865494,-0.12125958,1881000000,3.187e-10,0.0878
384,139.5712153,-0.20688030000000002,2714000000,4.827e-12,0.0584
385,139.7720654,-0.1862364,2495000000,6.579e-12,0.0559
386,140.57273199999997,-0.19259679999999998,1187000000,6.292e-11,0.053
387,129.30133339999998,0.38745620000000003,1246000000,4.284e-10,0.0417
388,129.4041298,0.36949129999999997,2009000000,4.885e-11,0.078
389,130.13593529999997,0.2620173,1425000000,6.812e-11,0.0347
39,135.68945749999997,0.046448699999999996,581300000,5.072e-10,0.0538
390,130.56544,0.3789376,1217000000,5.535e-10,0.0767
391,130.59206419999998,0.253327,2375000000,2.584e-11,0.0785
392,131.27424849999997,0.2913794,100600000,2.863e-10,0.0184
393,132.4834958,0.2896394,2385000000,9.971e-11,0.0524
394,132.6387207,0.2925328,1763000000,2.458e-10,0.052
395,132.6825308,0.3989762,2946000000,6.035e-11,0.0518
396,133.24866659999998,0.2619086,269100000,1.179e-09,0.0518
397,133.47868179999998,0.21551160000000003,2976000000,1.796e-13,0.0507
398,134.3998733,0.32609869999999996,887200000,1.107e-09,0.0716
399,134.5547666,0.2430589,2268000000,2.458e-10,0.0719
4,133.1154349,-0.6500344,1875000000,4.885e-11,0.0593
40,136.34764479999998,0.1905781,1496000000,1.413e-10,0.0587
400,134.57469859999998,0.3377262,2345000000,5.694e-11,0.0541
401,134.5848761,0.2833366,1096000000,1.734e-10,0.054
402,135.46353599999998,0.3995035,615600000,2.734e-10,0.0531
403,135.9461732,0.3680677,2585000000,3.037e-10,0.1025
404,136.68146779999998,0.254284,1519000000,3.602e-10,0.0589
405,136.9778584,0.22114340000000002,541200000,6.09e-14,0.0518
406,137.57874579999998,0.301843,1348000000,3.44e-10,0.0692
407,138.06934159999997,0.301786,2137000000,2.623e-11,0.0541
408,139.0536818,0.3237112,683900000,6.253e-10,0.0702
409,139.193859,0.3419759,605200000,4.64e-10,0.0573
41,136.40776559,0.0032713,501400000,1.824e-10,0.0186
410,139.253574,0.27942079999999997,1901000000,8.76e-10,0.0882
411,140.1274378,0.3609214,2489000000,1.246e-10,0.0874
412,132.1649523,0.7229947,2944000000,2.007e-10,0.1046
413,133.42727959999996,0.7610296,484900000,9.998e-11,0.0413
414,133.7428669,0.7470682,2158000000,1.179e-09,0.111
415,133.76181669999997,0.7610361,1282000000,1.518e-10,0.0414
416,134.1758682,0.6330132,1869000000,1.264e-10,0.0528
417,134.20113109999997,0.6921704,1777000000,1.757e-10,0.0528
418,134.96064819999998,0.7903082,2693000000,1.546e-10,0.0712
419,135.58904829999997,0.6821259,147100000,6.146e-11,0.018
42,136.81366762,0.11352132000000001,2062000000,1.658e-10,0.0935
420,136.3406388,0.7089628,699500000,1.252e-10,0.0533
421,136.8970496,0.6379365,1461000000,2.712e-10,0.0523
422,137.00081409999999,0.7426214999999999,2375000000,1.95e-10,0.0774
423,136.89138309999998,0.7272618,536500000,3.691e-10,0.0533
424,138.36518049999998,0.7459420999999999,733800000,2.532e-10,0.0543
425,138.2577781,0.8100878,1151000000,5.431e-10,0.0541
426,139.47467039999998,0.7305926,179800000,5.71e-10,0.0291
427,139.5275892,0.7070772999999999,1770000000,4.663e-11,0.0578
428,139.529859179,0.723751923,91160000,1.875e-10,0.0169
429,139.66294938,0.7620343,617600000,1.02e-09,0.0578
43,137.18684789999998,0.043383,613700000,4.303e-10,0.0704
430,139.666431,0.7682349,1701000000,1.733e-09,0.0877
431,140.09997649999997,0.7293847,1224000000,4.737e-10,0.0517
432,140.96327119999995,0.8074352,1922000000,9.115e-13,0.057
433,140.96818299999998,0.8158193,89520000,1.43e-10,0.017
434,140.25409539999998,-1.6549551999999998,964700000,1.097e-09,0.0543
435,140.38844949999998,-1.6431588,1422000000,9.683e-10,0.0644
436,140.07939879999998,-1.2416191,937200000,4.615e-10,0.0464
437,140.0794605,-1.1765160000000001,205400000,3.163e-10,0.0289
438,140.2347741,-1.7955581999999999,871000000,8.801e-10,0.0652
439,140.5100497,-1.4728006,2649000000,2.09e-10,0.1026
44,137.3851159,0.09410059999999999,2907000000,6.951e-11,0.0702
440,140.67909969999997,-1.5264756,1357000000,3.456e-10,0.064
441,140.61441889999998,-1.5156179,1164000000,7.391e-11,0.0669
442,140.6567397,-1.5528089,1740000000,2.901e-10,0.0669
443,140.92622049999997,-1.5141585,1121000000,1.277e-10,0.0549
444,140.40255689999998,-1.101888,1760000000,1.923e-10,0.074
445,140.5585578,-0.9759504,2326000000,1.8e-10,0.0871
446,131.47205995999997,0.12812705,402100000,6.03e-12,0.0626
447,137.4169964,0.031824,272200,1.043e-10,0.001
448,134.57881199999997,1.2927947999999998,1729000000,1.238e-13,0.0998
449,132.32522649999999,2.4484485,571800,1.602e-10,0.001
45,138.22743179999998,0.0756661,1914000000,1.434e-10,0.055
450,130.69569629999998,1.3164367000000001,204100000,1.81e-10,0.0232
451,131.33213369999999,1.8068587,847800000,3.066e-10,0.0498
452,139.77336949999997,0.7279862,509900000,9.958e-10,0.091
453,139.90946659999997,0.8221165,2506000000,8.072e-13,0.0337
454,130.69554949999997,1.9701704000000002,258700000,2.777e-11,0.0308
455,138.72326149999998,0.8718972,205100000,1.062e-10,0.0306
456,129.05392469999998,-1.9869054000000002,974900000,4.615e-11,0.0327
457,129.2494238,-1.9505162999999999,2211000000,7.248e-10,0.1075
458,129.17550190599997,-1.50190483,694000000,4.374e-11,0.0307
459,129.29502010000002,-1.4973498,884500000,3.331e-10,0.0538
46,138.30625089999998,0.1491899,2523000000,9.067e-10,0.0539
460,129.57246679999997,-1.4758208000000002,505500000,7.107e-10,0.0499
461,129.79306449999999,-1.5263068,342000000,2.973e-10,0.0383
462,129.9361443,-1.4442116,2711000000,7.53e-13,0.0497
463,131.09801679999998,-1.5734367,687000000,3.594e-10,0.0473
464,132.99121839999998,-1.6843523,1491000000,5.351e-11,0.0478
465,134.76492059999998,-1.7847323,1424000000,3.778e-11,0.0282
466,137.25566621,-1.85974754,104100000,4.194e-11,0.0278
467,138.28943219999996,-1.8505088,1187000000,2.822e-10,0.0697
468,138.421089,-1.8990801,2906000000,5.103e-11,0.0398
469,138.59800029999997,-1.7349139,2003000000,2.487e-10,0.0703
47,138.498077,0.1065842,1617000000,1.178e-10,0.0921
470,139.29863979999996,-1.9251337999999998,1475000000,2.792e-10,0.0699
471,129.63910069999997,-1.2090657999999999,1257000000,5.836e-10,0.0523
472,129.9166972,-1.0580735000000001,2977000000,1.449e-10,0.0501
473,131.33881084999996,-1.2104736999999999,2769000000,1.712e-10,0.0403
474,132.5699018,-1.1527189999999998,297400,2.969e-12,0.0011
475,133.1217217,-1.2860614,41630000,2.977e-09,0.0284
476,133.54994929999998,-1.2189004,873700000,3.29e-10,0.0602
477,134.06319059999998,-1.3219525,803300000,1.111e-09,0.0701
478,134.41816379999997,-1.2976074,603900000,5.711e-10,0.0596
479,134.48991959999998,-1.3248663999999999,257400000,4.089e-10,0.0398
48,139.06567529999998,0.0320789,1907000000,2.098e-10,0.0917
480,134.84620319999996,-1.3588182000000002,2956000000,1.859e-10,0.1297
481,135.3514056,-1.3828313,939100000,1.183e-10,0.0404
482,135.6996016,-1.2753284999999999,672100000,7.664e-10,0.0418
483,136.3225881,-1.352186,1697000000,4.888e-11,0.0403
