ind,ra,dec,mass_stellar_best_fit,sSFR_best_fit,z
37,132.91563209999998,0.4626939,2527000000,3.503e-12,0.0528
38,132.92578729999997,0.4873016,635500000,3.495e-10,0.0509
39,134.27205199999997,0.4787453,852600000,6.426e-11,0.0586
4,139.05971269999998,-0.7609734,220800,1.717e-11,0.0012
40,136.7716273,0.5309915000000001,576800000,6.24e-10,0.0536
41,137.4953294,0.5701145,405500000,1.093e-09,0.0682
42,139.0291771,0.44866300000000003,2098000000,1.442e-09,0.1364
43,140.1286185,0.6188831,2768000000,1.448e-10,0.088
44,132.0035869,0.8164837,166000000,1.436e-10,0.0169
45,132.9074253,0.8267253999999999,1667000000,8.547e-11,0.0355
46,132.85894109999998,0.8180457,43290000,9.464e-11,0.011
47,133.34644709999998,0.8357264000000001,123900000,2.459e-10,0.0289
48,133.48095549999996,0.8180571,94940000,5.883e-10,0.0404
49,133.61203519999998,0.8396928,794300000,8.943e-11,0.0411
5,140.1562541,-0.6794629999999999,2059000000,2.086e-10,0.0117
50,133.92890569999997,0.8577279999999999,2161000000,4.662e-10,0.0902
51,134.95833519999996,0.8073459000000001,2537000000,6.115e-10,0.0527
52,135.27737960000002,0.9050376,448000000,9.338e-09,0.1107
53,135.81446469999997,0.9848210999999999,2445000000,4.512e-10,0.1284
54,136.19430399999996,0.8925765999999999,2535000000,2.458e-10,0.0935
55,136.30982519999998,0.8394279,1662000000,1.249e-10,0.0699
56,136.72470169999997,1.02939,963300000,5.643e-10,0.0771
57,129.81931519999998,1.1560689,2594000000,4.062e-10,0.0814
58,130.909493,1.055923,1136000000,4.343e-10,0.0749
59,132.6621865,1.2002593,509300000,1.443e-09,0.0513
6,140.31976609999998,-0.8004051000000001,591000000,6.082e-10,0.0615
60,132.7148154,1.31669,1146000000,1.923e-10,0.0423
61,134.43783719999996,1.3644814,175500000,1.866e-10,0.0405
62,134.82290369999998,1.3825638,586200000,2.994e-10,0.0534
63,135.6452907,1.3193637,2660000000,9.984e-10,0.128
64,135.72443009999998,1.2490893,2074000000,2.855e-10,0.0802
65,138.29211929999997,1.4917317,1130000000,2.762e-10,0.0558
66,139.0873408,1.5140233,1091000000,5.984e-11,0.054
67,139.1089005,1.4411733,1483000000,7.691e-11,0.056
68,139.3762529,1.381303,1436000000,3.94e-10,0.0989
69,139.5048165,1.4638537,2079000000,9.931e-11,0.078
7,140.5170633,-0.7038895,127900000,1.274e-10,0.0233
70,140.0438091,1.4795828000000002,75240000,7.61e-11,0.0177
71,140.1433195,1.5511575,264000000,1.578e-10,0.0166
72,140.5499791,1.3754843,1163000000,3.49e-10,0.0709
73,140.89362269999998,1.3860234,786000000,2.119e-10,0.0255
74,129.3214163,1.487304,998200000,1.151e-09,0.0787
75,129.618182,1.4787797,1388000000,4.009e-10,0.0817
76,130.07787679999996,1.5368992,670800000,8.098e-10,0.0802
77,130.2576874,1.5711826,1601000000,5.284e-11,0.0456
78,130.29212339999998,1.5833459,2509000000,2.652e-10,0.0941
79,130.67672879999998,1.6495262,601200000,8.174e-11,0.0499
8,129.52967439999998,-0.2287299,855600000,7.427e-10,0.0522
80,130.66922059999996,1.5074275,2489000000,3.467e-10,0.1176
81,131.00309209999998,1.6713022,2368000000,1.673e-10,0.0281
82,132.2600814,1.5425787,78700000,1.877e-09,0.1031
83,132.82548229999998,1.6347084,556600000,1.103e-10,0.0381
84,133.48175809999998,1.6720399,1448000000,1.715e-11,0.0584
85,133.7362925,1.7191751000000002,2619000000,1.09e-10,0.0728
86,134.6342747,1.8022286,596600000,6.609e-10,0.0578
87,134.76494809999997,1.6282204,790300000,1.335e-09,0.0336
88,135.0485405,1.6283451,2873000000,6.303e-10,0.0938
89,135.71784099999996,1.6743884999999998,1452000000,1.62e-11,0.057
9,129.548612,-0.3125604,894500000,2.098e-10,0.0517
90,137.03007209999998,1.7234884000000001,2975000000,2.762e-10,0.1044
91,139.48467669999997,1.9239114999999998,1089000000,4.904e-11,0.0541
92,139.7080901,1.8826032,1411000000,7.107e-11,0.0562
93,139.80140869999997,1.8168511,1567000000,1.237e-10,0.0563
94,139.8457967,1.9100705,1882000000,4.386e-10,0.0869
95,140.2781776,1.8997435999999999,1391000000,1.096e-10,0.0547
96,140.73308029999998,1.8636886000000001,674000000,5.4e-10,0.0565
97,129.6952136,1.9343465,1585000000,1.753e-10,0.0731
98,130.409659,1.9680793,186400000,3.377e-10,0.0137
99,130.38557819999997,2.0660152999999997,1519000000,6.056e-11,0.0738
